,State,County,Track,Mean Income,Family Size,Population,Black
651,17,031,220701,60065,3.44,3406,187
652,17,031,250300,43777,3.77,4796,3307
653,17,031,090200,113173,3.23,6767,120
654,17,031,640800,60284,4.03,1821,6
655,17,031,640700,65703,3.54,3221,23
656,17,031,500100,45606,3.04,3084,3027
657,17,031,150502,66759,3.65,4720,24
658,17,031,461000,24912,3.83,1814,906
659,17,031,283200,69315,3.27,1602,529
660,17,031,730100,56070,3.50,2504,2444
661,17,031,210100,63079,3.05,3480,100
662,17,031,480200,41939,3.16,1208,1189
663,17,031,030703,61418,2.34,2736,455
664,17,031,491400,35882,3.42,2462,2386
665,17,031,843400,41141,3.71,1281,1044
666,17,031,510100,51110,4.10,3165,481
667,17,031,836900,41675,4.09,1500,1329
668,17,031,720100,132888,3.18,3366,1165
669,17,031,140500,72201,3.81,4352,175
670,17,031,250600,61779,4.08,4370,3993
671,17,031,480100,76355,2.91,2095,2027
672,17,031,840100,44936,3.69,2639,20
673,17,031,812100,111863,3.19,4646,1180
674,17,031,320400,267170,2.19,2995,374
675,17,031,570100,56644,4.10,1237,4
676,17,031,561100,84789,3.60,5663,0
677,17,031,750300,100732,3.23,2549,196
678,17,031,740400,84970,3.47,4857,451
679,17,031,130100,61018,3.32,5169,114
680,17,031,071800,188626,3.03,2714,486
681,17,031,051100,127003,3.07,1454,14
682,17,031,610400,28008,4.32,2040,23
683,17,031,580200,44830,4.11,3020,102
684,17,031,062500,168471,2.83,1383,0
685,17,031,830800,81844,2.70,2531,173
686,17,031,062200,144700,2.59,2697,113
687,17,031,611100,27928,4.16,2324,271
688,17,031,611400,35153,4.32,3405,82
689,17,031,020301,84280,3.67,5142,331
690,17,031,140301,66001,4.10,2798,55
691,17,031,110200,74091,3.19,3055,57
692,17,031,420400,32771,2.96,1307,812
693,17,031,221500,57281,2.69,2610,107
694,17,031,460302,32257,4.52,3619,3359
695,17,031,680500,27526,3.62,1274,1190
696,17,031,831500,67181,3.73,3541,236
697,17,031,700402,82538,3.67,4192,2974
698,17,031,611000,26694,3.94,931,464
699,17,031,170900,66146,3.41,1729,73
700,17,031,810900,58128,2.97,6210,133
701,17,031,670500,32203,4.10,1072,886
702,17,031,611700,33435,3.54,1267,575
703,17,031,080100,185124,2.57,7078,277
704,17,031,031501,48502,2.70,3653,1231
705,17,031,351500,53569,3.09,447,214
706,17,031,540101,21767,3.82,3779,3602
707,17,031,611600,42363,4.47,1604,1118
708,17,031,250200,50598,4.21,2860,1625
709,17,031,060900,72292,2.80,6849,278
710,17,031,063200,98495,2.62,6942,288
711,17,031,420200,48437,3.79,1771,1337
712,17,031,291600,47115,3.07,859,153
713,17,031,240800,51472,3.98,1763,161
714,17,031,010503,44922,2.96,2080,198
715,17,031,030104,43349,2.28,3487,433
716,17,031,170100,54649,2.56,1865,98
717,17,031,550200,70437,3.65,2772,0
718,17,031,810400,102392,3.11,5396,1
719,17,031,063100,116814,2.67,2454,18
720,17,031,671200,36231,3.81,1064,1031
721,17,031,700200,60324,3.98,6785,930
722,17,031,351400,30163,3.46,1651,1491
723,17,031,700502,89564,3.44,3162,2816
724,17,031,460600,36770,3.74,948,676
725,17,031,540102,19694,3.54,3311,3134
726,17,031,490400,67212,3.37,929,906
727,17,031,430600,58722,3.38,1619,1477
728,17,031,380200,40878,2.91,1786,1590
729,17,031,836200,104138,3.05,1756,113
730,17,031,640100,59718,3.75,1342,61
731,17,031,838200,52015,3.13,1969,459
732,17,031,750200,88142,3.16,3050,1656
733,17,031,750400,102829,3.28,3150,1100
734,17,031,380700,39642,3.28,1186,944
