SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location
Vacant/Abandoned Building,17-01411883,03/15/2017,Front,,Open,FRONT,Vacant,false,false,5944,S,BISHOP,ST,60636,1167681.72008964,1865323.15782258,16,7,67,41.78599093017204,-87.66073811972332,"(41.78599093017204, -87.66073811972332)"
Vacant/Abandoned Building,17-01412210,03/15/2017,Front,,Open,,Vacant,false,true,6852,W,ARCHER,AVE,60638,1131552.95942433,1867303.96369595,23,8,56,41.79212581807543,-87.79316065090873,"(41.79212581807543, -87.79316065090873)"
Vacant/Abandoned Building,17-01413398,03/15/2017,Front,,Open,BACK DOOR,Vacant,false,false,5612,S,HERMITAGE,AVE,60636,1165635.16992858,1867477.56001065,15,7,67,41.79194656422845,-87.6681806716584,"(41.79194656422845, -87.6681806716584)"
Vacant/Abandoned Building,17-01413399,03/15/2017,,,,,,,,311,W,106TH,ST,60628,1176042.74057082,1834637.4714203,34,5,49,41.70160202122083,-87.63100092923148,"(41.70160202122083, -87.63100092923148)"
Vacant/Abandoned Building,17-01413740,03/15/2017,Front,,Open,REAR,Vacant,false,false,6612,S,HERMITAGE,AVE,60636,1165807.54739116,1860846.11712482,15,7,67,41.77374538219095,-87.66773681959864,"(41.77374538219095, -87.66773681959864)"
Vacant/Abandoned Building,17-01417924,03/15/2017,Front,,Boarded,,Vacant,false,true,4053,W,CRYSTAL,ST,60651,1149132.38772962,1908029.41868923,37,25,23,41.90356048806065,-87.72764540024984,"(41.90356048806065, -87.72764540024984)"
Vacant/Abandoned Building,17-01417959,03/15/2017,Front,,Open,FRONT,Vacant,false,true,6458,W,60TH,ST,60638,1134294.20001291,1864050.30088979,13,8,64,41.78314946607115,-87.78318506911779,"(41.78314946607115, -87.78318506911779)"
Vacant/Abandoned Building,17-01430713,03/16/2017,Front,,Open,,Vacant,false,false,6124,S,CARPENTER,ST,60621,1170362.96178977,1864200.53516848,16,7,68,41.78285234573424,-87.65094005535525,"(41.78285234573424, -87.65094005535525)"
Vacant/Abandoned Building,17-01426102,03/16/2017,Front,,Open,,Vacant,false,false,7130,S,YATES,BLVD,60649,1193448.38727,1858075.82532387,5,3,43,41.765511790604656,-87.56650321699354,"(41.765511790604656, -87.56650321699354)"
Vacant/Abandoned Building,17-01432487,03/16/2017,,,,,,,,1541,S,KARLOV,AVE,60623,1149303.65592461,1892121.46780968,24,10,29,41.859903982062086,-87.72742883819944,"(41.859903982062086, -87.72742883819944)"
Vacant/Abandoned Building,17-01436914,03/16/2017,Front,,Open,FRONT/REAR DOORS/WINDOWS,Vacant,false,false,717,S,CARPENTER,ST,60607,1169464.93886644,1896898.57670209,25,12,28,41.8725984698809,-87.6532835271277,"(41.8725984698809, -87.6532835271277)"
Vacant/Abandoned Building,17-01426391,03/16/2017,Front,,Open,FRONT,Vacant,false,false,7329,S,HONORE,ST,60636,1165288.12650365,1856077.98059799,17,7,67,41.760671985124645,-87.6697757573766,"(41.760671985124645, -87.6697757573766)"
Vacant/Abandoned Building,17-01430739,03/16/2017,Front,,Open,WIDE OPEN,Vacant,false,true,3502,W,HURON,ST,60624,1152901.88760492,1904445.20477024,27,11,23,41.893651191563805,-87.71389414585421,"(41.893651191563805, -87.71389414585421)"
Vacant/Abandoned Building,17-01425847,03/16/2017,,,,,,,,3124,W,WALTON,ST,60622,1155331.42796843,1906164.99540269,26,12,23,41.89832197844509,-87.70492497259865,"(41.89832197844509, -87.70492497259865)"
Vacant/Abandoned Building,17-01427949,03/16/2017,Front,,Open,REAR AND FRONT DOOR,Vacant,false,true,2828,S,PULASKI,RD,60623,1150170.37038955,1884890.50527972,22,10,30,41.84004448890378,-87.72443554794476,"(41.84004448890378, -87.72443554794476)"
Vacant/Abandoned Building,17-01430143,03/16/2017,,,,,,,,3954,W,ONTARIO,ST,60624,1149841.18770916,1903943.06988942,37,11,23,41.8923333663208,-87.72514820320838,"(41.8923333663208, -87.72514820320838)"
Vacant/Abandoned Building,17-01431039,03/16/2017,Front,,Open,FRONT AND REAR DOORS..,Vacant,false,true,159,W,74TH,ST,60621,1176477.64269161,1855915.8943945,6,7,69,41.75998302972125,-87.62877068156587,"(41.75998302972125, -87.62877068156587)"
Vacant/Abandoned Building,17-01432836,03/16/2017,Rear,,Open,BROKEN WINDOWS AND BACK DOOR OPEN,Vacant,false,true,13433,S,HOUSTON,AVE,60633,1198763.64138113,1816532.79787969,10,4,55,41.65138231563149,-87.54840950968043,"(41.65138231563149, -87.54840950968043)"
Vacant/Abandoned Building,17-01434392,03/16/2017,Front,,Boarded,,Vacant,false,false,4714,W,VAN BUREN,ST,60644,1145030.01007781,1897609.20361358,28,11,25,41.87504471040228,-87.742977852709,"(41.87504471040228, -87.742977852709)"
Vacant/Abandoned Building,17-01435823,03/16/2017,Rear,,Open,,Vacant,false,true,3554,S,PRAIRIE,AVE,60653,1178515.10081318,1881458.1122087,3,2,35,41.83002724318704,-87.620527227153,"(41.83002724318704, -87.620527227153)"
Vacant/Abandoned Building,17-01436385,03/16/2017,Front,,Open,"FRONT/REAR DOORS, WINDOWS",Vacant,false,true,12134,S,EGGLESTON,AVE,60628,1175484.50731855,1824425.19346983,34,5,53,41.673590444534426,-87.6333488432504,"(41.673590444534426, -87.6333488432504)"
Vacant/Abandoned Building,17-01437097,03/16/2017,Front,,Open,"FRONT, SIDE, REAR",Vacant,false,false,4317,W,LEXINGTON,ST,60624,1147721.05076602,1896365.65002761,24,11,26,41.8715810363598,-87.73312927781951,"(41.8715810363598, -87.73312927781951)"
Vacant/Abandoned Building,17-01452642,03/17/2017,Front,,Open,,Vacant,false,false,6746,S,LANGLEY,AVE,60637,1182053.95556946,1860434.0651308,20,3,42,41.77225419736973,-87.6081940466281,"(41.77225419736973, -87.6081940466281)"
Vacant/Abandoned Building,17-01450179,03/17/2017,Rear,,Open,,Vacant,false,false,7654,S,NORMAL,AVE,60620,1174288.21248011,1854163.18333441,17,6,69,41.75522230553736,-87.63684692549981,"(41.75522230553736, -87.63684692549981)"
Vacant/Abandoned Building,17-01458670,03/17/2017,Front,,Open,DOORS,Vacant,false,true,7836,S,RIDGELAND,AVE,60649,1189229.91929804,1853365.04619614,8,4,43,41.75268716121241,-87.5821157665351,"(41.75268716121241, -87.5821157665351)"
Vacant/Abandoned Building,17-01451748,03/17/2017,Front,,Open,,Vacant,false,true,9047,S,LOOMIS,ST,60620,1168583.42782259,1844757.35459231,21,22,73,41.72953622057628,-87.6580239337372,"(41.72953622057628, -87.6580239337372)"
Vacant/Abandoned Building,17-01445737,03/17/2017,,,,,,,,11613,S,CAMPBELL,AVE,60655,1161809.33760613,1827548.73889558,19,22,75,41.682455979018485,-87.68331522910931,"(41.682455979018485, -87.68331522910931)"
Vacant/Abandoned Building,17-01448361,03/17/2017,,,,,,,,7653,S,DOBSON,AVE,60619,1184548.20991399,1854475.9700058,8,6,69,41.75584654066215,-87.59923734865743,"(41.75584654066215, -87.59923734865743)"
Vacant/Abandoned Building,17-01449391,03/17/2017,Front,,Open,,Vacant,false,false,3607,W,64TH,ST,60629,1153378.01317992,1861930.18340384,23,8,65,41.77697517079777,-87.71327262059324,"(41.77697517079777, -87.71327262059324)"
Vacant/Abandoned Building,17-01450324,03/17/2017,,,,,,,,5933,S,INDIANA,AVE,60637,1178614.00362429,1865718.77932308,20,2,40,41.78683488698174,-87.62064323261511,"(41.78683488698174, -87.62064323261511)"
Vacant/Abandoned Building,17-01450556,03/17/2017,Front,,Open,FRONT AND REAR DORS..,Vacant,false,true,2871,E,77TH,ST,60649,1196768.03113034,1854826.39929177,7,4,43,41.75651328605194,-87.55444376456445,"(41.75651328605194, -87.55444376456445)"
Vacant/Abandoned Building,17-01451381,03/17/2017,,,,,,,,1345,E,61ST,ST,60637,1186153.094227,1864821.61753425,20,3,42,41.78419819057383,-87.59302954926409,"(41.78419819057383, -87.59302954926409)"
Vacant/Abandoned Building,17-01452115,03/17/2017,Front,,Open,,Vacant,false,true,2169,W,PERSHING,RD,60609,1162491.90886576,1878790.20778594,12,9,61,41.8230560024819,-87.67939088010093,"(41.8230560024819, -87.67939088010093)"
Vacant/Abandoned Building,17-01452226,03/17/2017,Front,,Open,,Vacant,false,true,2145,W,PERSHING,RD,60609,1162643.20886576,1878793.60778594,12,9,61,41.82306217107991,-87.67883572331225,"(41.82306217107991, -87.67883572331225)"
Vacant/Abandoned Building,17-01453961,03/17/2017,,,,,,,,9618,S,MERRION,AVE,60617,1192674.99997185,1841770.93997434,7,4,51,41.720788648956706,-87.56986809063382,"(41.720788648956706, -87.56986809063382)"
Vacant/Abandoned Building,17-01453965,03/17/2017,Front,,Open,FRONT AND REAR DOOR HAVE BEEN BROKEN..,Vacant,false,true,7229,S,ABERDEEN,ST,60621,1170233.4999907,1856870.40752165,6,7,68,41.762740395398474,-87.65162772415412,"(41.762740395398474, -87.65162772415412)"
Vacant/Abandoned Building,17-01474215,03/18/2017,Rear,,Open,REAR,Vacant,false,true,2948,W,WILCOX,ST,60612,1156754.18193432,1899212.04282363,27,11,27,41.879213710153714,-87.69988780690524,"(41.879213710153714, -87.69988780690524)"
Vacant/Abandoned Building,17-01474449,03/18/2017,Front,,Open,BASEMENT  AND FRONT DOOR,Vacant,false,true,10828,S,INDIANA,AVE,60628,1179500.66969675,1833208.40788182,9,5,49,41.69760239190202,-87.61838259968408,"(41.69760239190202, -87.61838259968408)"
Vacant/Abandoned Building,17-01481141,03/18/2017,Front,,Open,ALL ENTRIES,Vacant,false,true,4160,S,WENTWORTH,AVE,60609,1175623.08186621,1877306.96990735,3,9,37,41.81870150971542,-87.63126243420638,"(41.81870150971542, -87.63126243420638)"
Vacant/Abandoned Building,17-01495453,03/19/2017,Front,,Open,MULTIPLE ENTRIES,Vacant,false,true,7232,S,PAULINA,ST,60636,1166263.61718585,1856742.67607462,17,7,67,41.7624752957697,-87.66618163844379,"(41.7624752957697, -87.66618163844379)"
Vacant/Abandoned Building,17-01508804,03/19/2017,Front,,Open,FRONT,Vacant,false,false,7327,S,HONORE,ST,60636,1165287.72650365,1856091.38059799,17,7,67,41.76070876504969,-87.66977684456549,"(41.76070876504969, -87.66977684456549)"
Vacant/Abandoned Building,17-01492584,03/19/2017,Front,,Open,FRONT DOOR,Vacant,false,false,10154,S,DR MARTIN LUTHER KING JR,DR,60628,1180704.79737497,1837723.8675236,9,5,49,41.70996590296368,-87.61383564121071,"(41.70996590296368, -87.61383564121071)"
Vacant/Abandoned Building,17-01504127,03/19/2017,Front,,Open,FRONT DOOR AND WINDOWS,Vacant,false,true,12356,S,WENTWORTH,AVE,60628,1177173.43110459,1823006.78718667,9,5,53,41.669660299837986,-87.62720978805443,"(41.669660299837986, -87.62720978805443)"
Vacant/Abandoned Building,17-01504799,03/19/2017,Rear,,Boarded,UNKNOWN,Vacant,false,false,7808,S,CHAMPLAIN,AVE,60619,1181917.22797143,1853378.82122822,6,6,69,41.75289704866798,-87.60891304557265,"(41.75289704866798, -87.60891304557265)"
Vacant/Abandoned Building,17-01526944,03/20/2017,Front,,Open,,Vacant,false,false,4049,N,RICHMOND,ST,60618,1155994.21187877,1926771.00831215,33,17,16,41.95485311120806,-87.7019332946735,"(41.95485311120806, -87.7019332946735)"
Vacant/Abandoned Building,17-01524226,03/20/2017,Front,,Open,"PLEASE CHECK REAR, SIDES, AND FRONT OF BUILDING FOR WINDOWS/DOORS THAT HAVE BEEN BROKEN INTO.",Vacant,false,true,2330,S,KEDZIE,AVE,60623,1155391.22833074,1888338.2774114,12,10,30,41.849402418086015,-87.70518449916855,"(41.849402418086015, -87.70518449916855)"
Vacant/Abandoned Building,17-01511538,03/20/2017,Rear,,Open,,Vacant,false,true,7951,S,GREEN,ST,60620,1172017.37890704,1852127.18351287,17,6,71,41.749685406425094,-87.64522857978437,"(41.749685406425094, -87.64522857978437)"
Vacant/Abandoned Building,17-01520899,03/20/2017,Rear,,Boarded,,Vacant,false,false,7603,S,EGGLESTON,AVE,60620,1174610.66072856,1854514.73838806,17,6,69,41.75617984592394,-87.6356547951927,"(41.75617984592394, -87.6356547951927)"
Vacant/Abandoned Building,17-01524755,03/20/2017,Front,,Open,ALL OVER,Vacant,false,true,7636,S,EGGLESTON,AVE,60620,1174616.76072856,1854293.23838806,17,6,69,41.75557188725962,-87.63563902319775,"(41.75557188725962, -87.63563902319775)"
Vacant/Abandoned Building,17-01529363,03/20/2017,Front,,Open,FRONT AND BACK,Vacant,false,true,8718,S,CRANDON,AVE,,1193016.21028667,1847509.46042233,8,4,48,41.73652737493394,-87.56843155864387,"(41.73652737493394, -87.56843155864387)"
Vacant/Abandoned Building,17-01534396,03/20/2017,Front,,Open,DOOR OFF IN FRONT,Vacant,false,true,7831,S,MAY,ST,60620,1170010.6654232,1852869.53738696,17,6,71,41.75176632844868,-87.65256048798038,"(41.75176632844868, -87.65256048798038)"
Vacant/Abandoned Building,17-01529854,03/20/2017,Front,,Open,VACANT  BUILDING,Vacant,true,true,5219,S,LAFLIN,ST,60609,1167221.0023851,1870125.76812813,20,9,61,41.79917974293038,-87.66228989016147,"(41.79917974293038, -87.66228989016147)"
Vacant/Abandoned Building,17-01511671,03/20/2017,Front,,Open,,Vacant,false,false,9300,S,LAFAYETTE,AVE,60620,1177566.24009612,1843309.95997436,21,6,49,41.72536627766929,-87.62516119831344,"(41.72536627766929, -87.62516119831344)"
Vacant/Abandoned Building,17-01525548,03/20/2017,Garage,,Open,GARAGE,Vacant,false,true,9204,S,PEORIA,ST,60620,1171931.98988099,1843766.39440098,21,22,73,41.72674413933435,-87.64578624532193,"(41.72674413933435, -87.64578624532193)"
Vacant/Abandoned Building,17-01511589,03/20/2017,Front,,Open,,Vacant,false,true,3020,W,WASHINGTON,BLVD,60612,1156237.17421991,1900530.30018945,27,12,27,41.88284159341391,-87.70175055633464,"(41.88284159341391, -87.70175055633464)"
Vacant/Abandoned Building,17-01513937,03/20/2017,Rear,,Open,REAR,Vacant,false,true,7755,S,MARYLAND,AVE,60619,1183246.42818484,1853768.37121234,8,6,69,41.75393519928798,-87.60403000726215,"(41.75393519928798, -87.60403000726215)"
Vacant/Abandoned Building,17-01515109,03/20/2017,Front,,Open,FRONT AND REAR DOORS,Vacant,false,true,5435,S,JUSTINE,ST,60609,1166928.98147224,1868682.86187692,16,9,61,41.7952264892587,-87.66340204040289,"(41.7952264892587, -87.66340204040289)"
Vacant/Abandoned Building,17-01516737,03/20/2017,Rear,,Open,REAR,Vacant,false,true,10403,S,COTTAGE GROVE,AVE,60628,1182600.19051182,1836113.36998366,9,5,50,41.7055028227511,-87.60694422324983,"(41.7055028227511, -87.60694422324983)"
Vacant/Abandoned Building,17-01516806,03/20/2017,Rear,,Open,REAR,Vacant,false,true,10441,S,COTTAGE GROVE,AVE,60628,1182543.35528872,1835765.63017566,9,5,50,41.70454989527171,-87.60716308424105,"(41.70454989527171, -87.60716308424105)"
Vacant/Abandoned Building,17-01517245,03/20/2017,Front,,Open,FRONT,Vacant,false,true,8041,S,BURNHAM,AVE,60617,1196234.02170728,1852189.71702105,7,4,46,41.74929128520757,-87.55648801197916,"(41.74929128520757, -87.55648801197916)"
Vacant/Abandoned Building,17-01520268,03/20/2017,Rear,,Boarded,,Vacant,true,true,6920,S,ASHLAND,AVE,60636,1166873.68111811,1858827.70332473,17,7,67,41.768183882535936,-87.66388618397993,"(41.768183882535936, -87.66388618397993)"
Vacant/Abandoned Building,17-01522559,03/20/2017,Rear,,Open,,Vacant,false,true,5300,S,LOWE,AVE,60609,1172863.93841399,1869745.13419874,3,9,61,41.79801249561675,-87.64160717109932,"(41.79801249561675, -87.64160717109932)"
Vacant/Abandoned Building,17-01523263,03/20/2017,Front,,Open,FRONT,Vacant,false,false,32,E,117TH,ST,60628,1178534.10770992,1827385.23002497,9,5,53,41.681644709112945,-87.62209764198816,"(41.681644709112945, -87.62209764198816)"
Vacant/Abandoned Building,17-01523273,03/20/2017,Front,,Open,KNOWN ENTRY POINTS: WINDOWS ON UPPER FLOORS. THERE MAY BE OTHER ACCESSIBLE ENTRY POINTS WE DID NOT SEE FRONT THE FRONT OF THE HOUSE.,Vacant,false,true,2228,S,SACRAMENTO,AVE,60623,1156704.31048651,1889047.7935319,12,10,30,41.85132295217227,-87.70034611118888,"(41.85132295217227, -87.70034611118888)"
Vacant/Abandoned Building,17-01527870,03/20/2017,Rear,,Open,REAR,Vacant,false,true,7206,S,EUCLID,AVE,60649,1190289.87821366,1857548.71612952,5,3,43,41.764142046216996,-87.57809692123551,"(41.764142046216996, -87.57809692123551)"
Vacant/Abandoned Building,17-01528763,03/20/2017,,,,,,,,7255,S,YALE,AVE,60621,1175879.02082097,1856858.57250306,6,7,69,41.76258328114491,-87.63093641163955,"(41.76258328114491, -87.63093641163955)"
Vacant/Abandoned Building,17-01530179,03/20/2017,,,,,,,,4043,W,CARROLL,AVE,60624,1149376.0560222,1901929.31992998,28,11,26,41.88681645484486,-87.72690871883971,"(41.88681645484486, -87.72690871883971)"
Vacant/Abandoned Building,17-01530241,03/20/2017,Front,,Open,FRONT DOOR,Vacant,false,false,12920,S,WALLACE,ST,60628,1174670.34807546,1819179.12910997,9,5,53,41.65921248967295,-87.63648399132182,"(41.65921248967295, -87.63648399132182)"
Vacant/Abandoned Building,17-01530258,03/20/2017,,,,,,,,3411,W,FULTON,BLVD,60624,1153589.98617079,1901789.61637756,28,11,27,41.88635033414301,-87.71143766842395,"(41.88635033414301, -87.71143766842395)"
Vacant/Abandoned Building,17-01531485,03/20/2017,Front,,Open,,Vacant,false,false,820,N,MONTICELLO,AVE,60651,1151902.08082798,1905227.52840215,27,11,23,41.89581771432765,-87.71754549561707,"(41.89581771432765, -87.71754549561707)"
Vacant/Abandoned Building,17-01549265,03/21/2017,Front,,Open,,Vacant,false,false,8732,S,MACKINAW,AVE,60617,1199915.45867645,1847704.33183171,10,4,46,41.73689107246706,-87.54314901902406,"(41.73689107246706, -87.54314901902406)"
Vacant/Abandoned Building,17-01549274,03/21/2017,Front,,Open,,Vacant,false,false,8730,S,MACKINAW,AVE,60617,1199914.45867645,1847717.83183171,10,4,46,41.73692814264696,-87.54315222851554,"(41.73692814264696, -87.54315222851554)"
Vacant/Abandoned Building,17-01549287,03/21/2017,Front,,Open,,Vacant,false,false,8706,S,MACKINAW,AVE,60617,1199901.85867645,1847879.13183171,10,4,46,41.73737107904808,-87.54319296439752,"(41.73737107904808, -87.54319296439752)"
Vacant/Abandoned Building,17-01549321,03/21/2017,Front,,Open,,Vacant,false,false,8726,S,MACKINAW,AVE,60617,1199912.35867645,1847744.73183171,10,4,46,41.73700201111805,-87.54315901723294,"(41.73700201111805, -87.54315901723294)"
Vacant/Abandoned Building,17-01549329,03/21/2017,Front,,Boarded,,Vacant,false,false,8700,S,MACKINAW,AVE,60617,1199898.65867645,1847919.43183171,10,4,46,41.73748174579942,-87.54320333247075,"(41.73748174579942, -87.54320333247075)"
Vacant/Abandoned Building,17-01551921,03/21/2017,Front,,Open,,Vacant,true,false,4425,W,ADAMS,ST,60624,1146923.61041243,1898645.84048188,28,11,26,41.87785341399304,-87.73599876407445,"(41.87785341399304, -87.73599876407445)"
Vacant/Abandoned Building,17-01559228,03/21/2017,Front,,Boarded,,Vacant,true,false,7431,S,SANGAMON,ST,60621,1171259.86893219,1855610.9022665,17,7,68,41.75926177181313,-87.64790270365994,"(41.75926177181313, -87.64790270365994)"
Vacant/Abandoned Building,17-01555684,03/21/2017,Front,,Open,"FRONT/REAR DOORS, WINDOWS",Vacant,false,false,9211,S,NORMAL,AVE,60620,1174583.44252678,1843821.75092506,21,22,73,41.726837519404164,-87.63607205976162,"(41.726837519404164, -87.63607205976162)"
Vacant/Abandoned Building,17-01562750,03/21/2017,Front,,Open,"FRONT/REAR DOORS, WINDOWS",Vacant,false,true,9103,S,WENTWORTH,AVE,60620,1176546.68002401,1844593.91761428,21,6,49,41.7289125820679,-87.6288573720145,"(41.7289125820679, -87.6288573720145)"
Vacant/Abandoned Building,17-01562795,03/21/2017,Garage,,Open,FRONT/REAR/GARAGE DOORS,Vacant,true,false,9105,S,WENTWORTH,AVE,60620,1176547.08002401,1844580.41761428,21,6,49,41.72887552732323,-87.62885631147138,"(41.72887552732323, -87.62885631147138)"
Vacant/Abandoned Building,17-01561514,03/21/2017,Front,,Open,BACK GATE,Vacant,false,true,4559,S,MICHIGAN,AVE,60653,1177921.34778833,1874851.47249747,3,2,38,41.811911575720075,-87.62290611131313,"(41.811911575720075, -87.62290611131313)"
Vacant/Abandoned Building,17-01546533,03/21/2017,Front,,Open,REAR DOOR,Vacant,false,true,5530,S,MARSHFIELD,AVE,60636,1166286.35993178,1867941.954104,16,7,67,41.793207067515766,-87.66577964367413,"(41.793207067515766, -87.66577964367413)"
Vacant/Abandoned Building,17-01547548,03/21/2017,Rear,,Open,UNKNOWN,Vacant,false,true,842,N,SPRINGFIELD,AVE,60651,1150236.39769079,1905342.11988889,37,11,23,41.89616480790973,-87.72366024036552,"(41.89616480790973, -87.72366024036552)"
Vacant/Abandoned Building,17-01549686,03/21/2017,,,,,,,,10549,S,LAFAYETTE,AVE,60628,1177793.05987601,1834998.73251913,34,5,49,41.70255402398438,-87.62458095880447,"(41.70255402398438, -87.62458095880447)"
Vacant/Abandoned Building,17-01550206,03/21/2017,,,,,,,,5824,W,HENDERSON,ST,60634,1136955.06730321,1921680.38152089,36,16,15,41.94124750474248,-87.77204786885153,"(41.94124750474248, -87.77204786885153)"
Vacant/Abandoned Building,17-01550524,03/21/2017,Front,,Open,FRONT,Vacant,false,false,10559,S,LA SALLE,ST,60628,1177145.14669023,1834909.75918671,34,5,49,41.70232447629016,-87.62695610743114,"(41.70232447629016, -87.62695610743114)"
Vacant/Abandoned Building,17-01550756,03/21/2017,,,,,,,,8756,S,MORGAN,ST,60620,1171176.90307025,1846758.69982046,21,22,71,41.734971964078106,-87.64846499508819,"(41.734971964078106, -87.64846499508819)"
Vacant/Abandoned Building,17-01552512,03/21/2017,Front,,Open,ALL OVER,Vacant,false,true,1344,W,107TH,PL,60643,1169219.17008959,1833662.56629426,34,22,75,41.69907671245423,-87.65601475738276,"(41.69907671245423, -87.65601475738276)"
Vacant/Abandoned Building,17-01552528,03/21/2017,Front,,Open,ALL OVER,Vacant,false,true,1346,W,107TH,PL,60643,1169208.37008959,1833655.46629426,34,22,75,41.699057461978946,-87.65605450650587,"(41.699057461978946, -87.65605450650587)"
Vacant/Abandoned Building,17-01552552,03/21/2017,Front,,Open,ALL OVER,Vacant,false,true,1352,W,107TH,PL,60643,1169175.74553113,1833634.22982085,34,22,75,41.698999889641286,-87.65617457413475,"(41.698999889641286, -87.65617457413475)"
Vacant/Abandoned Building,17-01552559,03/21/2017,Front,,Open,ALL OVER,Vacant,false,true,1358,W,107TH,PL,60643,1169143.24553113,1833613.02982085,34,22,75,41.698942414577964,-87.6562941844251,"(41.698942414577964, -87.6562941844251)"
Vacant/Abandoned Building,17-01553999,03/21/2017,,,,,,,,5121,S,WOLCOTT,AVE,60609,1164550.78611512,1870720.93331191,16,9,61,41.8008697329402,-87.67206544438714,"(41.8008697329402, -87.67206544438714)"
Vacant/Abandoned Building,17-01554500,03/21/2017,Front,,Open,"FRONT/REAR DOORS, WINDOWS",Vacant,false,false,11436,S,NORMAL,AVE,60628,1175013.70568968,1829064.51327921,34,22,49,41.686331950894925,-87.63493437523505,"(41.686331950894925, -87.63493437523505)"
Vacant/Abandoned Building,17-01554502,03/21/2017,,,,,,,,12755,S,EMERALD,AVE,60628,1173651.62826949,1820192.93127712,34,5,53,41.6620170755436,-87.64018193164107,"(41.6620170755436, -87.64018193164107)"
Vacant/Abandoned Building,17-01554503,03/21/2017,,,,,,,,11927,S,PRAIRIE,AVE,60628,1180053.91320724,1825930.92499237,9,5,53,41.67761931902137,-87.61657863842898,"(41.67761931902137, -87.61657863842898)"
Vacant/Abandoned Building,17-01554540,03/21/2017,Front,,Open,"FRONT/REAR DOORS, WINDOWS",Vacant,false,false,11432,S,NORMAL,AVE,60628,1175012.80568968,1829091.31327921,34,22,49,41.686405514254936,-87.63493687459182,"(41.686405514254936, -87.63493687459182)"
Vacant/Abandoned Building,17-01554638,03/21/2017,,,,,,,,10742,S,LANGLEY,AVE,60628,1182821.5307266,1833815.97996655,9,5,50,41.69919336066861,-87.60620473395127,"(41.69919336066861, -87.60620473395127)"
Vacant/Abandoned Building,17-01556700,03/21/2017,Front,,Open,,Vacant,false,false,4014,N,MOZART,ST,60618,1156665.51810826,1926546.64840253,33,17,16,41.95422385518205,-87.69947155197438,"(41.95422385518205, -87.69947155197438)"
Vacant/Abandoned Building,17-01560087,03/21/2017,Front,,Open,,Vacant,false,false,9720,S,CARPENTER,ST,60643,1171035.75540586,1840179.00978277,34,22,73,41.716919430588206,-87.64917368452157,"(41.716919430588206, -87.64917368452157)"
Vacant/Abandoned Building,17-01561370,03/21/2017,Front,,Open,,Vacant,false,true,4561,S,MICHIGAN,AVE,60653,1177921.74778833,1874836.67249747,3,2,38,41.811870954156284,-87.62290509290987,"(41.811870954156284, -87.62290509290987)"
Vacant/Abandoned Building,17-01572325,03/22/2017,Front,,Boarded,,Vacant,true,false,2935,W,ADAMS,ST,60612,1156852.11088319,1898880.83956822,27,11,27,41.87830287193763,-87.69953720798547,"(41.87830287193763, -87.69953720798547)"
Vacant/Abandoned Building,17-01573435,03/22/2017,Rear,,Open,REAR,Vacant,false,false,9200,S,MANISTEE,AVE,60617,1196234.79100547,1844497.40642191,7,4,48,41.72818294343704,-87.55673955326382,"(41.72818294343704, -87.55673955326382)"
Vacant/Abandoned Building,17-01574852,03/22/2017,Front,,Boarded,THIS PROPERTY IS TERRIBLE .. DIRTY AND FILLED WITH DEBRIS.. NEEDS TO BE MAINTAINED,Vacant,false,false,4339,W,CORTEZ,ST,60651,1147222.01012833,1906643.26007043,37,11,23,41.89979352179659,-87.73469824383686,"(41.89979352179659, -87.73469824383686)"
Vacant/Abandoned Building,17-01575416,03/22/2017,Garage,,Open,,Vacant,false,false,4400,S,NORMAL,AVE,60609,1173698.259868,1875753.10177842,11,9,61,41.81448048930941,-87.63836942932697,"(41.81448048930941, -87.63836942932697)"
Vacant/Abandoned Building,17-01576828,03/22/2017,Front,,Open,,Vacant,false,true,29,W,114TH,ST,60628,1178074.82237807,1829369.15151962,34,5,49,41.687099276980604,-87.6237190527276,"(41.687099276980604, -87.6237190527276)"
Vacant/Abandoned Building,17-01576902,03/22/2017,Front,,Open,FRONT WINDOWS\BACK BASEMENT,Vacant,false,true,250,W,108TH,PL,60628,1176871.44939826,1832997.46029058,34,5,49,41.69708300886954,-87.62801565159904,"(41.69708300886954, -87.62801565159904)"
Vacant/Abandoned Building,17-01578146,03/22/2017,Front,,Open,BACK DOOR IS WIDE OPEN.,Vacant,false,false,8300,S,BUFFALO,AVE,60617,1199583.67877577,1850566.11066613,10,4,46,41.744752351985355,-87.54426839311408,"(41.744752351985355, -87.54426839311408)"
