SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location
Vacant/Abandoned Building,17-00630938,02/03/2017,,,,,,,,214,W,111TH,PL,60628,1176830.21662654,1831005.02832207,34,5,49,41.69161640990511,-87.62822634041736,"(41.69161640990511, -87.62822634041736)"
Vacant/Abandoned Building,17-00632705,02/03/2017,Rear,,Open,BOARD HAS BEEN REMOVED FROM FRONT DOOR,Vacant,true,true,12250,S,GREEN,ST,60643,1172867.37952799,1823947.85440721,34,5,53,41.67233848839814,-87.64294176027482,"(41.67233848839814, -87.64294176027482)"
Vacant/Abandoned Building,17-00643596,02/04/2017,Front,,Open,,Vacant,false,false,6351,S,HERMITAGE,AVE,60636,1165760.87763097,1862569.46887613,15,7,67,41.77847547484694,-87.66785901494084,"(41.77847547484694, -87.66785901494084)"
Vacant/Abandoned Building,17-00643595,02/04/2017,Front,,Open,REAR DOOR IS OPEN AND THE BASEMENT,Vacant,false,false,6010,S,LOOMIS,BLVD,60636,1168025.13870917,1864897.12728925,16,7,67,41.7848144719913,-87.65949122085343,"(41.7848144719913, -87.65949122085343)"
Vacant/Abandoned Building,17-00645878,02/04/2017,Front,,Open,FRONT DOOR AND WINDOWS,Vacant,false,false,5600,S,ASHLAND,AVE,60636,1166627.57539103,1867580.13740949,16,7,67,41.79220692138674,-87.66453876066657,"(41.79220692138674, -87.66453876066657)"
Vacant/Abandoned Building,17-00645677,02/04/2017,Front,,Open,,Vacant,false,false,108,N,MENARD,AVE,60644,1137699.02220202,1900215.40458988,29,15,25,41.88233168565467,-87.76983181792826,"(41.88233168565467, -87.76983181792826)"
Vacant/Abandoned Building,17-00645480,02/04/2017,Rear,,Open,,Vacant,false,false,207,N,PARKSIDE,AVE,60644,1138559.59769365,1900943.38941502,29,15,25,41.88431382106909,-87.76665407586069,"(41.88431382106909, -87.76665407586069)"
Vacant/Abandoned Building,17-00644906,02/04/2017,Front,,Open,FRONT GATE OPEN AND SIDE WINDOWS MISSING,Vacant,false,false,956,N,PULASKI,RD,60651,1149547.68631354,1906089.86359139,37,11,23,41.898230095585426,-87.72617032528629,"(41.898230095585426, -87.72617032528629)"
Vacant/Abandoned Building,17-00647270,02/04/2017,Rear,,Open,REAR DOOR,Vacant,false,false,629,N,LOCKWOOD,AVE,60644,1140916.82182894,1903652.44451675,37,15,25,41.89170476244014,-87.75793122883162,"(41.89170476244014, -87.75793122883162)"
Vacant/Abandoned Building,17-00662822,02/05/2017,Front,,Open,FRONT,Vacant,false,false,7735,S,ABERDEEN,ST,60620,1170324.11340795,1853515.20206963,17,6,71,41.75353130607151,-87.65139309312222,"(41.75353130607151, -87.65139309312222)"
Vacant/Abandoned Building,17-00653401,02/05/2017,Rear,,Boarded,,Vacant,false,false,5755,S,UNION,AVE,60621,1172616.61840967,1866713.00922323,20,7,68,41.78969747699435,-87.64260347481394,"(41.78969747699435, -87.64260347481394)"
Vacant/Abandoned Building,17-00653472,02/05/2017,Rear,,Boarded,,Vacant,true,false,5757,S,UNION,AVE,60621,1172617.01840967,1866699.60922323,20,7,68,41.78966069711036,-87.64260240288704,"(41.78966069711036, -87.64260240288704)"
Vacant/Abandoned Building,17-00657650,02/05/2017,Front,,Open,VARIOUS,Vacant,false,false,7538,S,MARSHFIELD,AVE,60620,1166652.62002059,1854667.71161043,17,6,71,41.756773022331636,-87.66481498371596,"(41.756773022331636, -87.66481498371596)"
Vacant/Abandoned Building,17-00665633,02/06/2017,Front,,Open,,Vacant,false,false,3123,W,AUGUSTA,BLVD,60622,1155326.63391524,1906489.18428685,26,12,23,41.89921167876261,-87.70493385919565,"(41.89921167876261, -87.70493385919565)"
Vacant/Abandoned Building,17-00666251,02/06/2017,Front,,Open,,Vacant,false,false,7718,S,ESSEX,AVE,60649,1194200.76770487,1854274.33200882,7,4,43,41.75506176755728,-87.56387019054675,"(41.75506176755728, -87.56387019054675)"
Vacant/Abandoned Building,17-00677951,02/06/2017,Front,,Open,,Vacant,false,false,6527,S,CARPENTER,ST,60621,1170435.76743261,1861531.44791438,6,7,68,41.775526466716336,-87.65075080419476,"(41.775526466716336, -87.65075080419476)"
Vacant/Abandoned Building,17-00680628,02/06/2017,,,Open,,Vacant,true,true,2993,S,LYMAN,ST,60608,1168913.65998786,1884964.47106751,11,9,60,41.83986223893097,-87.65565332546646,"(41.83986223893097, -87.65565332546646)"
Vacant/Abandoned Building,17-00680371,02/06/2017,Front,,Open,VARIOUS,Vacant,false,false,5616,S,HERMITAGE,AVE,60636,1165635.96992858,1867450.76001065,15,7,67,41.79187300475215,-87.66817849851442,"(41.79187300475215, -87.66817849851442)"
Vacant/Abandoned Building,17-00671954,02/06/2017,Front,,Open,FRONT,Vacant,true,false,5940,S,LA SALLE,ST,60621,1176318.40763306,1865601.66532397,20,2,68,41.78656542203975,-87.62906357936996,"(41.78656542203975, -87.62906357936996)"
Vacant/Abandoned Building,17-00674661,02/06/2017,Garage,,Open,,Vacant,false,false,5815,S,SACRAMENTO,AVE,60629,1157373.92631339,1865929.28203281,16,8,63,41.78786927506042,-87.69851533974088,"(41.78786927506042, -87.69851533974088)"
Vacant/Abandoned Building,17-00675009,02/06/2017,Rear,,Open,SIDE DOOR,Vacant,false,false,6339,S,ELIZABETH,ST,60636,1169072.82267556,1862741.36681711,16,7,67,41.77887620996876,-87.65571225821023,"(41.77887620996876, -87.65571225821023)"
Vacant/Abandoned Building,17-00671377,02/06/2017,Front,,Open,FRONT,Vacant,false,false,2133,W,75TH,PL,60620,1163336.01279729,1854686.68250975,18,6,71,41.75689516207032,-87.67696927472727,"(41.75689516207032, -87.67696927472727)"
Vacant/Abandoned Building,17-00670353,02/06/2017,Front,,Boarded,,Vacant,false,false,849,W,50TH,PL,60609,1171497.67432014,1871361.66043363,20,9,61,41.80247847646533,-87.64657012109924,"(41.80247847646533, -87.64657012109924)"
Vacant/Abandoned Building,17-00672245,02/06/2017,Front,,Open,FRONT,Vacant,false,false,8305,S,BLACKSTONE,AVE,60619,1187648.48007961,1850193.66670599,8,4,45,41.744022335660596,-87.58801167486234,"(41.744022335660596, -87.58801167486234)"
Vacant/Abandoned Building,17-00672970,02/06/2017,,,,,,,,3113,E,CHELTENHAM,PL,60649,1198118.95891564,1853758.62687878,7,4,46,41.75354957584633,-87.5495286405041,"(41.75354957584633, -87.5495286405041)"
Vacant/Abandoned Building,17-00674572,02/06/2017,Front,,Open,ALL AROUND,Vacant,true,true,13039,S,BALTIMORE,AVE,60633,1199088.92817413,1819107.25282447,10,4,55,41.65843878210692,-87.54713345500964,"(41.65843878210692, -87.54713345500964)"
Vacant/Abandoned Building,17-00693251,02/07/2017,,,,,,,,10655,S,AVENUE L,,60617,1201851.07408073,1834909.38023192,10,4,52,41.70173175557447,-87.53649157749683,"(41.70173175557447, -87.53649157749683)"
Vacant/Abandoned Building,17-00693034,02/07/2017,,,,,,,,5530,S,BLACKSTONE,AVE,60637,1186859.02990521,1868588.7649151,5,2,41,41.79451882958865,-87.59032199047985,"(41.79451882958865, -87.59032199047985)"
Vacant/Abandoned Building,17-00692702,02/07/2017,Rear,,Open,,Vacant,true,false,10722,S,VERNON,AVE,60628,1181147.1797,1833893.4991,9,5,49,41.69944471090034,-87.61233302157046,"(41.69944471090034, -87.61233302157046)"
Vacant/Abandoned Building,17-00687630,02/07/2017,Front,,Open,REAR DOORS,Vacant,false,true,8400,S,ESCANABA,AVE,60617,1196946.00003234,1849832.89009641,10,4,46,41.74280630443615,-87.55395732244702,"(41.74280630443615, -87.55395732244702)"
Vacant/Abandoned Building,17-00693081,02/07/2017,,,,,,,,649,E,MARQUETTE,RD,60637,1181784.24553164,1861396.77838532,20,3,42,41.774902212204964,-87.60915299750653,"(41.774902212204964, -87.60915299750653)"
Vacant/Abandoned Building,17-00693207,02/07/2017,,,,,,,,6200,S,WESTERN,AVE,60636,1161435.54662257,1863476.54837011,16,8,66,41.78105538368163,-87.68369088219019,"(41.78105538368163, -87.68369088219019)"
Vacant/Abandoned Building,17-00689115,02/07/2017,Rear,,Open,ALL AROUND,Vacant,false,true,6518,S,PAULINA,ST,60636,1166118.05052713,1861476.77401113,15,7,67,41.77546938673694,-87.66658065437086,"(41.77546938673694, -87.66658065437086)"
Vacant/Abandoned Building,17-00688885,02/07/2017,Front,,Open,,Vacant,false,true,9132,S,LA SALLE,ST,60620,1176903.72489673,1844340.96409622,21,6,49,41.72821041849663,-87.62755703682168,"(41.72821041849663, -87.62755703682168)"
Vacant/Abandoned Building,17-00688713,02/07/2017,Rear,,Open,,Vacant,false,true,4910,S,PAULINA,ST,60609,1165840.19449633,1872113.64182006,20,9,61,41.80466417037069,-87.66729716283467,"(41.80466417037069, -87.66729716283467)"
Vacant/Abandoned Building,17-00689861,02/07/2017,Front,,Open,FRONT WINDOW IS MISSING -BOARDS WAS REMOVED,Vacant,false,true,6317,S,HAMILTON,AVE,60636,1163114.92997421,1862724.73182259,16,7,67,41.778957316957175,-87.67755490945179,"(41.778957316957175, -87.67755490945179)"
Vacant/Abandoned Building,17-00695979,02/07/2017,Front,,Open,REAR OF PROP.,Vacant,false,true,6501,S,JUSTINE,ST,60636,1167123.71787888,1861616.8018298,16,7,67,41.77583218572478,-87.66288998362893,"(41.77583218572478, -87.66288998362893)"
Vacant/Abandoned Building,17-00695991,02/07/2017,Front,,Boarded,NONE,Vacant,false,false,6511,S,JUSTINE,ST,60636,1167125.61787888,1861549.7018298,16,7,67,41.7756480141153,-87.66288493610436,"(41.7756480141153, -87.66288493610436)"
Vacant/Abandoned Building,17-00696019,02/07/2017,Front,,Open,BOARDS ON WINDOWS AND DOORS NEED TO BE CHECKED,Vacant,false,false,6523,S,JUSTINE,ST,60636,1167127.91787888,1861469.3018298,16,7,67,41.775427337043595,-87.66287880235653,"(41.775427337043595, -87.66287880235653)"
Vacant/Abandoned Building,17-00696036,02/07/2017,Front,,Open,WINDOWS AND FRONT BSMNT DOOR,Vacant,false,true,6658,S,JUSTINE,ST,60636,1167152.01433113,1860571.77591112,16,7,67,41.77296389523298,-87.66281612029806,"(41.77296389523298, -87.66281612029806)"
Vacant/Abandoned Building,17-00696063,02/07/2017,Rear,,Boarded,COACH HOUSE,Vacant,false,false,6538,S,JUSTINE,ST,60636,1167130.81787888,1861368.7018298,16,7,67,41.77515121574441,-87.6628710464281,"(41.77515121574441, -87.6628710464281)"
Vacant/Abandoned Building,17-00693078,02/07/2017,,,,,,,,5741,S,SEELEY,AVE,60636,1163675.05081509,1866572.01973,15,7,67,41.78950303726863,-87.67539352333957,"(41.78950303726863, -87.67539352333957)"
Vacant/Abandoned Building,17-00693125,02/07/2017,,,,,,,,2945,W,85TH,ST,60652,1158126.85101424,1848047.13003232,18,8,70,41.73878264896829,-87.6962402661336,"(41.73878264896829, -87.6962402661336)"
Vacant/Abandoned Building,17-00694113,02/07/2017,Front,,Open,,Vacant,false,false,6017,S,PAULINA,ST,60636,1166040.68832443,1864798.62761822,15,7,67,41.78458662295267,-87.66676986063669,"(41.78458662295267, -87.66676986063669)"
Vacant/Abandoned Building,17-00692027,02/07/2017,,,,,,,,5808,S,LOOMIS,BLVD,60636,1167989.56187759,1866194.79573216,16,7,67,41.788376195656035,-87.65958437764887,"(41.788376195656035, -87.65958437764887)"
Vacant/Abandoned Building,17-00692778,02/07/2017,Front,,Open,FRONT DOOR,Vacant,true,true,5326,S,JUSTINE,ST,60609,1166908.85788658,1869406.48027545,16,9,61,41.79721261393052,-87.66345515612363,"(41.79721261393052, -87.66345515612363)"
Vacant/Abandoned Building,17-00692963,02/07/2017,,,,,,,,234,W,ROOT,ST,60609,1175266.31010301,1877453.35652116,3,9,37,41.81911119946832,-87.63256681237259,"(41.81911119946832, -87.63256681237259)"
Vacant/Abandoned Building,17-00700685,02/07/2017,Front,,Open,,Vacant,false,true,7004,S,WOLCOTT,AVE,60636,1164897.1854912,1858226.05138153,17,7,67,41.76657485416232,-87.6711479715915,"(41.76657485416232, -87.6711479715915)"
Vacant/Abandoned Building,17-00692928,02/07/2017,,,,,,,,7832,S,WINCHESTER,AVE,60620,1164719.21307383,1852723.80197349,17,6,71,41.75147966605462,-87.67195536361677,"(41.75147966605462, -87.67195536361677)"
Vacant/Abandoned Building,17-00698960,02/07/2017,Front,,Open,FRONT,Vacant,true,true,3841,W,MONROE,ST,60624,1150801.6833299,1899386.34023399,28,11,26,41.879810479449255,-87.72173994874296,"(41.879810479449255, -87.72173994874296)"
Vacant/Abandoned Building,17-00692799,02/07/2017,Front,,Open,FRONT AND SIDE,Vacant,false,true,5231,S,EMERALD,AVE,60609,1172191.08200902,1870177.76280452,20,9,61,41.79921450583577,-87.64406192269188,"(41.79921450583577, -87.64406192269188)"
Vacant/Abandoned Building,17-00691341,02/07/2017,Front,,Open,FRONT AND BACK,Vacant,true,false,7425,S,KENWOOD,AVE,60619,1186495.38227614,1856034.26201653,8,3,43,41.76007682553141,-87.59205229679945,"(41.76007682553141, -87.59205229679945)"
Vacant/Abandoned Building,17-00691272,02/07/2017,Front,,Open,FRONT AND BACK,Vacant,,,7435,S,KENWOOD,AVE,,1186497.38227614,1855967.16201653,8,3,43,41.75989264958036,-87.59204708602742,"(41.75989264958036, -87.59204708602742)"
Vacant/Abandoned Building,17-00686999,02/07/2017,Front,,Boarded,,Vacant,false,false,553,N,LAWLER,AVE,60644,1142599.38010123,1903189.76552053,37,15,25,41.89040398761879,-87.75176339225398,"(41.89040398761879, -87.75176339225398)"
Vacant/Abandoned Building,17-00689354,02/07/2017,Front,,Open,FRONT,Vacant,false,false,125,W,110TH,ST,60628,1177387.38372385,1832012.82077874,34,5,49,41.69436940601477,-87.62615620455442,"(41.69436940601477, -87.62615620455442)"
Vacant/Abandoned Building,17-00691026,02/07/2017,Rear,,Open,,Vacant,false,true,912,N,KEDVALE,AVE,60651,1148550.89606718,1905766.86099153,37,11,23,41.89736304203416,-87.72983983277555,"(41.89736304203416, -87.72983983277555)"
Vacant/Abandoned Building,17-00693126,02/07/2017,,,,,,,,12015,S,STATE,ST,60628,1178416.97539484,1825239.74369693,9,5,53,41.67575982382582,-87.62259119315517,"(41.67575982382582, -87.62259119315517)"
Vacant/Abandoned Building,17-00693128,02/07/2017,,,,,,,,8104,S,EXCHANGE,AVE,60617,1197236.64243131,1851785.39709561,7,4,46,41.7481569021944,-87.55282753433438,"(41.7481569021944, -87.55282753433438)"
Vacant/Abandoned Building,17-00693169,02/07/2017,,,,,,,,10058,S,OGLESBY,AVE,60617,1193817.7142942,1838741.2100327,7,4,51,41.712446890056675,-87.5657815949693,"(41.712446890056675, -87.5657815949693)"
Vacant/Abandoned Building,17-00693248,02/07/2017,,,,,,,,9805,S,VANDERPOEL,AVE,60643,1166547.24087398,1839658.2933962,19,22,72,41.71558720420608,-87.66562793612366,"(41.71558720420608, -87.66562793612366)"
Vacant/Abandoned Building,17-00696741,02/07/2017,Front,,Open,REAR WINDOWS AND SECOND FLOOR WINDOWS,Vacant,false,false,5118,W,WINNEMAC,AVE,60630,1141340.71470572,1933098.99999412,45,16,11,41.97250128262949,-87.75564577074344,"(41.97250128262949, -87.75564577074344)"
Vacant/Abandoned Building,17-00703456,02/08/2017,Front,,Open,,Vacant,false,false,4908,N,MILWAUKEE,AVE,60630,1139469.24733145,1932150.07017613,45,16,11,41.96993176097255,-87.76255084680108,"(41.96993176097255, -87.76255084680108)"
Vacant/Abandoned Building,17-00704671,02/08/2017,Front,,Open,,Vacant,false,false,7431,S,KENWOOD,AVE,60619,1186496.58227614,1855994.06201653,8,3,43,41.759966484607084,-87.59204916843866,"(41.759966484607084, -87.59204916843866)"
Vacant/Abandoned Building,17-00707226,02/08/2017,Front,,Open,,Vacant,false,false,11535,S,VINCENNES,AVE,60643,1165994.49709417,1828236.52883253,34,22,75,41.68425572359571,-87.66797552688287,"(41.68425572359571, -87.66797552688287)"
Vacant/Abandoned Building,17-00710210,02/08/2017,Rear,,Boarded,,Vacant,false,false,9334,S,CRANDON,AVE,60617,1193136.13990163,1843521.99207123,7,4,48,41.7255824691991,-87.5681220596022,"(41.7255824691991, -87.5681220596022)"
Vacant/Abandoned Building,17-00706169,02/08/2017,,,,,,,,1313,E,75TH,ST,60619,1186317.79271973,1855533.2278059,5,4,43,41.75870613810208,-87.59271896460457,"(41.75870613810208, -87.59271896460457)"
Vacant/Abandoned Building,17-00706366,02/08/2017,,,,,,,,8548,S,EXCHANGE,AVE,60617,1197296.74421719,1848857.82217837,10,4,46,41.74012191861121,-87.55270462355026,"(41.74012191861121, -87.55270462355026)"
Vacant/Abandoned Building,17-00710492,02/08/2017,Front,,Boarded,NO,Vacant,false,true,9526,S,WENTWORTH,AVE,60628,1176625.61892167,1841777.40410672,21,5,49,41.721181923555115,-87.62865266169574,"(41.721181923555115, -87.62865266169574)"
Vacant/Abandoned Building,17-00711032,02/08/2017,Front,,Boarded,,Vacant,false,false,9528,S,WENTWORTH,AVE,60628,1176625.91892167,1841764.00410672,21,5,49,41.72114514542043,-87.62865196461566,"(41.72114514542043, -87.62865196461566)"
Vacant/Abandoned Building,17-00712741,02/08/2017,Front,,Boarded,,Vacant,false,false,9516,S,WENTWORTH,AVE,60628,1176623.81892167,1841844.40410672,21,5,49,41.72136582096372,-87.6286572459405,"(41.72136582096372, -87.6286572459405)"
Vacant/Abandoned Building,17-00708371,02/08/2017,,,,,,,,4948,S,LAFLIN,ST,60609,1167174.23600225,1871826.06989153,20,9,61,41.803846568204264,-87.66241272306219,"(41.803846568204264, -87.66241272306219)"
Vacant/Abandoned Building,17-00706014,02/08/2017,,,,,,,,935,E,50TH,ST,60615,1183369.99969562,1872056.20998628,4,2,39,41.80411581895213,-87.60300798137939,"(41.80411581895213, -87.60300798137939)"
Vacant/Abandoned Building,17-00708107,02/08/2017,Front,,Open,FRONT AND REAR,Vacant,false,false,5700,S,JUSTINE,ST,60636,1166982.91007395,1866870.30998098,16,7,67,41.79025147655556,-87.66325608988369,"(41.79025147655556, -87.66325608988369)"
Vacant/Abandoned Building,17-00709031,02/08/2017,Front,,Open,FRONT DOOR MISSING AND IT'S WIDE OPEN,Vacant,false,true,2735,W,FLOURNOY,ST,60612,1158240.40962602,1896921.42062616,28,11,27,41.87289779035958,-87.69449321947255,"(41.87289779035958, -87.69449321947255)"
Vacant/Abandoned Building,17-00702489,02/08/2017,Front,,Open,,Vacant,false,false,5017,S,MAY,ST,60609,1169502.1399672,1871526.90192869,20,9,61,41.802975437117524,-87.6538837988888,"(41.802975437117524, -87.6538837988888)"
Vacant/Abandoned Building,17-00706208,02/08/2017,Rear,,Open,THERE IS A LARGE HOLE IN THE BACK OF THE BUILDING,Vacant,false,false,7748,S,MERRILL,AVE,60649,1191880.2133058,1854014.15919073,8,4,43,41.754404470379384,-87.5723826577553,"(41.754404470379384, -87.5723826577553)"
Vacant/Abandoned Building,17-00707779,02/08/2017,Rear,,Open,BACK WINDOW,Vacant,false,false,11356,S,CARPENTER,ST,60643,1171358.23132929,1829397.19206712,34,22,75,41.68732541882889,-87.64830670223172,"(41.68732541882889, -87.64830670223172)"
Vacant/Abandoned Building,17-00708134,02/08/2017,,,,,,,,3520,W,BELDEN,AVE,60647,1152883.2057892,1915072.41621935,35,14,22,41.92281360331314,-87.7136808017195,"(41.92281360331314, -87.7136808017195)"
Vacant/Abandoned Building,17-00710234,02/08/2017,Front,,Open,,Vacant,false,false,3909,N,NEW ENGLAND,AVE,60634,1129698.97609499,1925208.49138534,38,16,17,41.95105631970514,-87.79863644463039,"(41.95105631970514, -87.79863644463039)"
Vacant/Abandoned Building,17-00726033,02/09/2017,Front,,Open,REAR,Vacant,false,false,1215,W,111TH,ST,60643,1170205.07317041,1831176.97740926,34,22,75,41.69223452557153,-87.65247677241265,"(41.69223452557153, -87.65247677241265)"
Vacant/Abandoned Building,17-00722782,02/09/2017,Front,,Open,2ND FL REAR DOOR,Vacant,false,false,5735,S,EMERALD,AVE,60621,1172281.31902449,1866836.61830265,20,7,68,41.790044059543874,-87.64382927808096,"(41.790044059543874, -87.64382927808096)"
Vacant/Abandoned Building,17-00722688,02/09/2017,Rear,,Open,,Vacant,false,false,4457,S,ARCHER,AVE,60632,1154954.3594784,1874817.11060769,14,8,58,41.81230740240843,-87.70714959302055,"(41.81230740240843, -87.70714959302055)"
Vacant/Abandoned Building,17-00734615,02/09/2017,Front,,Boarded,,Vacant,false,true,2010,W,71ST,ST,60636,1164144.58723398,1857574.9560047,17,7,67,41.76480402460895,-87.67392483589005,"(41.76480402460895, -87.67392483589005)"
Vacant/Abandoned Building,17-00722198,02/09/2017,Front,,Open,,Vacant,false,false,1413,W,79TH,ST,60620,1168230.74346999,1852364.40309675,17,6,71,41.75041863272959,-87.6590975871911,"(41.75041863272959, -87.6590975871911)"
Vacant/Abandoned Building,17-00733479,02/09/2017,Front,,Open,YES,Vacant,false,false,4028,W,VAN BUREN,ST,60624,1149604.75708053,1897719.38108957,28,11,26,41.87525947742932,-87.7261782348579,"(41.87525947742932, -87.7261782348579)"
Vacant/Abandoned Building,17-00724860,02/09/2017,Front,,Open,,Vacant,true,false,5351,S,CARPENTER,ST,60609,1170222.45718816,1869326.86777639,20,9,61,41.79692264705754,-87.65130609034979,"(41.79692264705754, -87.65130609034979)"
Vacant/Abandoned Building,17-00723795,02/09/2017,,,,,,,,10412,S,EMERALD,AVE,60628,1173150.69391579,1835807.22710711,34,22,49,41.70487623884173,-87.64155625836638,"(41.70487623884173, -87.64155625836638)"
Vacant/Abandoned Building,17-00724635,02/09/2017,,,,,,,,226,W,105TH,ST,60628,1176619.21293404,1835315.6539219,34,5,49,41.70345013097522,-87.62886976565115,"(41.70345013097522, -87.62886976565115)"
Vacant/Abandoned Building,17-00740069,02/10/2017,Front,,Open,,Vacant,false,false,8238,S,EAST END,AVE,60617,1189029.09031025,1850693.14910217,8,4,45,41.74536003714703,-87.5829371033159,"(41.74536003714703, -87.5829371033159)"
Vacant/Abandoned Building,17-00738480,02/10/2017,Rear,,Open,NONE,Vacant,false,false,7335,S,MERRILL,AVE,60649,1191823.84821577,1856749.82789905,5,3,43,41.76191273714225,-87.57250054965611,"(41.76191273714225, -87.57250054965611)"
Vacant/Abandoned Building,17-00740278,02/10/2017,Front,,Open,MAY BE OPEN IN THE REAR,Vacant,true,false,5517,W,RICE,ST,60651,1139278.59162187,1905124.93137744,37,15,25,41.895775437297175,-87.76391190334799,"(41.895775437297175, -87.76391190334799)"
Vacant/Abandoned Building,17-00743542,02/10/2017,,,,,,,,5727,S,PEORIA,ST,60621,1171285.35496619,1866861.79470977,16,7,68,41.790135007214445,-87.64748045292832,"(41.790135007214445, -87.64748045292832)"
Vacant/Abandoned Building,17-00741039,02/10/2017,,,,,,,,4229,W,WILCOX,ST,60624,1148219.82052565,1899000.5815713,28,11,26,41.87880201030607,-87.73123021879502,"(41.87880201030607, -87.73123021879502)"
Vacant/Abandoned Building,17-00737072,02/10/2017,Front,,Open,FRONT AND REAR DOORS WITH BROKEN WINDOWS,Vacant,false,false,1646,E,85TH,ST,60617,1188713.26121851,1848947.51793402,8,4,45,41.74057740890928,-87.58415002422188,"(41.74057740890928, -87.58415002422188)"
Vacant/Abandoned Building,17-00748404,02/10/2017,Front,,Open,THE FRONT DOOR IS OPEN,Vacant,false,false,13346,S,RIVERDALE,AVE,60827,1182373.89233395,1816952.45628344,9,5,54,41.652927793565375,-87.60836328330376,"(41.652927793565375, -87.60836328330376)"
Vacant/Abandoned Building,17-00769507,02/11/2017,Front,,Boarded,,Vacant,false,false,3759,S,PARNELL,AVE,60609,1173247.01840798,1879982.65906994,11,9,60,41.826096790699246,-87.63989941894225,"(41.826096790699246, -87.63989941894225)"
Vacant/Abandoned Building,17-00767261,02/11/2017,Front,,Open,BACK DOOR & WINDOWS OPEN,Vacant,false,false,5943,S,WOOD,ST,60636,1165367.34452579,1865271.32781641,15,7,67,41.78589806980049,-87.66922523261977,"(41.78589806980049, -87.66922523261977)"
Vacant/Abandoned Building,17-00758876,02/11/2017,Front,,Boarded,,Vacant,false,false,1219,W,107TH,PL,60643,1170072.32622899,1833488.63382526,34,22,75,41.698580960025055,-87.65289592042396,"(41.698580960025055, -87.65289592042396)"
Vacant/Abandoned Building,17-00758881,02/11/2017,Front,,Boarded,,Vacant,false,false,1221,W,107TH,PL,60643,1170059.72622899,1833488.33382526,34,22,75,41.69858040993363,-87.65294206418864,"(41.69858040993363, -87.65294206418864)"
Vacant/Abandoned Building,17-00771237,02/11/2017,Front,,Open,VARIOUS,Vacant,false,false,11428,S,YALE,AVE,60628,1176653.47999487,1829157.983531,34,5,49,41.686551810935136,-87.62892868662263,"(41.686551810935136, -87.62892868662263)"
Vacant/Abandoned Building,17-00781759,02/12/2017,Rear,,Open,,Vacant,false,true,115,E,71ST,ST,60619,1178458.22741408,1857973.4824261,6,3,69,41.765584534022736,-87.62144946912403,"(41.765584534022736, -87.62144946912403)"
Vacant/Abandoned Building,17-00789165,02/12/2017,Rear,,Boarded,NO  ENTRY POINTS,Vacant,false,false,7041,S,GREEN,ST,60621,1171851.10848436,1858161.63107392,6,7,68,41.76624834042466,-87.64566110211231,"(41.76624834042466, -87.64566110211231)"
Vacant/Abandoned Building,17-00776836,02/12/2017,Front,,Open,,Vacant,true,false,8533,S,SAGINAW,AVE,60617,1195310.57656607,1848905.76637928,7,4,46,41.74030269058829,-87.5599799586523,"(41.74030269058829, -87.5599799586523)"
Vacant/Abandoned Building,17-00801795,02/13/2017,Rear,,Open,REAR BASEMENT AND 1ST FL DOOR,Vacant,true,false,4526,S,CALUMET,AVE,60653,1179191.19452011,1875080.30782257,3,2,38,41.81251061818372,-87.61824141080568,"(41.81251061818372, -87.61824141080568)"
Vacant/Abandoned Building,17-00796160,02/13/2017,Front,,Open,,Vacant,true,false,6741,S,WABASH,AVE,60637,1177885.98010182,1860328.81721267,6,3,69,41.772060804668136,-87.6234756755264,"(41.772060804668136, -87.6234756755264)"
Vacant/Abandoned Building,17-00802461,02/13/2017,Front,,Open,DOOR AND WINDOWS,Vacant,false,false,7333,S,LAFAYETTE,AVE,60621,1177102.29519434,1856379.6298994,6,7,69,41.76124151075704,-87.62646737490003,"(41.76124151075704, -87.62646737490003)"
Vacant/Abandoned Building,17-00798852,02/13/2017,Front,,Open,,Vacant,false,true,7028,S,CARPENTER,ST,60621,1170527.85058781,1858212.22627723,6,7,68,41.76641610867964,-87.65050984221735,"(41.76641610867964, -87.65050984221735)"
Vacant/Abandoned Building,17-00807551,02/13/2017,Rear,,Open,2 FL IS OPEN,Vacant,false,false,7252,S,EMERALD,AVE,60621,1172598.89000799,1856783.18842778,6,7,68,41.76244928773068,-87.64296077051132,"(41.76244928773068, -87.64296077051132)"
Vacant/Abandoned Building,17-00799924,02/13/2017,Front,,Boarded,PROBLEM IS ALL THE GARBAGE,Vacant,false,false,6753,S,PRAIRIE,AVE,60637,1179203.93297742,1860295.23193121,20,3,69,41.77193869079088,-87.61864552505271,"(41.77193869079088, -87.61864552505271)"
