,SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location,FIPS
902,Vacant/Abandoned Building,17-01562795,3/21/17,Garage,,Open,FRONT/REAR/GARAGE DOORS,Vacant,TRUE,FALSE,9105,S,WENTWORTH,AVE,60620,1176547.08,1844580.418,21,6,49,41.72887553,-87.62885631,"(41.72887552732323, -87.62885631147138)",170318340002007
903,Vacant/Abandoned Building,17-01561514,3/21/17,Front,,Open,BACK GATE,Vacant,FALSE,TRUE,4559,S,MICHIGAN,AVE,60653,1177921.348,1874851.472,3,2,38,41.81191158,-87.62290611,"(41.811911575720075, -87.62290611131313)",170313807001014
904,Vacant/Abandoned Building,17-01546533,3/21/17,Front,,Open,REAR DOOR,Vacant,FALSE,TRUE,5530,S,MARSHFIELD,AVE,60636,1166286.36,1867941.954,16,7,67,41.79320707,-87.66577964,"(41.793207067515766, -87.66577964367413)",170316703002005
905,Vacant/Abandoned Building,17-01547548,3/21/17,Rear,,Open,UNKNOWN,Vacant,FALSE,TRUE,842,N,SPRINGFIELD,AVE,60651,1150236.398,1905342.12,37,11,23,41.89616481,-87.72366024,"(41.89616480790973, -87.72366024036552)",170312312005014
906,Vacant/Abandoned Building,17-01549686,3/21/17,,,,,,,,10549,S,LAFAYETTE,AVE,60628,1177793.06,1834998.733,34,5,49,41.70255402,-87.62458096,"(41.70255402398438, -87.62458095880447)",170314910004002
907,Vacant/Abandoned Building,17-01550206,3/21/17,,,,,,,,5824,W,HENDERSON,ST,60634,1136955.067,1921680.382,36,16,15,41.9412475,-87.77204787,"(41.94124750474248, -87.77204786885153)",170311512002003
908,Vacant/Abandoned Building,17-01550524,3/21/17,Front,,Open,FRONT,Vacant,FALSE,FALSE,10559,S,LA SALLE,ST,60628,1177145.147,1834909.759,34,5,49,41.70232448,-87.62695611,"(41.70232447629016, -87.62695610743114)",170314910004006
909,Vacant/Abandoned Building,17-01550756,3/21/17,,,,,,,,8756,S,MORGAN,ST,60620,1171176.903,1846758.7,21,22,71,41.73497196,-87.648465,"(41.734971964078106, -87.64846499508819)",170317114002014
910,Vacant/Abandoned Building,17-01552512,3/21/17,Front,,Open,ALL OVER,Vacant,FALSE,TRUE,1344,W,107TH,PL,60643,1169219.17,1833662.566,34,22,75,41.69907671,-87.65601476,"(41.69907671245423, -87.65601475738276)",170317501003003
911,Vacant/Abandoned Building,17-01552528,3/21/17,Front,,Open,ALL OVER,Vacant,FALSE,TRUE,1346,W,107TH,PL,60643,1169208.37,1833655.466,34,22,75,41.69905746,-87.65605451,"(41.699057461978946, -87.65605450650587)",170317501003003
912,Vacant/Abandoned Building,17-01552552,3/21/17,Front,,Open,ALL OVER,Vacant,FALSE,TRUE,1352,W,107TH,PL,60643,1169175.746,1833634.23,34,22,75,41.69899989,-87.65617457,"(41.698999889641286, -87.65617457413475)",170317501003002
913,Vacant/Abandoned Building,17-01552559,3/21/17,Front,,Open,ALL OVER,Vacant,FALSE,TRUE,1358,W,107TH,PL,60643,1169143.246,1833613.03,34,22,75,41.69894241,-87.65629418,"(41.698942414577964, -87.6562941844251)",170317501003002
914,Vacant/Abandoned Building,17-01553999,3/21/17,,,,,,,,5121,S,WOLCOTT,AVE,60609,1164550.786,1870720.933,16,9,61,41.80086973,-87.67206544,"(41.8008697329402, -87.67206544438714)",170316117003000
915,Vacant/Abandoned Building,17-01554500,3/21/17,Front,,Open,"FRONT/REAR DOORS, WINDOWS",Vacant,FALSE,FALSE,11436,S,NORMAL,AVE,60628,1175013.706,1829064.513,34,22,49,41.68633195,-87.63493438,"(41.686331950894925, -87.63493437523505)",170314912001025
916,Vacant/Abandoned Building,17-01554502,3/21/17,,,,,,,,12755,S,EMERALD,AVE,60628,1173651.628,1820192.931,34,5,53,41.66201708,-87.64018193,"(41.6620170755436, -87.64018193164107)",170315305033032
917,Vacant/Abandoned Building,17-01554503,3/21/17,,,,,,,,11927,S,PRAIRIE,AVE,60628,1180053.913,1825930.925,9,5,53,41.67761932,-87.61657864,"(41.67761931902137, -87.61657863842898)",170315306001006
918,Vacant/Abandoned Building,17-01554540,3/21/17,Front,,Open,"FRONT/REAR DOORS, WINDOWS",Vacant,FALSE,FALSE,11432,S,NORMAL,AVE,60628,1175012.806,1829091.313,34,22,49,41.68640551,-87.63493687,"(41.686405514254936, -87.63493687459182)",170314912001025
919,Vacant/Abandoned Building,17-01554638,3/21/17,,,,,,,,10742,S,LANGLEY,AVE,60628,1182821.531,1833815.98,9,5,50,41.69919336,-87.60620473,"(41.69919336066861, -87.60620473395127)",170315002001000
920,Vacant/Abandoned Building,17-01556700,3/21/17,Front,,Open,,Vacant,FALSE,FALSE,4014,N,MOZART,ST,60618,1156665.518,1926546.648,33,17,16,41.95422386,-87.69947155,"(41.95422385518205, -87.69947155197438)",170311606021000
921,Vacant/Abandoned Building,17-01560087,3/21/17,Front,,Open,,Vacant,FALSE,FALSE,9720,S,CARPENTER,ST,60643,1171035.755,1840179.01,34,22,73,41.71691943,-87.64917368,"(41.716919430588206, -87.64917368452157)",170317304003017
922,Vacant/Abandoned Building,17-01561370,3/21/17,Front,,Open,,Vacant,FALSE,TRUE,4561,S,MICHIGAN,AVE,60653,1177921.748,1874836.672,3,2,38,41.81187095,-87.62290509,"(41.811870954156284, -87.62290509290987)",170313807001014
923,Vacant/Abandoned Building,17-01572325,3/22/17,Front,,Boarded,,Vacant,TRUE,FALSE,2935,W,ADAMS,ST,60612,1156852.111,1898880.84,27,11,27,41.87830287,-87.69953721,"(41.87830287193763, -87.69953720798547)",170318370001008
924,Vacant/Abandoned Building,17-01573435,3/22/17,Rear,,Open,REAR,Vacant,FALSE,FALSE,9200,S,MANISTEE,AVE,60617,1196234.791,1844497.406,7,4,48,41.72818294,-87.55673955,"(41.72818294343704, -87.55673955326382)",170314805003047
925,Vacant/Abandoned Building,17-01574852,3/22/17,Front,,Boarded,THIS PROPERTY IS TERRIBLE .. DIRTY AND FILLED WITH DEBRIS.. NEEDS TO BE MAINTAINED,Vacant,FALSE,FALSE,4339,W,CORTEZ,ST,60651,1147222.01,1906643.26,37,11,23,41.89979352,-87.73469824,"(41.89979352179659, -87.73469824383686)",170318421001019
926,Vacant/Abandoned Building,17-01575416,3/22/17,Garage,,Open,,Vacant,FALSE,FALSE,4400,S,NORMAL,AVE,60609,1173698.26,1875753.102,11,9,61,41.81448049,-87.63836943,"(41.81448048930941, -87.63836942932697)",170316108001010
927,Vacant/Abandoned Building,17-01576828,3/22/17,Front,,Open,,Vacant,FALSE,TRUE,29,W,114TH,ST,60628,1178074.822,1829369.152,34,5,49,41.68709928,-87.62371905,"(41.687099276980604, -87.6237190527276)",170314913002010
928,Vacant/Abandoned Building,17-01576902,3/22/17,Front,,Open,FRONT WINDOWS\BACK BASEMENT,Vacant,FALSE,TRUE,250,W,108TH,PL,60628,1176871.449,1832997.46,34,5,49,41.69708301,-87.62801565,"(41.69708300886954, -87.62801565159904)",170314910004036
929,Vacant/Abandoned Building,17-01578146,3/22/17,Front,,Open,BACK DOOR IS WIDE OPEN.,Vacant,FALSE,FALSE,8300,S,BUFFALO,AVE,60617,1199583.679,1850566.111,10,4,46,41.74475235,-87.54426839,"(41.744752351985355, -87.54426839311408)",170314601001025
930,Vacant/Abandoned Building,17-01578189,3/22/17,Front,,Open,,Vacant,FALSE,FALSE,1809,S,ST LOUIS,AVE,60623,1153321.729,1891059.778,24,10,29,41.85691182,-87.71270767,"(41.85691182324867, -87.7127076708402)",170312922001008
931,Vacant/Abandoned Building,17-01578190,3/22/17,Rear,,Open,,Vacant,TRUE,TRUE,6349,S,MARSHFIELD,AVE,60636,1166418.297,1862599.71,16,7,67,41.77854447,-87.66544801,"(41.7785444740664, -87.66544800944806)",170316712001002
932,Vacant/Abandoned Building,17-01578703,3/22/17,Front,,Open,,Vacant,FALSE,FALSE,149,E,KENSINGTON,AVE,60628,1179280.998,1828229.93,9,5,53,41.68394574,-87.619338,"(41.68394573734761, -87.61933800171174)",170315301001017
933,Vacant/Abandoned Building,17-01578870,3/22/17,Front,,Open,BACK REAR DOOR. AND GARAGE DOOR MISSING IN THE REAR.. URGENT..,Vacant,FALSE,TRUE,6832,S,RIDGELAND,AVE,60649,1189043.957,1860017.335,5,3,43,41.77094607,-87.58258447,"(41.77094607046822, -87.58258447245481)",170314302004003
934,Vacant/Abandoned Building,17-01579522,3/22/17,Front,,Open,"FRONT/REAR DOORS, WINDOWS",Vacant,FALSE,FALSE,8106,S,EXCHANGE,AVE,60617,1197237.142,1851763.597,7,4,46,41.74809707,-87.55282643,"(41.74809706893643, -87.5528264268191)",170314601003010
935,Vacant/Abandoned Building,17-01581628,3/22/17,Front,,Open,,Vacant,FALSE,TRUE,703,S,KENNETH,AVE,60624,1146797.14,1896598.5,24,11,26,41.87223768,-87.73651541,"(41.87223768244587, -87.7365154075597)",170312610001010
936,Vacant/Abandoned Building,17-01584152,3/22/17,Front,,Open,FRONT,Vacant,FALSE,FALSE,2664,W,GRAND,AVE,60612,1158469.752,1904264.575,26,12,24,41.8930434,-87.69345017,"(41.8930434007236, -87.69345017150108)",170318367002031
937,Vacant/Abandoned Building,17-01585339,3/22/17,Front,,Open,DOORS AND WINDOWS,Vacant,FALSE,TRUE,2926,W,MONROE,ST,60612,1156815.536,1899567.517,27,11,27,41.88018792,-87.69965289,"(41.880187923979214, -87.6996528878038)",170318370002012
938,Vacant/Abandoned Building,17-01589815,3/22/17,Front,,Open,DOORS AND WINDOWS,Vacant,FALSE,FALSE,6407,S,CLAREMONT,AVE,60636,1161842.8,1862105.165,16,8,66,41.77728367,-87.68223587,"(41.77728366880482, -87.68223586743989)",170316607001018
939,Vacant/Abandoned Building,17-01593744,3/23/17,Rear,,Open,REAR,Vacant,TRUE,FALSE,744,W,77TH,ST,60620,1172575.824,1853806.21,17,6,71,41.7542806,-87.64313285,"(41.7542805966582, -87.6431328523564)",170317101001005
940,Vacant/Abandoned Building,17-01600088,3/23/17,Front,,Open,,Vacant,FALSE,FALSE,6939,S,GREEN,ST,60621,1171832.739,1858837.35,6,7,68,41.768103,-87.64570863,"(41.76810299775722, -87.64570863306821)",170316811002006
941,Vacant/Abandoned Building,17-01599464,3/23/17,Front,,Open,FRONT AND BACK DOORS,Vacant,FALSE,TRUE,11412,S,EDBROOKE,AVE,60628,1179241.221,1829247.033,9,5,49,41.68673772,-87.61945276,"(41.68673772045913, -87.61945276012139)",170314914002021
942,Vacant/Abandoned Building,17-01593723,3/23/17,Rear,,Open,REAR,Vacant,TRUE,FALSE,6502,S,ST LAWRENCE,AVE,60637,1181351.951,1862031.731,20,3,42,41.77665456,-87.61071815,"(41.7766545619913, -87.61071815161247)",170314207003002
943,Vacant/Abandoned Building,17-01596272,3/23/17,Rear,,Boarded,NONE,Vacant,FALSE,FALSE,8738,S,WABASH,AVE,60619,1178238.12,1847072.7,9,6,44,41.73567652,-87.62258628,"(41.73567651669671, -87.62258628039501)",170314406002002
944,Vacant/Abandoned Building,17-01599356,3/23/17,Front,,Open,FRONT,Vacant,FALSE,TRUE,219,E,69TH,PL,60637,1178880.064,1858985.81,6,3,69,41.76835288,-87.61987253,"(41.76835287856411, -87.61987253334685)",170316904002007
945,Vacant/Abandoned Building,17-01599598,3/23/17,Front,,Open,"FRONT AND BACK DOOR OPEN, AND WINDOWS ARE DOOR",Vacant,FALSE,TRUE,631,W,62ND,ST,60621,1173115.414,1863784.861,16,7,68,41.7816513,-87.64086102,"(41.78165130310948, -87.64086101985842)",170318348002003
946,Vacant/Abandoned Building,17-01600900,3/23/17,,,,,,,,443,W,103RD,ST,60628,1175088.4,1836606.3,34,22,49,41.70702608,-87.6344369,"(41.70702607631356, -87.63443690365382)",170317305002040
947,Vacant/Abandoned Building,17-01601143,3/23/17,Front,,Open,REAR,Vacant,FALSE,FALSE,5200,S,MAYFIELD,AVE,60638,1137912.849,1869520.872,14,8,56,41.79809737,-87.76978616,"(41.79809737328878, -87.76978616193041)",170315608002004
948,Vacant/Abandoned Building,17-01601558,3/23/17,Front,,Open,,Vacant,FALSE,TRUE,5216,S,PEORIA,ST,60609,1171192.1,1870248.974,20,9,61,41.79943184,-87.64772334,"(41.79943183944371, -87.6477233397875)",170316121001012
949,Vacant/Abandoned Building,17-01601712,3/23/17,Front,,Open,FRONT AND BACK DOOR OPEN,Vacant,FALSE,TRUE,4506,W,WASHINGTON,BLVD,60624,1146340.636,1900115.913,28,11,26,41.88189858,-87.73810189,"(41.881898579383, -87.73810188722595)",170312604001040
950,Vacant/Abandoned Building,17-01601934,3/23/17,Rear,,Boarded,,Vacant,FALSE,TRUE,10814,S,TORRENCE,AVE,60617,1195564.282,1833842.29,10,4,51,41.69896087,-87.55954648,"(41.698960868187186, -87.55954647723208)",170318388002010
951,Vacant/Abandoned Building,17-01601986,3/23/17,Front,,Boarded,,Vacant,FALSE,TRUE,10822,S,TORRENCE,AVE,60617,1195564.982,1833800.79,10,4,51,41.69884697,-87.55954528,"(41.6988469707002, -87.55954527939356)",170318388002010
952,Vacant/Abandoned Building,17-01603635,3/23/17,Rear,,Open,FRONT AND REAR,Vacant,FALSE,TRUE,215,E,69TH,PL,60637,1178861.964,1858985.31,6,3,69,41.76835192,-87.61993889,"(41.768351918496776, -87.61993889326034)",170316904002007
953,Vacant/Abandoned Building,17-01604228,3/23/17,,,,,,,,11709,S,SANGAMON,ST,60643,1172094.323,1827182.773,34,5,53,41.6812326,-87.64567667,"(41.68123260010221, -87.64567667269736)",170315303001018
954,Vacant/Abandoned Building,17-01605115,3/23/17,Front,,Open,BACK DOOR AND WINDOWS,Vacant,TRUE,TRUE,8239,S,MARSHFIELD,AVE,60620,1166775.803,1850072.308,21,6,71,41.74415996,-87.66449446,"(41.74415996026186, -87.66449445573438)",170317112001002
955,Vacant/Abandoned Building,17-01609792,3/23/17,Rear,,Open,REAR,Vacant,FALSE,TRUE,11127,S,PARNELL,AVE,60628,1174618.5,1831102.216,34,22,49,41.6919325,-87.63632079,"(41.69193250313844, -87.63632078855474)",170314912001014
956,Vacant/Abandoned Building,17-01611684,3/23/17,Front,,Open,SIDE AND REAR,Vacant,FALSE,TRUE,3843,S,HONORE,ST,60609,1164661.294,1879022.969,12,9,59,41.82364914,-87.67142567,"(41.8236491392684, -87.67142566850286)",170315906003007
957,Vacant/Abandoned Building,17-01612372,3/23/17,Front,,Open,,Vacant,FALSE,FALSE,3505,W,LELAND,AVE,60625,1152146.93,1931007.25,33,17,14,41.96655456,-87.71596443,"(41.9665545559966, -87.71596442985202)",170311407012005
958,Vacant/Abandoned Building,17-01613076,3/23/17,Front,,Boarded,FRONT DOOR,Vacant,FALSE,FALSE,6112,S,VERNON,AVE,60637,1180310.475,1864585.567,20,3,42,41.78368649,-87.61445786,"(41.78368648791784, -87.61445785527057)",170314206001005
959,Vacant/Abandoned Building,17-01613664,3/23/17,Front,,Open,"WINDOWS ON GANGWAY PIECE OF PLYWOOD, YOU CAN PUSH IT OPEN.",Vacant,TRUE,TRUE,1622,W,21ST,PL,60608,1165807.2,1889807.485,25,12,31,41.85321863,-87.66691478,"(41.853218626565436, -87.66691477670352)",170313108003015
960,Vacant/Abandoned Building,17-01629972,3/24/17,Garage,,Open,FRONT DOOR AND GARAGE DOOR OPEN,Vacant,FALSE,TRUE,7210,S,SEELEY,AVE,60636,1163940.465,1856840.556,17,7,67,41.76279302,-87.67469361,"(41.76279302013201, -87.67469361303486)",170316720004005
961,Vacant/Abandoned Building,17-01629489,3/24/17,Front,,Boarded,,Vacant,FALSE,FALSE,8101,S,ELLIS,AVE,60619,1184301.875,1851491.268,8,6,44,41.74766198,-87.6002333,"(41.74766197683882, -87.60023329922113)",170314401013001
962,Vacant/Abandoned Building,17-01618658,3/24/17,Rear,,Open,REAR,Vacant,FALSE,FALSE,5727,S,LAFLIN,ST,60636,1167315.13,1866754.529,16,7,67,41.78992665,-87.66204124,"(41.78992664834369, -87.66204124307464)",170316702001028
963,Vacant/Abandoned Building,17-01623312,3/24/17,Front,,Open,FRONT   KIDS // GOING IN AND OUT,Vacant,FALSE,TRUE,10725,S,MACKINAW,AVE,60617,1200197.269,1834442.762,10,4,52,41.70049314,-87.54256284,"(41.70049314432128, -87.54256283927889)",170315203004009
964,Vacant/Abandoned Building,17-01624018,3/24/17,Front,,Boarded,,Vacant,TRUE,FALSE,7305,S,YATES,BLVD,60649,1193472.987,1856988.59,7,3,43,41.76252773,-87.56644858,"(41.76252773354321, -87.56644858210363)",170314308001000
965,Vacant/Abandoned Building,17-01624432,3/24/17,Rear,,Boarded,REAR BEHIND THIS PROPERTY..,Vacant,TRUE,FALSE,5524,W,CORTEZ,ST,60651,1139199.142,1906453.592,37,15,25,41.89942289,-87.76417134,"(41.8994228909888, -87.76417133570419)",170312512001008
966,Vacant/Abandoned Building,17-01627293,3/24/17,Front,,Open,FRONT,Vacant,FALSE,FALSE,5921,S,INDIANA,AVE,60637,1178611.804,1865799.579,20,2,40,41.78705666,-87.62064884,"(41.787056660122225, -87.62064884325062)",170318345001021
967,Vacant/Abandoned Building,17-01628164,3/24/17,Front,,Open,ENTIRE BUILDING,Vacant,TRUE,FALSE,5037,S,HOYNE,AVE,60609,1163213.839,1871134.598,15,9,61,41.802033,-87.67695691,"(41.80203299869866, -87.67695691240829)",170316115002032
968,Vacant/Abandoned Building,17-01632261,3/24/17,Front,,Open,DOORS,Vacant,FALSE,TRUE,4507,W,ARMITAGE,AVE,60639,1145994.052,1912910.082,36,25,20,41.91701376,-87.73904912,"(41.917013759533035, -87.73904911587054)",170312004011006
969,Vacant/Abandoned Building,17-01632833,3/24/17,Front,,Open,FRONT WINDOW,Vacant,TRUE,TRUE,6741,S,WABASH,AVE,60637,1177885.98,1860328.817,6,3,69,41.7720608,-87.62347568,"(41.772060804668136, -87.6234756755264)",170316904004004
970,Vacant/Abandoned Building,17-01634435,3/24/17,Front,,Open,,Vacant,FALSE,FALSE,5623,S,CALIFORNIA,AVE,60629,1158667.72,1867242.733,15,8,63,41.79144725,-87.69373566,"(41.79144725393477, -87.69373565901108)",170316308002000
971,Vacant/Abandoned Building,17-01636267,3/24/17,Front,,Open,,Vacant,FALSE,FALSE,500,W,128TH,PL,60628,1175312.74,1819682.72,9,5,53,41.66058015,-87.63411836,"(41.660580150937385, -87.63411835677087)",170315305033041
972,Vacant/Abandoned Building,17-01651390,3/25/17,Front,,Open,SIDE BASEMENT DOOR,Vacant,FALSE,FALSE,6525,S,DREXEL,AVE,60637,1183347.5,1861935.782,20,3,42,41.77634502,-87.60340563,"(41.77634502098775, -87.60340562572321)",170314208002004
973,Vacant/Abandoned Building,17-01659108,3/25/17,Front,,Open,FRONT DOOR IS OPEN,Vacant,FALSE,FALSE,11558,S,LOOMIS,ST,60643,1169073.152,1828101.821,34,5,53,41.68382026,-87.65670935,"(41.683820261762584, -87.65670934544104)",170315303004009
974,Vacant/Abandoned Building,17-01659803,3/25/17,Front,,Open,REAR,Vacant,FALSE,FALSE,2100,W,GARFIELD,BLVD,60609,1163296.91,1868167.954,16,9,61,41.79389042,-87.67673536,"(41.79389041832436, -87.67673536043773)",170316116002014
975,Vacant/Abandoned Building,17-01660847,3/25/17,Front,,Open,FRONT,Vacant,FALSE,TRUE,1134,E,44TH,ST,60653,1184677.2,1875901.014,4,2,39,41.81463566,-87.59809322,"(41.81463566480388, -87.59809322299698)",170313902001000
976,Vacant/Abandoned Building,17-01663300,3/25/17,Front,,Open,VARIOUS,Vacant,FALSE,TRUE,10454,S,DR MARTIN LUTHER KING JR,DR,60628,1180760.55,1835730.037,9,5,49,41.70449329,-87.61369249,"(41.704493290121626, -87.61369248880234)",170314909024013
977,Vacant/Abandoned Building,17-01686608,3/26/17,Front,,Open,REAR DOOR IS OPEN,Vacant,FALSE,TRUE,1644,E,84TH,ST,60617,1188684.716,1849611.231,8,4,45,41.74239938,-87.58423344,"(41.742399383644944, -87.58423344113699)",170314503001047
978,Vacant/Abandoned Building,17-01675633,3/26/17,Front,,Open,911 RESPONDED TO AUTO ACCIDENT - VEHICLE WEDGED BTWN BLDG AND POLE,Vacant,FALSE,FALSE,6900,S,CALUMET,AVE,60637,1179670.244,1859340.923,6,3,69,41.76930932,-87.61696533,"(41.769309322417364, -87.61696532548629)",170316904001009
979,Vacant/Abandoned Building,17-01684336,3/26/17,Rear,,Open,RER,Vacant,FALSE,FALSE,4115,S,VINCENNES,AVE,60653,1180462.781,1877775.38,4,2,38,41.81987698,-87.61349446,"(41.81987698089169, -87.6134944630527)",170313802002003
980,Vacant/Abandoned Building,17-01685298,3/26/17,Front,,Open,BUSTED WINDOWS PEOPLE CAN GET IN,Vacant,FALSE,TRUE,1113,S,TROY,ST,60612,1155529.28,1895116.244,24,11,29,41.86799913,-87.70449564,"(41.86799913477175, -87.704495636518)",170318386001007
981,Vacant/Abandoned Building,17-01688513,3/26/17,Front,,Open,FRONT AND BACK DOOR OPEN,Vacant,FALSE,FALSE,11807,S,STATE,ST,60628,1178372.818,1826654.681,9,5,53,41.67964363,-87.62271011,"(41.6796436253273, -87.62271010544912)",170315302002000
982,Vacant/Abandoned Building,17-01688675,3/26/17,Rear,,Open,,Vacant,FALSE,TRUE,5344,S,PEORIA,ST,60609,1171211.84,1869266.768,20,9,61,41.79673613,-87.64767968,"(41.79673612860612, -87.64767967866423)",170316121001027
983,Vacant/Abandoned Building,17-01690338,3/26/17,Front,,Open,BACK DOOR,Vacant,FALSE,FALSE,7834,S,AVALON,AVE,60619,1185905.745,1853303.201,8,4,45,41.75259645,-87.59429928,"(41.75259645210541, -87.59429927898582)",170318343002024
984,Vacant/Abandoned Building,17-01711414,3/27/17,Front,,Boarded,,Vacant,FALSE,FALSE,2303,S,KILDARE,AVE,60623,1148305.616,1888312.718,22,10,29,41.84947156,-87.73119045,"(41.84947156017942, -87.73119044627457)",170318434001026
985,Vacant/Abandoned Building,17-01718913,3/27/17,Rear,,Open,REAR,Vacant,TRUE,TRUE,12354,S,EMERALD,AVE,60628,1173561.139,1822939.979,34,5,53,41.66955743,-87.64043225,"(41.669557431233194, -87.64043224971005)",170315305032028
986,Vacant/Abandoned Building,17-01720207,3/27/17,Rear,,Open,BACK,Vacant,FALSE,TRUE,2658,W,21ST,PL,60608,1158971.829,1889625.58,24,10,30,41.85286229,-87.69200793,"(41.85286229183056, -87.6920079304983)",170318407003021
987,Vacant/Abandoned Building,17-01720814,3/27/17,Front,,Open,FRONT - OPEN AND DANGEROUS ACCORDING TO FIRE DEPT NOTIFICATION TO BUILDING DEPART,Vacant,TRUE,FALSE,12352,S,EMERALD,AVE,60628,1173560.739,1822953.479,34,5,53,41.66959449,-87.64043332,"(41.66959448629524, -87.64043331638885)",170315305032028
988,Vacant/Abandoned Building,17-01721072,3/27/17,Rear,,Boarded,REAF,Vacant,FALSE,TRUE,4738,W,WEST END,AVE,60644,1144768.466,1900560.704,28,11,25,41.88314892,-87.74386372,"(41.88314891613584, -87.7438637161131)",170312518003014
989,Vacant/Abandoned Building,17-01704432,3/27/17,Garage,,Open,REAR,Vacant,FALSE,FALSE,5741,S,PEORIA,ST,60621,1171287.855,1866767.895,16,7,68,41.78987728,-87.64747403,"(41.78987728036893, -87.64747403284794)",170318347001016
990,Vacant/Abandoned Building,17-01705919,3/27/17,Front,,Open,FRONT,Vacant,FALSE,TRUE,3416,W,GRENSHAW,ST,60624,1153769.075,1894848.38,24,11,29,41.86729929,-87.71096484,"(41.86729928878203, -87.71096484361267)",170318430001014
991,Vacant/Abandoned Building,17-01708565,3/27/17,Front,,Open,,Vacant,FALSE,FALSE,6415,S,HERMITAGE,AVE,60636,1165770.778,1862151.869,15,7,67,41.77732932,-87.66783457,"(41.77732931619796, -87.66783456871411)",170316712002006
992,Vacant/Abandoned Building,17-01708908,3/27/17,Front,,Open,BASEMENT DOOR IS OPENED,Vacant,FALSE,FALSE,7250,S,MORGAN,ST,60621,1170889.024,1857082.891,6,7,68,41.7633092,-87.64921893,"(41.76330919614011, -87.64921893018341)",170316814004010
993,Vacant/Abandoned Building,17-01709792,3/27/17,Front,,Open,ALL AROUND,Vacant,FALSE,FALSE,11863,S,VINCENNES,AVE,60643,1165078.654,1826030.469,34,22,75,41.67822126,-87.67139021,"(41.67822126491, -87.67139021443724)",170317505004016
994,Vacant/Abandoned Building,17-01710544,3/27/17,Front,,Open,,Vacant,FALSE,FALSE,1353,S,KARLOV,AVE,60623,1149267.492,1893370.142,24,10,29,41.86333119,-87.72752924,"(41.863331194834565, -87.72752924368147)",170312909001016
995,Vacant/Abandoned Building,17-01711774,3/27/17,Rear,,Open,,Vacant,FALSE,TRUE,9403,S,WABASH,AVE,60619,1178366.112,1842646.306,9,6,49,41.72352703,-87.62225134,"(41.72352703221224, -87.62225133854393)",170314903002024
996,Vacant/Abandoned Building,17-01712233,3/27/17,Rear,,Open,,Vacant,FALSE,FALSE,5947,S,ADA,ST,60636,1168344.812,1865320.508,16,7,67,41.7859694,-87.65830698,"(41.785969398533915, -87.65830697703927)",170316709002006
997,Vacant/Abandoned Building,17-01712391,3/27/17,Rear,,Open,IN THE BACK,Vacant,FALSE,FALSE,10046,S,WALLACE,ST,60628,1174074.106,1838266.031,9,22,73,41.71160315,-87.63810216,"(41.71160315059849, -87.63810215952323)",170317305003002
998,Vacant/Abandoned Building,17-01712532,3/27/17,Front,,Open,,Vacant,FALSE,FALSE,568,E,105TH,ST,60628,1182020.269,1835462.799,9,5,49,41.70373098,-87.60908786,"(41.70373097509812, -87.60908785679877)",170314909021005
999,Vacant/Abandoned Building,17-01714308,3/27/17,Front,,Boarded,SECURED,Vacant,FALSE,FALSE,3456,W,CHICAGO,AVE,60651,1153122.11,1905117.314,27,11,23,41.89549116,-87.71306749,"(41.8954911595495, -87.71306749332211)",170318366001031
1000,Vacant/Abandoned Building,17-01714615,3/27/17,Rear,,Open,REAR,Vacant,TRUE,FALSE,7036,S,HARPER,AVE,60637,1187599.174,1858652.948,5,3,43,41.76723656,-87.58792378,"(41.76723656086363, -87.587923778235)",170314303002012
1001,Vacant/Abandoned Building,17-01715144,3/27/17,Front,,Open,1ST FLOOR SIDE WINDOWS,Vacant,FALSE,TRUE,7531,S,NORMAL,AVE,60620,1174339.6,1854987.47,6,6,69,41.75748311,-87.63663414,"(41.75748310705411, -87.6366341418435)",170316912001006
1002,Vacant/Abandoned Building,17-01716529,3/27/17,Front,,Open,,Vacant,FALSE,FALSE,11827,S,PERRY,AVE,60628,1177705.595,1826531.736,34,5,53,41.67932132,-87.62515612,"(41.67932132221306, -87.62515611952787)",170315302002021
1003,Vacant/Abandoned Building,17-01716754,3/27/17,Rear,,Open,,Vacant,FALSE,TRUE,7048,N,ROCKWELL,ST,60645,1157738.66,1946763.09,50,24,2,42.00967686,-87.69497265,"(42.00967686211079, -87.69497264796566)",170310203021010
1004,Vacant/Abandoned Building,17-01717899,3/27/17,Front,,Open,,Vacant,FALSE,FALSE,9024,S,YATES,BLVD,60617,1193738.831,1845602.045,7,4,48,41.7312756,-87.56584648,"(41.7312756030965, -87.56584648060867)",170314804001017
