,SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location,FIPS
0,Vacant/Abandoned Building,17-00017391,1/2/17,Rear,,Open,BACK DOOR,Vacant,FALSE,TRUE,632,N,LATROBE,AVE,60644,1141249.76,1903678.166,37,15,25,41.89176921,-87.75670785,"(41.891769211507615, -87.75670784584048)",170312515001009
1,Vacant/Abandoned Building,17-00026275,1/2/17,Rear,,Open,,Vacant,FALSE,TRUE,3520,W,BELDEN,AVE,60647,1152883.206,1915072.416,35,14,22,41.9228136,-87.7136808,"(41.92281360331314, -87.7136808017195)",170312211003006
2,Vacant/Abandoned Building,17-00042635,1/3/17,Front,,Open,,Vacant,FALSE,FALSE,2943,W,WASHINGTON,BLVD,60612,1156751.507,1900541.048,27,12,27,41.88286068,-87.69986161,"(41.88286068279902, -87.6998616079848)",170318370002001
3,Vacant/Abandoned Building,17-00046576,1/3/17,Front,,Boarded,,Vacant,FALSE,FALSE,9312,S,KENWOOD,AVE,60619,1186736.38,1843505.514,8,4,47,41.72569097,-87.59156486,"(41.72569097261967, -87.59156485690048)",170314701002006
4,Vacant/Abandoned Building,17-00051839,1/3/17,Front,,Open,,Vacant,FALSE,TRUE,10809,S,AVENUE N,,60617,1201200.594,1833891.891,10,4,52,41.69895617,-87.53890774,"(41.698956165790186, -87.53890774184231)",170315203003014
5,Vacant/Abandoned Building,17-00046778,1/3/17,Front,,Boarded,,Vacant,FALSE,FALSE,7603,S,RHODES,AVE,60619,1181221.322,1854719.754,6,6,69,41.75659276,-87.61142201,"(41.756592763990916, -87.61142200667852)",170316914004011
6,Vacant/Abandoned Building,17-00043485,1/3/17,Front,,Boarded,FRONT DOOR,Vacant,FALSE,TRUE,2519,W,63RD,ST,60629,1160582.823,1862798.323,16,8,66,41.77921188,-87.68683585,"(41.779211876207306, -87.68683585484152)",170318350002014
7,Vacant/Abandoned Building,17-00043609,1/3/17,Front,,Boarded,,Vacant,FALSE,TRUE,2521,W,63RD,ST,60629,1160561.523,1862797.723,16,8,66,41.77921067,-87.68691396,"(41.779210669131096, -87.68691395979606)",170318350002014
8,Vacant/Abandoned Building,17-00054080,1/3/17,Front,,Boarded,,Vacant,FALSE,FALSE,5921,S,CAMPBELL,AVE,60629,1160718.165,1865323.255,16,8,66,41.78613784,-87.68627002,"(41.78613784098296, -87.68627001695704)",170318350001004
9,Vacant/Abandoned Building,17-00054165,1/3/17,Front,,Open,VARIOUS,Vacant,FALSE,FALSE,6519,S,CLAREMONT,AVE,60636,1161863.654,1861363.704,16,8,66,41.77524856,-87.68218,"(41.77524856363298, -87.68217999890751)",170316607001023
10,Vacant/Abandoned Building,17-00054502,1/3/17,Front,,Boarded,,Vacant,FALSE,FALSE,9554,S,WALLACE,ST,60628,1173984.469,1841519.649,21,22,73,41.72053353,-87.63833424,"(41.72053352590538, -87.63833424414388)",170317305004015
11,Vacant/Abandoned Building,17-00042925,1/3/17,,,,,,,,6032,S,ELIZABETH,ST,60636,1169024.564,1864776.009,16,7,67,41.78446056,-87.65583041,"(41.78446055696625, -87.65583040637075)",170316709001004
12,Vacant/Abandoned Building,17-00054086,1/3/17,Front,,Boarded,,Vacant,FALSE,FALSE,8527,S,RACINE,AVE,60620,1169810.553,1848244.992,21,6,71,41.73908029,-87.65342771,"(41.73908028595897, -87.65342771129288)",170317111001012
13,Vacant/Abandoned Building,17-00045172,1/3/17,,,,,,,,4000,E,134TH,ST,60633,1204439.12,1816676.28,10,4,55,41.65163236,-87.52763949,"(41.65163236365521, -87.52763949079129)",170315501001047
14,Vacant/Abandoned Building,17-00068420,1/4/17,Front,,Open,,Vacant,FALSE,FALSE,8022,S,EMERALD,AVE,60620,1172695.692,1851676.434,21,6,71,41.74843358,-87.64275622,"(41.748433579115364, -87.6427562193056)",170317109001014
15,Vacant/Abandoned Building,17-00068968,1/4/17,Front,,Open,,Vacant,FALSE,FALSE,7801,S,UNION,AVE,60620,1172986.714,1853145.706,6,6,71,41.75245903,-87.64164654,"(41.75245903397721, -87.64164653602171)",170317101001017
16,Vacant/Abandoned Building,17-00070421,1/4/17,Front,,Open,,Vacant,FALSE,FALSE,7209,S,CARPENTER,ST,60621,1170560.332,1857013.27,6,7,68,41.76312531,-87.65042568,"(41.76312531420479, -87.65042567766548)",170316814004006
17,Vacant/Abandoned Building,17-00070425,1/4/17,Front,,Open,,Vacant,FALSE,FALSE,6352,S,EVANS,AVE,60637,1182311.476,1863053.653,20,3,42,41.77943663,-87.60716898,"(41.779436632580236, -87.60716897854888)",170314207001001
18,Vacant/Abandoned Building,17-00070673,1/4/17,,,,,,,,1135,N,SPRINGFIELD,AVE,60651,1150176.449,1907290.621,37,11,23,41.90151286,-87.72382958,"(41.901512860505726, -87.72382957936509)",170312312005003
19,Vacant/Abandoned Building,17-00063417,1/4/17,Front,,Open,ALL OVER,Vacant,FALSE,FALSE,7128,S,LAFAYETTE,AVE,60621,1177077.809,1857592.4,6,7,69,41.76457004,-87.6265206,"(41.76457004049533, -87.62652059595995)",170316911001005
20,Vacant/Abandoned Building,17-00070373,1/4/17,Front,,Open,,Vacant,FALSE,TRUE,1753,W,59TH,ST,60636,1165579.85,1865564.452,15,7,67,41.78669793,-87.66843777,"(41.78669793238196, -87.66843777258137)",170316703001010
21,Vacant/Abandoned Building,17-00070264,1/4/17,Front,,Open,FRONT DOOR,Vacant,FALSE,FALSE,741,N,PINE,AVE,60644,1139389.653,1904382.845,37,15,25,41.89373704,-87.76352209,"(41.893737037253324, -87.7635220935787)",170312515003006
22,Vacant/Abandoned Building,17-00084896,1/5/17,Rear,,Open,WATER LEAKING AT THE REAR INTO THE ALLEY,Vacant,FALSE,FALSE,2154,E,79TH,ST,60649,1192014.084,1853014.515,8,4,43,41.75165811,-87.57192449,"(41.75165811389827, -87.57192449251859)",170314312001034
23,Vacant/Abandoned Building,17-00083292,1/5/17,Front,,Open,,Vacant,TRUE,FALSE,6538,S,HONORE,ST,60636,1165137.46,1861318.863,15,7,67,41.77505687,-87.67017986,"(41.775056865719726, -87.6701798609749)",170316713001025
24,Vacant/Abandoned Building,17-00085782,1/5/17,,,,,,,,217,E,134TH,ST,60827,1180127.449,1816530.58,9,5,54,41.65182165,-87.61659562,"(41.65182164740096, -87.61659562432567)",170315401012014
25,Vacant/Abandoned Building,17-00085783,1/5/17,,,,,,,,217,E,134TH,ST,60827,1180127.449,1816530.58,9,5,54,41.65182165,-87.61659562,"(41.65182164740096, -87.61659562432567)",170315401012014
26,Vacant/Abandoned Building,17-00098413,1/6/17,Front,,Open,,Vacant,FALSE,FALSE,414,W,ENGLEWOOD,AVE,60621,1174603.78,1863499.66,20,7,68,41.78083566,-87.63541282,"(41.78083566084043, -87.63541282119954)",170318346002026
27,Vacant/Abandoned Building,17-00101874,1/6/17,Front,,Open,,Vacant,TRUE,FALSE,2054,N,PULASKI,RD,60639,1149379.192,1913437.97,26,25,20,41.91839729,-87.72659829,"(41.918397291772216, -87.72659828844799)",170312004021001
28,Vacant/Abandoned Building,17-00106366,1/6/17,Front,,Open,ALL AROUND,Vacant,FALSE,FALSE,7512,S,EBERHART,AVE,60619,1180875.963,1855313.858,6,6,69,41.75823099,-87.61266943,"(41.758230993008574, -87.61266943215811)",170316914005000
29,Vacant/Abandoned Building,17-00118792,1/7/17,Front,,Open,FRONT ENTRANCE DOOR OPEN,Vacant,FALSE,FALSE,6008,S,MAY,ST,60621,1169679.725,1864953.569,16,7,68,41.78493361,-87.65342318,"(41.78493361032161, -87.6534231789828)",170316806002006
30,Vacant/Abandoned Building,17-00122758,1/7/17,Rear,,Boarded,,Vacant,FALSE,TRUE,3128,W,55TH,ST,60632,1156348.7,1867988.22,14,9,63,41.79354,-87.70221904,"(41.79354000407062, -87.70221904293325)",170316304003019
31,Vacant/Abandoned Building,17-00116834,1/7/17,Front,,Boarded,,Vacant,FALSE,FALSE,5400,S,HALSTED,ST,60609,1171889.404,1869019.24,20,9,61,41.79604203,-87.64520226,"(41.796042028390346, -87.64520225549494)",170316121001032
32,Vacant/Abandoned Building,17-00125847,1/8/17,Rear,,Open,REAR,Vacant,TRUE,FALSE,8229,S,ELIZABETH,ST,60620,1169422.979,1850211.457,21,6,71,41.74448493,-87.6547909,"(41.744484933972025, -87.6547909009778)",170317107003009
33,Vacant/Abandoned Building,17-00133845,1/8/17,Rear,,Open,WINDOW,Vacant,FALSE,TRUE,13135,S,BUFFALO,AVE,60633,1200084.029,1818474.239,10,4,55,41.65667676,-87.54351345,"(41.65667675774092, -87.54351345401501)",170315501006014
34,Vacant/Abandoned Building,17-00136514,1/9/17,Front,,Open,,Vacant,TRUE,FALSE,4834,S,SEELEY,AVE,60609,1163507.61,1872600.913,15,9,61,41.80605059,-87.67583839,"(41.80605058523871, -87.67583839331903)",170316115001006
35,Vacant/Abandoned Building,17-00144558,1/9/17,Rear,,Open,REAR,Vacant,FALSE,FALSE,1422,N,BOSWORTH,AVE,60642,1165808.705,1909557.172,2,14,24,41.90741331,-87.6663459,"(41.907413306107074, -87.66634589823559)",170312416001006
36,Vacant/Abandoned Building,17-00145159,1/9/17,Front,,Open,FRONT DOOR AND WINDOW,Vacant,FALSE,FALSE,10403,S,COTTAGE GROVE,AVE,60628,1182600.191,1836113.37,9,5,50,41.70550282,-87.60694422,"(41.7055028227511, -87.60694422324983)",170314909024007
37,Vacant/Abandoned Building,17-00142890,1/9/17,Front,,Open,FRONT AND REAR,Vacant,TRUE,FALSE,1140,S,FRANCISCO,AVE,60612,1157197.424,1894971.686,28,11,29,41.86756876,-87.69837547,"(41.86756875788319, -87.69837546938611)",170318386002008
38,Vacant/Abandoned Building,17-00144091,1/9/17,Front,,Boarded,,Vacant,FALSE,TRUE,12207,S,LOOMIS,ST,60643,1169210.601,1823800.383,34,5,53,41.67201342,-87.65632991,"(41.672013420390314, -87.65632990776044)",170315304002030
39,Vacant/Abandoned Building,17-00143430,1/9/17,Front,,Boarded,,Vacant,TRUE,FALSE,5219,W,ADAMS,ST,60644,1141611.25,1898832.372,29,15,25,41.87846508,-87.75550007,"(41.878465080349464, -87.75550007088034)",170312521021000
40,Vacant/Abandoned Building,17-00168686,1/10/17,,,,,,,,6826,S,LANGLEY,AVE,60637,1182068.138,1859905.454,20,3,42,41.77080331,-87.6081584,"(41.77080330729925, -87.60815839637537)",170314212002003
41,Vacant/Abandoned Building,17-00167112,1/10/17,Front,,Open,OPEN,Vacant,TRUE,TRUE,1209,E,93RD,ST,60619,1185928.218,1843557.465,8,4,47,41.7258526,-87.59452353,"(41.725852603592195, -87.59452352761267)",170314701002048
42,Vacant/Abandoned Building,17-00163670,1/10/17,Front,,Open,FRONT DOOR AND WINDOWS,Vacant,FALSE,TRUE,4236,W,HADDON,AVE,60651,1147926.797,1907330.36,37,11,23,41.90166547,-87.73209184,"(41.901665471110675, -87.7320918427675)",170318421004009
43,Vacant/Abandoned Building,17-00167744,1/10/17,Rear,,Open,FRONT -REAR-DOORS ARE OPEN,Vacant,FALSE,TRUE,2631,W,23RD,PL,60608,1159192.921,1888301.27,12,10,30,41.84922371,-87.69123279,"(41.849223709229854, -87.69123279257497)",170313012003002
44,Vacant/Abandoned Building,17-00166325,1/10/17,Front,,Open,FRONT,Vacant,FALSE,TRUE,9828,S,AVENUE L,,60617,1201799.36,1840538.234,10,4,52,41.7171791,-87.5364902,"(41.71717910467567, -87.5364902033005)",170315202003014
45,Vacant/Abandoned Building,17-00166512,1/10/17,,,,,,,,2747,W,LAKE,ST,60612,1157965,1901069.652,27,12,27,41.88428656,-87.69539117,"(41.8842865560906, -87.69539117429433)",170318371002017
46,Vacant/Abandoned Building,17-00171493,1/10/17,Rear,,Open,,Vacant,TRUE,FALSE,3655,E,99TH,ST,60617,1202248.063,1840049.384,10,4,52,41.71582625,-87.53486344,"(41.715826252975596, -87.5348634441887)",170315201001041
47,Vacant/Abandoned Building,17-00183419,1/11/17,Rear,,Open,,Vacant,FALSE,FALSE,7717,S,SAGINAW,AVE,60649,1195262.445,1854308.293,7,4,43,41.75512884,-87.5599784,"(41.75512883649616, -87.55997839741427)",170314313012001
48,Vacant/Abandoned Building,17-00194690,1/11/17,Front,,Boarded,ALL AROUND,Vacant,FALSE,TRUE,6544,S,WINCHESTER,AVE,60636,1164482.31,1861262.289,15,7,67,41.77491546,-87.67258315,"(41.774915455517146, -87.67258315441731)",170316713001021
49,Vacant/Abandoned Building,17-00183515,1/11/17,Front,,Open,BROKEN WINDOW AT THE SIDE,Vacant,FALSE,FALSE,7400,S,MARYLAND,AVE,60619,1183181.584,1856132.007,8,3,69,41.76042276,-87.60419422,"(41.76042276405855, -87.60419422199362)",170318418001019
50,Vacant/Abandoned Building,17-00181011,1/11/17,Front,,Open,FRONT,Vacant,FALSE,FALSE,6321,S,ST LAWRENCE,AVE,60637,1181321.333,1863228.521,20,3,42,41.77993937,-87.61079353,"(41.77993937366248, -87.61079353183622)",170314207004000
51,Vacant/Abandoned Building,17-00188726,1/11/17,Front,,Open,FRONT DOOR,Vacant,FALSE,FALSE,6421,S,PAULINA,ST,60636,1166100.727,1862086.863,15,7,67,41.77714392,-87.66662682,"(41.77714391824677, -87.66662682122698)",170316712002004
52,Vacant/Abandoned Building,17-00181632,1/11/17,Rear,,Boarded,FIRE ESCAPE STAIRS,Vacant,FALSE,TRUE,116,N,PULASKI,RD,60624,1149714.42,1900212.128,28,11,26,41.88209772,-87.7257108,"(41.88209772364958, -87.72571079578839)",170312602001022
53,Vacant/Abandoned Building,17-00183629,1/11/17,,,,,,,,4223,W,MAYPOLE,AVE,60624,1148196.063,1901118.697,28,11,26,41.88461482,-87.73126289,"(41.88461481507163, -87.73126289152201)",170312603001011
54,Vacant/Abandoned Building,17-00195370,1/11/17,Rear,,Open,REAR,Vacant,FALSE,TRUE,4529,W,WEST END,AVE,60624,1146042.467,1900588.653,28,11,26,41.8832015,-87.73918475,"(41.8832015018312, -87.73918475321467)",170312604001026
55,Vacant/Abandoned Building,17-00190943,1/11/17,,,,,,,,26,E,120TH,PL,60628,1178572.093,1825072.25,9,5,53,41.67529668,-87.62202849,"(41.67529668345602, -87.62202849228407)",170315306003018
56,Vacant/Abandoned Building,17-00191597,1/11/17,Garage,,Open,THE GARAGE SIDE DOOR IS UNSECURED.,Vacant,FALSE,FALSE,4155,W,78TH,PL,60652,1150007.247,1852113.245,18,8,70,41.75010188,-87.72588407,"(41.75010188062716, -87.72588406569612)",170317002004009
57,Vacant/Abandoned Building,17-00218032,1/12/17,Rear,,Open,REA,Vacant,FALSE,TRUE,2735,W,WARREN,BLVD,60612,1158138.28,1900240.614,27,12,27,41.88200806,-87.69477752,"(41.882008060897476, -87.69477751966029)",170318374001002
58,Vacant/Abandoned Building,17-00204618,1/12/17,Front,,Open,FRONT,Vacant,FALSE,FALSE,8151,S,BURNHAM,AVE,60617,1196249.67,1851460.708,7,4,46,41.74729044,-87.55645479,"(41.747290441921685, -87.55645479091802)",170314603024004
59,Vacant/Abandoned Building,17-00206072,1/12/17,Rear,,Open,REAR AND FRONT WINDOW,Vacant,FALSE,FALSE,8230,S,DOBSON,AVE,60619,1184667.912,1850627.672,8,6,44,41.74528361,-87.59891905,"(41.74528361434621, -87.59891905480231)",170314401021001
60,Vacant/Abandoned Building,17-00203249,1/12/17,Front,,Open,,Vacant,FALSE,FALSE,5154,S,MAY,ST,60609,1169526.069,1870632.265,20,9,61,41.80051993,-87.65382198,"(41.8005199347865, -87.65382198015207)",170316120001004
61,Vacant/Abandoned Building,17-00226196,1/13/17,Rear,,Open,REAR,Vacant,FALSE,FALSE,6745,S,HONORE,ST,60636,1165179.028,1859947.553,16,7,67,41.77129293,-87.67006625,"(41.77129292926869, -87.6700662497973)",170316713002006
62,Vacant/Abandoned Building,17-00226654,1/13/17,Front,,Open,"WINDOWS, FRONT & REAR",Vacant,TRUE,TRUE,3829,S,WABASH,AVE,60653,1177355.32,1879625.47,3,2,35,41.82502465,-87.62483788,"(41.825024653223046, -87.62483788292464)",170313514001034
63,Vacant/Abandoned Building,17-00223978,1/13/17,Rear,,Boarded,REAR DOOR IS OPEN,Vacant,FALSE,TRUE,9350,S,LUELLA,AVE,60617,1192796.567,1843741.454,7,4,48,41.72619297,-87.56935878,"(41.72619297054421, -87.5693587751203)",170314804003002
64,Vacant/Abandoned Building,17-00231934,1/13/17,Front,,Boarded,,Vacant,FALSE,FALSE,9526,S,LOWE,AVE,60628,1173648.274,1841698.18,21,22,73,41.72103088,-87.63956038,"(41.721030882446485, -87.63956037538928)",170317305004014
65,Vacant/Abandoned Building,17-00223240,1/13/17,Front,,Open,ALL ENTRIES ARE OPEN,Vacant,FALSE,TRUE,921,N,HOYNE,AVE,60622,1162234.371,1906211.18,2,12,24,41.89830717,-87.67956967,"(41.898307167341464, -87.67956967320787)",170312423002011
66,Vacant/Abandoned Building,17-00226846,1/13/17,Front,,Open,ALL AROUND,Vacant,FALSE,TRUE,11011,S,HALSTED,ST,60628,1172943.853,1831833.09,34,22,49,41.69397516,-87.64243042,"(41.693975158872775, -87.64243042404436)",170317501001012
67,Vacant/Abandoned Building,17-00246840,1/14/17,Rear,,Open,NONE,Vacant,FALSE,FALSE,6402,S,INGLESIDE,AVE,60637,1183826.213,1862724.567,20,3,42,41.77849836,-87.60162611,"(41.77849835722312, -87.60162610906094)",170314208001008
68,Vacant/Abandoned Building,17-00256334,1/15/17,Front,,Open,FRONT AND REAR,Vacant,FALSE,TRUE,315,W,59TH,PL,60621,1175216.578,1865502.406,20,7,68,41.78631774,-87.6331064,"(41.78631773888965, -87.63310640059768)",170318346003013
69,Vacant/Abandoned Building,17-00261722,1/15/17,Rear,,Open,BACK DOOR OPEN,Vacant,FALSE,TRUE,2761,W,86TH,PL,60652,1159488.002,1847129.961,18,8,70,41.73623803,-87.69127831,"(41.736238030468655, -87.69127831292045)",170317005022028
70,Vacant/Abandoned Building,17-00281290,1/16/17,Front,,Open,FRONT FOOR,Vacant,TRUE,FALSE,6448,S,EBERHART,AVE,60637,1180686.131,1862365.133,20,3,42,41.77758478,-87.61314876,"(41.77758477686437, -87.6131487585775)",170314207005006
71,Vacant/Abandoned Building,17-00281399,1/16/17,Front,,Boarded,NONE,Vacant,FALSE,FALSE,125,E,111TH,ST,60628,1179055.3,1831389.897,9,5,49,41.69262227,-87.62006843,"(41.692622274210684, -87.62006842835125)",170314909012029
72,Vacant/Abandoned Building,17-00293866,1/17/17,Front,,Open,,Vacant,FALSE,FALSE,11336,S,FORRESTVILLE,AVE,60628,1181945.255,1829910.899,9,5,50,41.68849755,-87.60953338,"(41.688497546078985, -87.60953338243598)",170315003002016
73,Vacant/Abandoned Building,17-00293860,1/17/17,Front,,Open,,Vacant,FALSE,FALSE,7778,S,DANTE,AVE,60619,1186683.625,1853640.329,8,4,45,41.75350319,-87.59143806,"(41.75350319353309, -87.59143805694184)",170318343002010
74,Vacant/Abandoned Building,17-00300705,1/17/17,Front,,Open,,Vacant,FALSE,FALSE,3803,W,OHIO,ST,60624,1150917.086,1903735.009,27,11,23,41.89174143,-87.7212023,"(41.89174143068601, -87.72120230022018)",170312315005003
75,Vacant/Abandoned Building,17-00299901,1/17/17,Rear,,Open,,Vacant,FALSE,TRUE,9522,S,PRINCETON,AVE,60628,1175957.625,1841786.055,21,5,49,41.72122064,-87.63109912,"(41.72122064019547, -87.63109911632755)",170314906001010
76,Vacant/Abandoned Building,17-00295194,1/17/17,Front,,Open,DOORS AND WINDOW,Vacant,FALSE,FALSE,1619,S,KARLOV,AVE,60623,1149319.813,1891604.071,24,10,29,41.85848387,-87.72738293,"(41.85848386973424, -87.72738293352039)",170312925001001
77,Vacant/Abandoned Building,17-00292279,1/17/17,Front,,Open,,Vacant,FALSE,FALSE,5346,S,UNION,AVE,60609,1172541.085,1869425.319,20,9,61,41.79714201,-87.64280055,"(41.797142012581475, -87.64280054928207)",170318438002025
78,Vacant/Abandoned Building,17-00292270,1/17/17,Rear,,Open,,Vacant,FALSE,FALSE,5204,S,CARPENTER,ST,60609,1170196.583,1870298.917,20,9,61,41.79959062,-87.65137269,"(41.79959062084104, -87.651372692835)",170316120002003
79,Vacant/Abandoned Building,17-00292274,1/17/17,Rear,,Open,,Vacant,TRUE,FALSE,845,W,51ST,PL,60609,1171542.642,1870697.9,20,9,61,41.80065606,-87.64642466,"(41.80065606157859, -87.64642465783432)",170316121001004
80,Vacant/Abandoned Building,17-00302029,1/17/17,Front,,Boarded,,Vacant,FALSE,TRUE,11850,S,WATKINS,AVE,60643,1165620.943,1826462.059,34,22,75,41.67939417,-87.66939306,"(41.679394173293915, -87.66939305879797)",170317505004007
81,Vacant/Abandoned Building,17-00297831,1/17/17,Rear,,Boarded,,Vacant,FALSE,FALSE,8508,S,PHILLIPS,AVE,60617,1193979.129,1849037.284,7,4,46,41.74069632,-87.56485383,"(41.7406963153994, -87.5648538268927)",170314604004006
82,Vacant/Abandoned Building,17-00297900,1/17/17,,,,,,,,7148,S,ABERDEEN,ST,60621,1170218.911,1857405.895,6,7,68,41.76421016,-87.65166564,"(41.7642101591921, -87.65166564205607)",170316814004004
83,Vacant/Abandoned Building,17-00298455,1/17/17,Front,,Open,BASEMENT AND GARAGE DOOR,Vacant,FALSE,TRUE,7541,S,JEFFERY,BLVD,60649,1190846.908,1855360.446,8,4,43,41.75812381,-87.57612591,"(41.758123813437976, -87.57612590817463)",170318342002000
84,Vacant/Abandoned Building,17-00293583,1/17/17,Front,,Open,,Vacant,FALSE,TRUE,3403,W,ADAMS,ST,60624,1153729.015,1898867.018,28,11,27,41.87832766,-87.71100495,"(41.8783276579417, -87.71100494710963)",170312714001010
85,Vacant/Abandoned Building,17-00295648,1/17/17,Garage,,Open,,Vacant,FALSE,FALSE,1947,S,AVERS,AVE,60623,1151049.929,1890058.492,24,10,29,41.85420893,-87.7210727,"(41.85420893375261, -87.72107270003107)",170312924001010
86,Vacant/Abandoned Building,17-00292239,1/17/17,Front,,Open,,Vacant,FALSE,FALSE,5027,S,ABERDEEN,ST,60609,1169835.629,1871468.748,20,9,61,41.80280862,-87.65266243,"(41.80280861526759, -87.65266243463788)",170316110001023
87,Vacant/Abandoned Building,17-00296115,1/17/17,,,,,,,,3001,W,FULTON,BLVD,60612,1156323.306,1901856.925,27,12,27,41.88648024,-87.7013984,"(41.886480241253636, -87.70139840455714)",170318371001008
88,Vacant/Abandoned Building,17-00293376,1/17/17,,,,,,,,10734,S,LANGLEY,AVE,60628,1182818.831,1833863.68,9,5,50,41.69932432,-87.60621315,"(41.69932431827315, -87.60621314551233)",170315002001000
89,Vacant/Abandoned Building,17-00293377,1/17/17,,,,,,,,10601,S,CHAMPLAIN,AVE,60628,1182482.41,1834804.834,9,5,50,41.70191476,-87.60741591,"(41.701914755836924, -87.60741591122544)",170315002002011
90,Vacant/Abandoned Building,17-00314434,1/18/17,Front,,Open,NOT BOARDED UP AT ALL,Vacant,TRUE,TRUE,4733,S,PAULINA,ST,60609,1165807.942,1873319.495,20,9,61,41.80797386,-87.66738118,"(41.80797385531806, -87.6673811812064)",170316113003004
91,Vacant/Abandoned Building,17-00310682,1/18/17,Front,,Boarded,,Vacant,FALSE,FALSE,7720,S,EMERALD,AVE,60620,1172639.224,1853673.91,17,6,71,41.75391615,-87.6429044,"(41.75391615274938, -87.64290440305835)",170317101001009
92,Vacant/Abandoned Building,17-00317797,1/18/17,Rear,,Open,FRONT ENTRANCE,Vacant,TRUE,FALSE,8051,S,BURNHAM,AVE,60617,1196235.461,1852122.65,7,4,46,41.74910721,-87.55648496,"(41.74910721360846, -87.55648495655825)",170314603022004
93,Vacant/Abandoned Building,17-00316484,1/18/17,Front,,Open,NOT BOARDED UP,Vacant,FALSE,TRUE,1653,E,70TH,ST,60649,1188643,1858903.25,5,3,43,41.76789852,-87.58408979,"(41.76789852366739, -87.5840897864314)",170314302003001
94,Vacant/Abandoned Building,17-00318240,1/18/17,Front,,Open,FRONT AND REAR,Vacant,FALSE,TRUE,954,N,PULASKI,RD,60651,1149548.086,1906076.464,37,11,23,41.89819332,-87.7261692,"(41.89819331684054, -87.72616920442132)",170318421005000
95,Vacant/Abandoned Building,17-00316446,1/18/17,,,,,,,,210,W,30TH,ST,60616,1175300.98,1884962.44,11,9,34,41.83971598,-87.63221482,"(41.83971598170759, -87.63221481864612)",170313404001032
96,Vacant/Abandoned Building,17-00309384,1/18/17,Front,,Open,,Vacant,FALSE,TRUE,8018,S,LOOMIS,BLVD,60620,1168391.193,1851584.827,21,6,71,41.74827592,-87.65853203,"(41.7482759164818, -87.65853202984314)",170317106001009
97,Vacant/Abandoned Building,17-00309068,1/18/17,Front,,Open,,Vacant,FALSE,TRUE,6643,S,RACINE,AVE,60636,1169464.32,1860735.36,16,7,68,41.77336301,-87.65433506,"(41.7733630068261, -87.6543350626444)",170318349002011
98,Vacant/Abandoned Building,17-00321199,1/18/17,Front,,Boarded,,Vacant,FALSE,FALSE,534,W,65TH,PL,60621,1173854.767,1861470.37,20,7,68,41.77528371,-87.63821897,"(41.775283710196675, -87.63821897378095)",170316809001016
99,Vacant/Abandoned Building,17-00311364,1/18/17,Front,,Open,,Vacant,FALSE,FALSE,5238,S,HERMITAGE,AVE,60609,1165567.161,1869961.136,16,9,61,41.79876324,-87.66835961,"(41.79876324248903, -87.6683596055418)",170316118001023
100,Vacant/Abandoned Building,17-00311475,1/18/17,Rear,,Open,,Vacant,FALSE,FALSE,938,W,VERMONT,ST,60643,1172316.317,1819843.894,34,5,53,41.66108862,-87.64507862,"(41.66108862206857, -87.64507861756931)",170315305031010
101,Vacant/Abandoned Building,17-00318231,1/18/17,Front,,Open,,Vacant,FALSE,FALSE,2506,W,55TH,ST,60632,1160548.701,1868121.504,14,9,63,41.79382011,-87.6868142,"(41.79382011080957, -87.6868142049548)",170318351001004
102,Vacant/Abandoned Building,17-00319862,1/18/17,Front,,Open,DOOR AND WINDOWS,Vacant,TRUE,TRUE,2619,W,LITHUANIAN PLAZA,CT,60629,1160027.035,1858797.354,17,8,66,41.76824409,-87.68898334,"(41.76824409358222, -87.68898334039832)",170316609003018
103,Vacant/Abandoned Building,17-00315764,1/18/17,Front,,Open,,Vacant,FALSE,FALSE,6500,N,MILWAUKEE,AVE,60631,1132050.496,1942778.457,41,16,10,41.99922942,-87.78958224,"(41.99922941862826, -87.78958224339958)",170311002001001
104,Vacant/Abandoned Building,17-00328582,1/19/17,Front,,Open,,Vacant,FALSE,FALSE,9612,S,DR MARTIN LUTHER KING JR,DR,60628,1180604.337,1841326.75,9,5,49,41.71985498,-87.61409332,"(41.719854977339935, -87.61409332063323)",170314905001008
105,Vacant/Abandoned Building,17-00331836,1/19/17,Rear,,Open,GARAGE,Vacant,FALSE,FALSE,8040,S,SOUTH SHORE,DR,60617,1198548.939,1852259.544,7,4,46,41.74942523,-87.5480031,"(41.7494252297462, -87.54800309883971)",170314601002002
