Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,What is the Nature of this Code Violation?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location
01/02/2017,Completed,01/03/2017,17-00012728,Sanitation Code Violation,Garbage in alley,6156 S KARLOV AVE,60629,1150093.1724781,1863460.0832725,23,8,65,41.78123782345127,-87.72527525417806,"(41.78123782345127, -87.72527525417806)"
01/02/2017,Completed,01/03/2017,17-00015443,Sanitation Code Violation,Overflowing carts,2433 N ASHLAND AVE,60614,1165256.82328675,1916370.18007931,32,19,7,41.926120388059594,-87.66817909285737,"(41.926120388059594, -87.66817909285737)"
01/02/2017,Completed,01/03/2017,17-00017008,Sanitation Code Violation,Dumpster not being emptied,4400 S DREXEL BLVD,60653,1182932.25188636,1876025.24999466,4,2,39,41.81501736681795,-87.60448996218275,"(41.81501736681795, -87.60448996218275)"
01/02/2017,Completed,01/03/2017,17-00019975,Sanitation Code Violation,Other,445 N RIDGEWAY AVE,60624,1151308.78988883,1902733.02996857,27,11,23,41.88898421978483,-87.71979005105871,"(41.88898421978483, -87.71979005105871)"
01/02/2017,Completed,01/03/2017,17-00023515,Sanitation Code Violation,Garbage in yard,4240 N KEELER AVE,60641,1147643.18428477,1927851.43699867,39,17,16,41.95798262337295,-87.73260547955365,"(41.95798262337295, -87.73260547955365)"
01/02/2017,Completed,01/03/2017,17-00025284,Sanitation Code Violation,Garbage in alley,1310 N LA SALLE DR,60610,1174892.27708159,1909097.19600808,2,18,8,41.905952444333785,-87.63299196329922,"(41.905952444333785, -87.63299196329922)"
01/02/2017,Completed,01/03/2017,17-00025623,Sanitation Code Violation,Garbage in alley,1043 E 43RD ST,60653,1184032.95536959,1876715.56956745,4,2,39,41.81688596394339,-87.6004308765625,"(41.81688596394339, -87.6004308765625)"
01/02/2017,Completed,01/03/2017,17-00026533,Sanitation Code Violation,Garbage in yard,4140 N PITTSBURGH AVE,60634,1120338.38858905,1926482.2144075,38,16,17,41.95470667137491,-87.83301902198677,"(41.95470667137491, -87.83301902198677)"
01/02/2017,Completed,01/03/2017,17-00028451,Sanitation Code Violation,Garbage in yard,1501 W SCHOOL ST,60657,1165719.70993075,1922000.43473254,44,19,6,41.9415602438082,-87.6663172543744,"(41.9415602438082, -87.6663172543744)"
01/02/2017,Completed,01/03/2017,17-00028728,Sanitation Code Violation,Other,2000 W CONGRESS PKWY,60612,1163138.5282015,1897732.28810811,27,12,28,41.87502143860257,-87.67648715344943,"(41.87502143860257, -87.67648715344943)"
01/02/2017,Completed,01/03/2017,17-00028729,Sanitation Code Violation,Other,2000 W VAN BUREN ST,60612,1163124.15946841,1898164.26967381,27,12,28,41.87620713546217,-87.67652777241643,"(41.87620713546217, -87.67652777241643)"
01/02/2017,Completed,01/03/2017,17-00028734,Sanitation Code Violation,Other,2000 W JACKSON BLVD,60612,1163115.72989984,1898627.53167054,27,12,28,41.877478543567285,-87.67654570674573,"(41.877478543567285, -87.67654570674573)"
01/02/2017,Completed,01/03/2017,17-00029779,Sanitation Code Violation,Dumpster not being emptied,1910 W MORSE AVE,60626,1162261.89407229,1946075.2295748,49,24,1,42.007695596571,-87.67834957051888,"(42.007695596571, -87.67834957051888)"
01/02/2017,Completed,01/03/2017,17-00029864,Sanitation Code Violation,Dumpster not being emptied,1912 W MORSE AVE,60626,1162243.89407229,1946074.6295748,49,24,1,42.00769432802497,-87.67841581311149,"(42.00769432802497, -87.67841581311149)"
01/02/2017,Completed,01/03/2017,17-00031280,Sanitation Code Violation,Overflowing carts,6255 W 63RD ST,60638,1135712.11010593,1862087.28768297,13,8,64,41.77773758318669,-87.77803290722633,"(41.77773758318669, -87.77803290722633)"
01/02/2017,Completed,01/03/2017,17-00031634,Sanitation Code Violation,Construction Site Cleanliness/Fence,1838 W 17TH ST,60608,1164389.58779877,1891767.21799478,25,12,31,41.858626391419904,-87.67206249075724,"(41.858626391419904, -87.67206249075724)"
01/02/2017,Completed,01/03/2017,17-00032133,Sanitation Code Violation,Other,910 S WABASH AVE,60605,1176927.76086746,1896189.94497946,4,1,32,41.870488427726414,-87.62590585857481,"(41.870488427726414, -87.62590585857481)"
01/02/2017,Completed,01/03/2017,17-00033254,Sanitation Code Violation,Garbage in alley,3407 N KARLOV AVE,60641,1148623.49740018,1922527.57278489,30,17,16,41.94335460473659,-87.72913945342785,"(41.94335460473659, -87.72913945342785)"
01/02/2017,Completed,01/03/2017,17-00034129,Sanitation Code Violation,Dog feces in yard,7437 N ROGERS AVE,60626,1163494.51997516,1949389.4606902,49,24,1,42.01676394687118,-87.67372053068941,"(42.01676394687118, -87.67372053068941)"
01/02/2017,Completed,01/03/2017,17-00037699,Sanitation Code Violation,Overflowing carts,6600 N NEWGARD AVE,60626,1165402.69607367,1943943.83461346,49,24,1,42.001780487238975,-87.66685497799794,"(42.001780487238975, -87.66685497799794)"
01/02/2017,Completed - Dup,01/04/2017,17-00015728,Sanitation Code Violation,Overflowing carts,7728 S YATES BLVD,60649,1193540.34817743,1854190.31998738,7,4,43,41.754847415100095,-87.56629314351576,"(41.754847415100095, -87.56629314351576)"
01/02/2017,Completed - Dup,01/04/2017,17-00015731,Sanitation Code Violation,Overflowing carts,7740 S YATES BLVD,60649,1193542.14817743,1854110.21998738,7,4,43,41.75462757029349,-87.56628916429095,"(41.75462757029349, -87.56628916429095)"
01/02/2017,Completed - Dup,01/04/2017,17-00015733,Sanitation Code Violation,Overflowing carts,7748 S YATES BLVD,60649,1193543.44817743,1854056.71998738,7,4,43,41.75448073022997,-87.56628614828854,"(41.75448073022997, -87.56628614828854)"
01/02/2017,Completed,01/04/2017,17-00015660,Sanitation Code Violation,Dumpster not being emptied,7740 S YATES BLVD,60649,1193542.14817743,1854110.21998738,7,4,43,41.75462757029349,-87.56628916429095,"(41.75462757029349, -87.56628916429095)"
01/02/2017,Completed,01/04/2017,17-00015666,Sanitation Code Violation,Dumpster not being emptied,7748 S YATES BLVD,60649,1193543.44817743,1854056.71998738,7,4,43,41.75448073022997,-87.56628614828854,"(41.75448073022997, -87.56628614828854)"
01/02/2017,Completed,01/04/2017,17-00015668,Sanitation Code Violation,Overflowing carts,7728 S YATES BLVD,60649,1193540.34817743,1854190.31998738,7,4,43,41.754847415100095,-87.56629314351576,"(41.754847415100095, -87.56629314351576)"
01/02/2017,Completed,01/04/2017,17-00015729,Sanitation Code Violation,Overflowing carts,7742 S YATES BLVD,60649,1193542.44817743,1854096.81998738,7,4,43,41.754590792287615,-87.56628850272202,"(41.754590792287615, -87.56628850272202)"
01/02/2017,Completed,01/04/2017,17-00015734,Sanitation Code Violation,Overflowing carts,7746 S YATES BLVD,60649,1193543.14817743,1854070.11998738,7,4,43,41.754517508236546,-87.56628680985594,"(41.754517508236546, -87.56628680985594)"
01/02/2017,Completed,01/04/2017,17-00015736,Sanitation Code Violation,Overflowing carts,7750 S YATES BLVD,60649,1193536.04817743,1854377.31998738,7,4,43,41.7553606631378,-87.56630279163524,"(41.7553606631378, -87.56630279163524)"
01/02/2017,Completed,01/04/2017,17-00022681,Sanitation Code Violation,Garbage in alley,5110 S MAJOR AVE,60638,1139227.05993134,1870167.36429515,14,8,56,41.79984771455198,-87.76495094023683,"(41.79984771455198, -87.76495094023683)"
01/02/2017,Completed,01/04/2017,17-00025895,Sanitation Code Violation,Dumpster not being emptied,1318 N KEDZIE AVE,60651,1154785.31413276,1908652.76009288,26,14,23,41.905159590571806,-87.70686408988122,"(41.905159590571806, -87.70686408988122)"
01/02/2017,Completed,01/04/2017,17-00026542,Sanitation Code Violation,Overflowing carts,11257 S PARNELL AVE,60628,1174645.71761988,1830239.61278636,34,22,49,41.68956478404949,-87.63624669837645,"(41.68956478404949, -87.63624669837645)"
01/02/2017,Completed,01/04/2017,17-00027655,Sanitation Code Violation,Garbage in alley,3509 W FULLERTON AVE,60647,1152664.90993391,1915734.47261925,35,14,22,41.92463466780618,-87.71446534091491,"(41.92463466780618, -87.71446534091491)"
01/02/2017,Completed,01/04/2017,17-00038723,Sanitation Code Violation,Garbage in alley,3120 W WALTON ST,60622,1155356.42796843,1906165.39540269,26,12,23,41.89832257355335,-87.70483313832914,"(41.89832257355335, -87.70483313832914)"
01/02/2017,Completed,01/05/2017,17-00015579,Sanitation Code Violation,Dumpster not being emptied,6244 S DR MARTIN LUTHER KING JR DR,60637,1179992.76047658,1863697.99999583,20,3,40,41.781258201458954,-87.61564985811191,"(41.781258201458954, -87.61564985811191)"
01/02/2017,Completed,01/05/2017,17-00019186,Sanitation Code Violation,Other,2503 W 54TH ST,60632,1160591.92009475,1868622.74518133,14,9,63,41.795194689712,-87.68664189658585,"(41.795194689712, -87.68664189658585)"
01/02/2017,Completed,01/05/2017,17-00020669,Sanitation Code Violation,Dumpster not being emptied,4720 S DREXEL BLVD,60615,1182983.97382249,1873901.29379308,4,2,39,41.80918786594334,-87.60436632844508,"(41.80918786594334, -87.60436632844508)"
01/02/2017,Completed,01/05/2017,17-00023511,Sanitation Code Violation,Other,1211 E 55TH ST,60615,1185209.70917837,1868774.83110532,5,2,41,41.79506836848156,-87.59636407440699,"(41.79506836848156, -87.59636407440699)"
01/02/2017,Completed,01/05/2017,17-00037742,Sanitation Code Violation,Dumpster not being emptied,826 E 47TH PL,60615,1182682.53167366,1873697.85021998,4,2,39,41.808636611877986,-87.60547826809501,"(41.808636611877986, -87.60547826809501)"
01/02/2017,Completed,01/05/2017,17-00037792,Sanitation Code Violation,Dumpster not being emptied,822 E 47TH PL,60615,1182637.83167366,1873696.85021998,4,2,39,41.80863490651228,-87.60564224701959,"(41.80863490651228, -87.60564224701959)"
01/02/2017,Completed,01/06/2017,17-00013211,Sanitation Code Violation,Other,17 W 35TH ST,60616,1176681.47990024,1881798.81309359,3,2,35,41.831003706605465,-87.62724446061792,"(41.831003706605465, -87.62724446061792)"
01/02/2017,Completed,01/06/2017,17-00015339,Sanitation Code Violation,Dumpster not being emptied,250 W 47TH ST,60609,1175277.19471001,1873805.26847955,3,9,37,41.80910026736879,-87.63263600450566,"(41.80910026736879, -87.63263600450566)"
01/02/2017,Completed,01/06/2017,17-00017839,Sanitation Code Violation,Overflowing carts,5760 N MILWAUKEE AVE,60646,1135448.75050918,1937989.55099116,45,16,11,41.9860283681292,-87.77719519682914,"(41.9860283681292, -87.77719519682914)"
01/02/2017,Completed - Dup,01/09/2017,17-00027686,Sanitation Code Violation,Garbage in yard,6914 S JUSTINE ST,60636,1167197.48652028,1858876.52109268,16,7,67,41.76831092277542,-87.66269788735013,"(41.76831092277542, -87.66269788735013)"
01/02/2017,Completed,01/09/2017,17-00023104,Sanitation Code Violation,Dog feces in yard,6223 S CAMPBELL AVE,60629,1160772.18726875,1863315.10212511,16,8,66,41.78062607979888,-87.68612736308135,"(41.78062607979888, -87.68612736308135)"
01/02/2017,Completed,01/09/2017,17-00026699,Sanitation Code Violation,Garbage in yard,6928 S JUSTINE ST,60636,1167200.18652028,1858782.72109268,16,7,67,41.76805346550649,-87.66269067140219,"(41.76805346550649, -87.66269067140219)"
01/02/2017,Completed,01/09/2017,17-00027007,Sanitation Code Violation,Garbage in yard,6914 S JUSTINE ST,60636,1167197.48652028,1858876.52109268,16,7,67,41.76831092277542,-87.66269788735013,"(41.76831092277542, -87.66269788735013)"
01/02/2017,Completed,01/09/2017,17-00027008,Sanitation Code Violation,Garbage in alley,6920 S JUSTINE ST,60636,1167198.58652028,1858836.32109268,16,7,67,41.76820058516994,-87.6626950042515,"(41.76820058516994, -87.6626950042515)"
01/02/2017,Completed,01/09/2017,17-00027687,Sanitation Code Violation,Garbage in yard,6926 S JUSTINE ST,60636,1167199.78652028,1858796.12109268,16,7,67,41.76809024542269,-87.66269175461306,"(41.76809024542269, -87.66269175461306)"
01/02/2017,Completed,01/10/2017,17-00022025,Sanitation Code Violation,Overflowing carts,9592 S COLFAX AVE,60617,1195147.05262627,1841830.69001458,10,4,51,41.72089209316941,-87.56081173318486,"(41.72089209316941, -87.56081173318486)"
01/02/2017,Completed,01/11/2017,17-00027417,Sanitation Code Violation,Garbage in yard,9012 S UNION AVE,60620,1173219.8733661,1845118.11457723,21,22,71,41.73042512064282,-87.64102876823983,"(41.73042512064282, -87.64102876823983)"
01/03/2017,Completed - Dup,01/03/2017,17-00044149,Sanitation Code Violation,Garbage in alley,1310 N LA SALLE DR,60610,1174892.27708159,1909097.19600808,2,18,8,41.905952444333785,-87.63299196329922,"(41.905952444333785, -87.63299196329922)"
01/03/2017,Completed - Dup,01/03/2017,17-00044193,Sanitation Code Violation,Garbage in yard,1310 N LA SALLE DR,60610,1174892.27708159,1909097.19600808,2,18,8,41.905952444333785,-87.63299196329922,"(41.905952444333785, -87.63299196329922)"
01/03/2017,Completed - Dup,01/03/2017,17-00050708,Sanitation Code Violation,Dumpster not being emptied,4400 S DREXEL BLVD,60653,1182932.25188636,1876025.24999466,4,2,39,41.81501736681795,-87.60448996218275,"(41.81501736681795, -87.60448996218275)"
01/03/2017,Completed,01/03/2017,17-00039892,Sanitation Code Violation,Dumpster not being emptied,74 W HARRISON ST,60605,1175787.95009247,1897653.20779418,4,1,32,41.87452941248663,-87.63004641846015,"(41.87452941248663, -87.63004641846015)"
01/03/2017,Completed,01/03/2017,17-00050710,Sanitation Code Violation,,4733 W FOSTER AVE,60630,1143663.44006996,1934153.3764924,39,17,14,41.97535127582286,-87.74707804426303,"(41.97535127582286, -87.74707804426303)"
01/03/2017,Completed,01/03/2017,17-00051370,Sanitation Code Violation,Garbage in alley,1735 W DIVISION ST,60622,1164475.36000201,1908042.05147022,1,12,24,41.903284055444104,-87.67128681093564,"(41.903284055444104, -87.67128681093564)"
01/03/2017,Completed,01/03/2017,17-00051528,Sanitation Code Violation,Garbage in alley,3129 W AUGUSTA BLVD,60622,1155289.23391524,1906488.38428685,26,12,23,41.8992102351372,-87.70507125059116,"(41.8992102351372, -87.70507125059116)"
01/03/2017,Completed,01/03/2017,17-00052442,Sanitation Code Violation,Standing water,3000 N HOYNE AVE,60618,1161829.15108388,1919910.32120117,32,19,5,41.9359070302739,-87.68067510138977,"(41.9359070302739, -87.68067510138977)"
01/03/2017,Completed - Dup,01/04/2017,17-00041341,Sanitation Code Violation,Garbage in alley,7748 S YATES BLVD,60649,1193543.44817743,1854056.71998738,7,4,43,41.75448073022997,-87.56628614828854,"(41.75448073022997, -87.56628614828854)"
01/03/2017,Completed - Dup,01/04/2017,17-00049247,Sanitation Code Violation,Garbage in alley,11257 S PARNELL AVE,60628,1174645.71761988,1830239.61278636,34,22,49,41.68956478404949,-87.63624669837645,"(41.68956478404949, -87.63624669837645)"
01/03/2017,Completed,01/04/2017,17-00040438,Sanitation Code Violation,Dumpster not being emptied,6814 S PARNELL AVE,60621,1173745.53377441,1859724.04231173,6,7,68,41.770494008398664,-87.63867111738581,"(41.770494008398664, -87.63867111738581)"
01/03/2017,Completed,01/04/2017,17-00040440,Sanitation Code Violation,Garbage in yard,6818 S PARNELL AVE,60621,1173746.23377441,1859697.24231173,6,7,68,41.77042045056751,-87.63866934492887,"(41.77042045056751, -87.63866934492887)"
01/03/2017,Completed,01/04/2017,17-00040441,Sanitation Code Violation,Garbage in yard,6818 S PARNELL AVE,60621,1173746.23377441,1859697.24231173,6,7,68,41.77042045056751,-87.63866934492887,"(41.77042045056751, -87.63866934492887)"
01/03/2017,Completed,01/04/2017,17-00041655,Sanitation Code Violation,Overflowing carts,5130 N WESTERN AVE,60625,1159425.02933349,1934123.16579121,40,20,4,41.97495775462445,-87.68911779381733,"(41.97495775462445, -87.68911779381733)"
01/03/2017,Completed,01/04/2017,17-00042627,Sanitation Code Violation,Garbage in alley,4230 N KIMBALL AVE,60618,1152959.25232148,1928048.88000988,35,17,16,41.95842049480588,-87.7130563734635,"(41.95842049480588, -87.7130563734635)"
01/03/2017,Completed,01/04/2017,17-00043315,Sanitation Code Violation,Dog feces in yard,10620 S PEORIA ST,60643,1172198.65368851,1834410.70433037,34,22,73,41.70106490130995,-87.64508337021455,"(41.70106490130995, -87.64508337021455)"
01/03/2017,Completed,01/04/2017,17-00043469,Sanitation Code Violation,Garbage in alley,8509 S KINGSTON AVE,60617,1194644.31691331,1849048.67800096,7,4,46,41.74071125611969,-87.56241631672391,"(41.74071125611969, -87.56241631672391)"
01/03/2017,Completed,01/04/2017,17-00044107,Sanitation Code Violation,Dumpster not being emptied,2414 W LELAND AVE,60625,1159520.76552015,1931135.7812281,40,19,4,41.96675825090638,-87.68884838177556,"(41.96675825090638, -87.68884838177556)"
01/03/2017,Completed,01/04/2017,17-00046001,Sanitation Code Violation,Other,5307 W NELSON ST,60641,1140463.32571855,1919766.33137547,31,25,19,41.93593140105718,-87.75920058515868,"(41.93593140105718, -87.75920058515868)"
01/03/2017,Completed,01/04/2017,17-00046217,Sanitation Code Violation,Dog feces in yard,3318 W 65TH PL,60629,1155398.14482944,1860996.34686931,23,8,66,41.77437237284868,-87.70589177403399,"(41.77437237284868, -87.70589177403399)"
01/03/2017,Completed,01/04/2017,17-00048956,Sanitation Code Violation,Garbage in alley,1219 W 107TH PL,60643,1170072.32622899,1833488.63382526,34,22,75,41.698580960025055,-87.65289592042396,"(41.698580960025055, -87.65289592042396)"
01/03/2017,Completed,01/04/2017,17-00048964,Sanitation Code Violation,Other,11460 S HOMEWOOD AVE,60643,1165286.29219877,1828515.39426818,34,22,75,41.68503595938191,-87.67056020985949,"(41.68503595938191, -87.67056020985949)"
01/03/2017,Completed,01/04/2017,17-00049608,Sanitation Code Violation,Garbage in yard,5847 W IOWA ST,60651,1137268.6858143,1905407.67509408,29,15,25,41.89658768905771,-87.77128715767724,"(41.89658768905771, -87.77128715767724)"
01/03/2017,Completed,01/04/2017,17-00049804,Sanitation Code Violation,Other,2318 W 35TH PL,60609,1161514.94001899,1881061.71996821,12,9,59,41.82930964105762,-87.68291191809391,"(41.82930964105762, -87.68291191809391)"
01/03/2017,Completed,01/04/2017,17-00050076,Sanitation Code Violation,Garbage in yard,3522 W BELDEN AVE,60647,1152630.93270368,1915066.35399804,35,14,22,41.92280196663911,-87.71460790234441,"(41.92280196663911, -87.71460790234441)"
01/03/2017,Completed,01/04/2017,17-00051522,Sanitation Code Violation,Garbage in alley,7022 N WESTERN AVE,60645,1159042.80889154,1946644.25172557,50,24,2,42.00932398081264,-87.6901775393621,"(42.00932398081264, -87.6901775393621)"
01/03/2017,Completed,01/04/2017,17-00051679,Sanitation Code Violation,Garbage in alley,2119 N WHIPPLE ST,60647,1155561.53179768,1913895.24020494,32,14,22,41.919529807775845,-87.7038714550715,"(41.919529807775845, -87.7038714550715)"
01/03/2017,Completed,01/04/2017,17-00052314,Sanitation Code Violation,Other,807 W DICKENS AVE,60614,1170534.90299483,1914177.57759613,43,18,7,41.91998979066432,-87.64884911454195,"(41.91998979066432, -87.64884911454195)"
01/03/2017,Completed,01/04/2017,17-00053964,Sanitation Code Violation,Other,1047 W WEBSTER AVE,60614,1168862.76970948,1914792.97980012,43,18,7,41.92171494652754,-87.6549748880382,"(41.92171494652754, -87.6549748880382)"
01/03/2017,Completed,01/04/2017,17-00054336,Sanitation Code Violation,Dumpster not being emptied,3321 N LECLAIRE AVE,60641,1141778.40339664,1921701.73909128,31,16,15,41.941218079393344,-87.75431945957374,"(41.941218079393344, -87.75431945957374)"
01/03/2017,Completed,01/04/2017,17-00054660,Sanitation Code Violation,Garbage in alley,2652 N LAMON AVE,60639,1143265.60258128,1917285.63702502,31,25,19,41.92907217408566,-87.74896399500291,"(41.92907217408566, -87.74896399500291)"
01/03/2017,Completed,01/04/2017,17-00055034,Sanitation Code Violation,Dumpster not being emptied,1739 W NORTH SHORE AVE,60626,1163463.08002443,1944551.47928681,49,24,1,42.00348908738933,-87.6739733392227,"(42.00348908738933, -87.6739733392227)"
01/03/2017,Completed,01/04/2017,17-00055119,Sanitation Code Violation,Dumpster not being emptied,6114 N HERMITAGE AVE,60660,1163657.06942556,1940749.29002972,40,24,77,41.99305167684819,-87.67336747352546,"(41.99305167684819, -87.67336747352546)"
01/03/2017,Completed,01/04/2017,17-00058374,Sanitation Code Violation,Overflowing carts,2645 N WASHTENAW AVE,60647,1157913.2339723,1917525.15819618,32,14,22,41.92944287925654,-87.69513168463378,"(41.92944287925654, -87.69513168463378)"
01/03/2017,Completed,01/04/2017,17-00058409,Sanitation Code Violation,Dumpster not being emptied,6800 W RAVEN ST,60631,1129842.82200355,1940522.57061205,41,16,10,41.99307724625449,-87.79775573208967,"(41.99307724625449, -87.79775573208967)"
01/03/2017,Completed,01/04/2017,17-00060365,Sanitation Code Violation,Other,5209 S KEELER AVE,60632,1149249.82978969,1869665.72701973,23,8,62,41.798283400153004,-87.72820703886012,"(41.798283400153004, -87.72820703886012)"
01/03/2017,Completed,01/04/2017,17-00060523,Sanitation Code Violation,Dog feces in yard,6023 S BISHOP ST,60636,1167696.19427722,1864800.88287993,16,7,67,41.784557433399414,-87.66070003061073,"(41.784557433399414, -87.66070003061073)"
01/03/2017,Completed,01/04/2017,17-00061539,Sanitation Code Violation,Other,2916 W ARTHUR AVE,60645,1155819.50658712,1942983.01038804,50,24,2,41.999343227382035,-87.70213639443439,"(41.999343227382035, -87.70213639443439)"
01/03/2017,Completed - Dup,01/05/2017,17-00051115,Sanitation Code Violation,Other,2228 W 21ST ST,60608,1161835.3564307,1890031.58080176,25,12,31,41.85391723052285,-87.68148654449845,"(41.85391723052285, -87.68148654449845)"
01/03/2017,Completed,01/05/2017,17-00041218,Sanitation Code Violation,Dumpster not being emptied,6427 S MARYLAND AVE,60637,1183006.10227906,1862469.22009608,20,3,42,41.777816770691594,-87.60464058363891,"(41.777816770691594, -87.60464058363891)"
01/03/2017,Completed,01/05/2017,17-00042703,Sanitation Code Violation,Overflowing carts,8419 S PAULINA ST,60620,1166476.356787,1848870.99649067,21,6,71,41.7408697698182,-87.6656258150546,"(41.7408697698182, -87.6656258150546)"
01/03/2017,Completed,01/05/2017,17-00042704,Sanitation Code Violation,Other,2322 W RICE ST,60622,1160769.98416671,1905612.43990037,1,12,24,41.89669467077491,-87.68496487356536,"(41.89669467077491, -87.68496487356536)"
01/03/2017,Completed,01/05/2017,17-00043389,Sanitation Code Violation,Garbage in yard,4319 W 47TH ST,60632,1148261.99012198,1873115.08757275,14,8,57,41.80776799276906,-87.73174114822618,"(41.80776799276906, -87.73174114822618)"
01/03/2017,Completed,01/05/2017,17-00044242,Sanitation Code Violation,Other,9800 S WENTWORTH AVE,60628,1176668.33976745,1839977.6083299,21,5,49,41.716242081024426,-87.62855015066917,"(41.716242081024426, -87.62855015066917)"
01/03/2017,Completed,01/05/2017,17-00045532,Sanitation Code Violation,Other,7400 S ASHLAND AVE,60636,1166965.54682149,1855647.07479859,17,7,67,41.759453849972935,-87.66364021990806,"(41.759453849972935, -87.66364021990806)"
01/03/2017,Completed,01/05/2017,17-00046477,Sanitation Code Violation,Construction Site Cleanliness/Fence,1619 W SUPERIOR ST,60622,1165466.01239389,1905085.08640445,1,12,24,41.89514889581719,-87.66773221609199,"(41.89514889581719, -87.66773221609199)"
01/03/2017,Completed,01/05/2017,17-00046521,Sanitation Code Violation,Other,2434 N CLARK ST,60614,1172637.91942376,1916578.82969295,43,19,7,41.9265326122559,-87.64105111814688,"(41.9265326122559, -87.64105111814688)"
01/03/2017,Completed,01/05/2017,17-00047033,Sanitation Code Violation,Other,100 S GREEN ST,60607,1170747.13836916,1899778.22103008,27,12,28,41.88047244657005,-87.6484916665574,"(41.88047244657005, -87.6484916665574)"
01/03/2017,Completed,01/05/2017,17-00048959,Sanitation Code Violation,Other,4041 W 49TH ST,60632,1150145.82927021,1871825.22462782,14,8,57,41.80419202688043,-87.72486513613926,"(41.80419202688043, -87.72486513613926)"
01/03/2017,Completed,01/05/2017,17-00048998,Sanitation Code Violation,Other,1616 N WESTERN AVE,60647,1160115.52901338,1910680.89551102,1,14,24,41.910616463645,-87.68722837015747,"(41.910616463645, -87.68722837015747)"
01/03/2017,Completed,01/05/2017,17-00049656,Sanitation Code Violation,Other,2108 S PRINCETON AVE,60616,1174246.83879493,1890209.02959263,25,9,34,41.85413658062718,-87.63592667900575,"(41.85413658062718, -87.63592667900575)"
01/03/2017,Completed,01/05/2017,17-00051077,Sanitation Code Violation,Other,2228 W 21ST ST,60608,1161835.3564307,1890031.58080176,25,12,31,41.85391723052285,-87.68148654449845,"(41.85391723052285, -87.68148654449845)"
01/03/2017,Completed,01/05/2017,17-00052300,Sanitation Code Violation,Other,5135 S BLACKSTONE AVE,60615,1186788.34280786,1871287.62738088,4,2,41,41.80192638413129,-87.59049567116465,"(41.80192638413129, -87.59049567116465)"
01/03/2017,Completed,01/05/2017,17-00052543,Sanitation Code Violation,Dumpster not being emptied,2525 N CLARK ST,60614,1172310.6781251,1917305.09920376,43,19,7,41.92853277067207,-87.64223206013277,"(41.92853277067207, -87.64223206013277)"
01/03/2017,Completed,01/05/2017,17-00054326,Sanitation Code Violation,Other,605 E 42ND ST,60653,1180999.58726901,1877286.28401267,4,2,38,41.81852250551238,-87.6115403237006,"(41.81852250551238, -87.6115403237006)"
01/03/2017,Completed,01/05/2017,17-00055904,Sanitation Code Violation,Standing water,4352 W 47TH ST,60632,1148015.77032568,1873109.08521543,14,8,57,41.80775624733463,-87.73264438271458,"(41.80775624733463, -87.73264438271458)"
01/03/2017,Completed,01/05/2017,17-00055909,Sanitation Code Violation,Standing water,4400 W 47TH ST,60632,1147817.86992036,1873104.40358949,14,8,57,41.80774719359453,-87.73337035816313,"(41.80774719359453, -87.73337035816313)"
01/03/2017,Completed,01/05/2017,17-00055911,Sanitation Code Violation,Standing water,4428 W 47TH ST,60632,1147525.329801,1873096.85220467,14,8,57,41.807732070447514,-87.73444352464061,"(41.807732070447514, -87.73444352464061)"
01/03/2017,Completed,01/05/2017,17-00058494,Sanitation Code Violation,Other,4832 S TRIPP AVE,60632,1148842.54899013,1872247.41377288,14,8,57,41.80537579574411,-87.72963413929897,"(41.80537579574411, -87.72963413929897)"
01/03/2017,Completed,01/05/2017,17-00058636,Sanitation Code Violation,Garbage in alley,4700 W NORTH AVE,60639,1144773.60922506,1910218.71881611,37,25,25,41.90965149782776,-87.74360105669206,"(41.90965149782776, -87.74360105669206)"
01/03/2017,Completed,01/05/2017,17-00058842,Sanitation Code Violation,Other,2001 W CONGRESS PKWY,60612,1163121.5282015,1897731.88810811,27,12,28,41.87502069794674,-87.67654958164121,"(41.87502069794674, -87.67654958164121)"
01/03/2017,Completed - Dup,01/06/2017,17-00040929,Sanitation Code Violation,Dumpster not being emptied,17 W 35TH ST,60616,1176681.47990024,1881798.81309359,3,2,35,41.831003706605465,-87.62724446061792,"(41.831003706605465, -87.62724446061792)"
01/03/2017,Completed,01/06/2017,17-00042067,Sanitation Code Violation,Overflowing carts,4238 S INDIANA AVE,60653,1178304.06649394,1876954.74301808,3,2,38,41.81767443803841,-87.62143841146647,"(41.81767443803841, -87.62143841146647)"
01/03/2017,Completed,01/06/2017,17-00043446,Sanitation Code Violation,Garbage in alley,3643 N GREENVIEW AVE,60613,1165663.37038264,1924281.51200503,44,19,6,41.94782083353026,-87.66645909700311,"(41.94782083353026, -87.66645909700311)"
01/03/2017,Completed,01/06/2017,17-00043807,Sanitation Code Violation,Other,8837 S COMMERCIAL AVE,60617,1197677.43447723,1846949.24047457,10,4,46,41.73487513683498,-87.55137339025053,"(41.73487513683498, -87.55137339025053)"
01/03/2017,Completed,01/06/2017,17-00044098,Sanitation Code Violation,Other,4013 N MONTICELLO AVE,60618,1151330.62941382,1926416.79960274,45,17,16,41.95397414232689,-87.71908684681729,"(41.95397414232689, -87.71908684681729)"
