Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,What is the Nature of this Code Violation?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location
01/16/2017,Completed,01/18/2017,17-00282789,Sanitation Code Violation,Garbage in alley,1510 N WESTERN AVE,60622,1160134.44809133,1909974.00477779,1,14,24,41.90867631009975,-87.68717843115613,"(41.90867631009975, -87.68717843115613)"
01/16/2017,Completed,01/18/2017,17-00289932,Sanitation Code Violation,Other,7605 S HALSTED ST,60620,1172284.7178306,1854429.26571814,17,6,71,41.755996743380635,-87.6441813692444,"(41.755996743380635, -87.6441813692444)"
01/16/2017,Completed,01/19/2017,17-00274874,Sanitation Code Violation,Other,2132 E 71ST ST,60649,1191773.9905937,1858339.05409097,5,3,43,41.7662749094615,-87.57263176930148,"(41.7662749094615, -87.57263176930148)"
01/16/2017,Completed,01/19/2017,17-00277253,Sanitation Code Violation,Other,2534 W CORTEZ ST,60622,1159316.74009217,1906900.06611971,1,12,24,41.90025803754904,-87.6902669515996,"(41.90025803754904, -87.6902669515996)"
01/16/2017,Completed,01/19/2017,17-00278321,Sanitation Code Violation,Garbage in alley,1933 N MOZART ST,60647,1157115.05940769,1912718.68397367,1,14,22,41.91626981244608,-87.69819557251604,"(41.91626981244608, -87.69819557251604)"
01/16/2017,Completed,01/19/2017,17-00279636,Sanitation Code Violation,Garbage in alley,1800 N RICHMOND ST,60647,1156534.42586964,1911862.22897866,1,14,22,41.913931410147974,-87.70035202326466,"(41.913931410147974, -87.70035202326466)"
01/16/2017,Completed,01/19/2017,17-00280040,Sanitation Code Violation,Garbage in alley,4722 S MARSHFIELD AVE,60609,1166138.66060847,1873312.05530149,20,9,61,41.80794640254761,-87.66616840248781,"(41.80794640254761, -87.66616840248781)"
01/16/2017,Completed,01/19/2017,17-00286266,Sanitation Code Violation,Standing water,4352 W 47TH ST,60632,1148015.77032568,1873109.08521543,14,8,57,41.80775624733463,-87.73264438271458,"(41.80775624733463, -87.73264438271458)"
01/16/2017,Completed,01/19/2017,17-00286471,Sanitation Code Violation,Standing water,4400 W 47TH ST,60632,1147817.86992036,1873104.40358949,14,8,57,41.80774719359453,-87.73337035816313,"(41.80774719359453, -87.73337035816313)"
01/16/2017,Completed,01/19/2017,17-00286473,Sanitation Code Violation,Standing water,4428 W 47TH ST,60632,1147525.329801,1873096.85220467,14,8,57,41.807732070447514,-87.73444352464061,"(41.807732070447514, -87.73444352464061)"
01/16/2017,Completed,01/20/2017,17-00275129,Sanitation Code Violation,Garbage in alley,6510 S PEORIA ST,60621,1171426.02851967,1861672.15397385,6,7,68,41.77589095499509,-87.64711650580527,"(41.77589095499509, -87.64711650580527)"
01/16/2017,Completed,01/20/2017,17-00282293,Sanitation Code Violation,Dumpster not being emptied,1940 E 73RD PL,60649,1190617.06220247,1856624.07008105,7,3,43,41.761596852014975,-87.57692753461889,"(41.761596852014975, -87.57692753461889)"
01/16/2017,Completed,01/24/2017,17-00276304,Sanitation Code Violation,Garbage in alley,5160 W MONTROSE AVE,60641,1141208.38548315,1928765.52801468,45,16,15,41.96061231534642,-87.75623970710492,"(41.96061231534642, -87.75623970710492)"
01/16/2017,Completed,01/24/2017,17-00276333,Sanitation Code Violation,Overflowing carts,5157 W AGATITE AVE,60630,1141134.84517398,1929097.08969842,45,16,15,41.96152350841602,-87.75650187578579,"(41.96152350841602, -87.75650187578579)"
01/16/2017,Completed,01/24/2017,17-00276437,Sanitation Code Violation,Garbage in yard,1322 S LAWNDALE AVE,60623,1151920.63722942,1893547.73913056,24,10,29,41.863766754910635,-87.71778501223888,"(41.863766754910635, -87.71778501223888)"
01/16/2017,Completed,01/24/2017,17-00282499,Sanitation Code Violation,Garbage in yard,332 E 95TH ST,60619,1180254.18019727,1842058.66978151,9,6,49,41.72187147858614,-87.61535348014954,"(41.72187147858614, -87.61535348014954)"
01/16/2017,Completed,02/02/2017,17-00274277,Sanitation Code Violation,Garbage in alley,6000 S CARPENTER ST,60621,1170339.88270211,1865025.85172496,16,7,68,41.78511761343828,-87.65100065827852,"(41.78511761343828, -87.65100065827852)"
01/16/2017,Completed,02/10/2017,17-00278882,Sanitation Code Violation,Dumpster not being emptied,420 W 31ST ST,60616,1173963.82430219,1884385.83657228,11,9,60,41.83816358159145,-87.63713870964638,"(41.83816358159145, -87.63713870964638)"
01/16/2017,Completed,02/10/2017,17-00279309,Sanitation Code Violation,Dog feces in yard,3200 S THROOP ST,60608,1168179.51422602,1883575.49011185,11,9,60,41.836066606410284,-87.65838736969886,"(41.836066606410284, -87.65838736969886)"
01/16/2017,Completed,02/10/2017,17-00279374,Sanitation Code Violation,Other,3162 S THROOP ST,60608,1168174.25693179,1883758.19432864,11,9,60,41.836568077684426,-87.65840139279194,"(41.836568077684426, -87.65840139279194)"
01/16/2017,Open - Dup,,17-00288340,Sanitation Code Violation,Overflowing carts,4028 N MOZART ST,60618,1156662.51810826,1926640.04840253,33,17,16,41.95448021145578,-87.69948004089855,"(41.95448021145578, -87.69948004089855)"
01/16/2017,Open - Dup,,17-00288342,Sanitation Code Violation,Overflowing carts,4048 N MOZART ST,60618,1156658.41810826,1926773.34840253,33,17,16,41.9548460781068,-87.69949148880588,"(41.9548460781068, -87.69949148880588)"
01/17/2017,Completed,01/17/2017,17-00297825,Sanitation Code Violation,Garbage in alley,2106 N HUMBOLDT SD,60647,1155931.09148804,1913988.66513372,32,14,22,41.91977872172488,-87.70251111061054,"(41.91977872172488, -87.70251111061054)"
01/17/2017,Completed - Dup,01/18/2017,17-00296731,Sanitation Code Violation,Garbage in yard,7744 S SEELEY AVE,60620,1164039.35467663,1853291.73553121,18,6,71,41.75305247230687,-87.67443078988504,"(41.75305247230687, -87.67443078988504)"
01/17/2017,Completed,01/18/2017,17-00294395,Sanitation Code Violation,Other,206 S RIVERSIDE PLZ,60606,1173445.02981267,1899352.6006134,42,1,28,41.87924501385877,-87.63859800837935,"(41.87924501385877, -87.63859800837935)"
01/17/2017,Completed,01/18/2017,17-00295107,Sanitation Code Violation,Garbage in yard,7744 S SEELEY AVE,60620,1164039.35467663,1853291.73553121,18,6,71,41.75305247230687,-87.67443078988504,"(41.75305247230687, -87.67443078988504)"
01/17/2017,Completed,01/18/2017,17-00295940,Sanitation Code Violation,Dog feces in yard,2110 W CULLERTON ST,60608,1162616.25943073,1890393.58152063,25,12,31,41.85489429308692,-87.67861020231017,"(41.85489429308692, -87.67861020231017)"
01/17/2017,Completed,01/18/2017,17-00297138,Sanitation Code Violation,Garbage in alley,521 N MICHIGAN AVE,60611,1177342.06268941,1903854.47491976,42,18,8,41.89151093868,-87.62415231405402,"(41.89151093868, -87.62415231405402)"
01/17/2017,Completed,01/18/2017,17-00299133,Sanitation Code Violation,Construction Site Cleanliness/Fence,8910 S PARNELL AVE,60620,1174194.96409047,1845849.51289295,21,22,71,41.73241059858239,-87.63743504460369,"(41.73241059858239, -87.63743504460369)"
01/17/2017,Completed,01/18/2017,17-00300215,Sanitation Code Violation,Other,1029 W 19TH ST,60608,1169739.67002643,1891089.62002031,25,12,31,41.856652256409774,-87.65244402284593,"(41.856652256409774, -87.65244402284593)"
01/17/2017,Completed,01/18/2017,17-00300330,Sanitation Code Violation,Garbage in yard,5505 W GLADYS AVE,60644,1139900.04173353,1897801.94643436,29,15,25,41.87566890116497,-87.76180854870955,"(41.87566890116497, -87.76180854870955)"
01/17/2017,Completed,01/18/2017,17-00300655,Sanitation Code Violation,Dumpster not being emptied,499 E ERIE ST,60611,1179725.65407347,1904884.85012923,42,18,8,41.89428393976427,-87.61536694760626,"(41.89428393976427, -87.61536694760626)"
01/17/2017,Completed,01/18/2017,17-00301304,Sanitation Code Violation,Garbage in alley,1609 W 81ST ST,60620,1166986.20993072,1851003.13993256,21,6,71,41.74670980632394,-87.66369695995918,"(41.74670980632394, -87.66369695995918)"
01/17/2017,Completed,01/18/2017,17-00303001,Sanitation Code Violation,Garbage in alley,3038 S CHRISTIANA AVE,60623,1154510.7270069,1884336.2931862,22,10,30,41.83843812289293,-87.70852291950035,"(41.83843812289293, -87.70852291950035)"
01/17/2017,Completed,01/18/2017,17-00307362,Sanitation Code Violation,Dumpster not being emptied,1246 W PRATT BLVD,60626,1166660.78538525,1945316.46117423,49,24,1,42.00552003335812,-87.66218706702357,"(42.00552003335812, -87.66218706702357)"
01/17/2017,Completed,01/19/2017,17-00293241,Sanitation Code Violation,Garbage in yard,10602 S LA SALLE ST,60628,1177153.74669023,1834607.45918671,34,5,49,41.70149472851787,-87.62693369621054,"(41.70149472851787, -87.62693369621054)"
01/17/2017,Completed,01/19/2017,17-00293379,Sanitation Code Violation,Graffiti Commercial Vehicle,4225 W 49TH ST,60632,1148919.75457533,1871798.01342247,14,8,57,41.804141085677905,-87.72936255892232,"(41.804141085677905, -87.72936255892232)"
01/17/2017,Completed,01/19/2017,17-00295677,Sanitation Code Violation,Garbage in alley,3280 W FULLERTON AVE,60647,1153743.62993386,1915758.67220608,35,14,22,41.924679641464394,-87.71050098831226,"(41.924679641464394, -87.71050098831226)"
01/17/2017,Completed,01/19/2017,17-00295697,Sanitation Code Violation,Dog feces in yard,2523 N SPAULDING AVE,60647,1153649.81381124,1916577.26922565,35,14,22,41.92692780787277,-87.71082387469112,"(41.92692780787277, -87.71082387469112)"
01/17/2017,Completed,01/19/2017,17-00296927,Sanitation Code Violation,Overflowing carts,8510 W CATALPA AVE,60656,1118576.69276653,1935422.80020581,41,16,76,41.97926876919608,-87.83930595768317,"(41.97926876919608, -87.83930595768317)"
01/17/2017,Completed,01/19/2017,17-00298634,Sanitation Code Violation,Dumpster not being emptied,418 W 116TH ST,60628,1175508.97091252,1827991.20482593,34,5,53,41.68337559477917,-87.63315323961794,"(41.68337559477917, -87.63315323961794)"
01/17/2017,Completed,01/19/2017,17-00305323,Sanitation Code Violation,Garbage in alley,2230 W HURON ST,60612,1161410.25481238,1904635.48009444,1,12,24,41.89400051211845,-87.68264048043586,"(41.89400051211845, -87.68264048043586)"
01/17/2017,Completed,01/20/2017,17-00307670,Sanitation Code Violation,Other,800 W 74TH ST,60621,1172248.2210069,1855794.7333981,6,7,68,41.759744560357824,-87.64427503997213,"(41.759744560357824, -87.64427503997213)"
01/17/2017,Completed - Dup,01/20/2017,17-00297140,Sanitation Code Violation,Garbage in yard,2180 W 118TH ST,60643,1163911.7944791,1826382.8993659,19,22,75,41.67921291802833,-87.67565151248401,"(41.67921291802833, -87.67565151248401)"
01/17/2017,Completed - Dup,01/20/2017,17-00301056,Sanitation Code Violation,Garbage in alley,6510 S PEORIA ST,60621,1171426.02851967,1861672.15397385,6,7,68,41.77589095499509,-87.64711650580527,"(41.77589095499509, -87.64711650580527)"
01/17/2017,Completed,01/20/2017,17-00292214,Sanitation Code Violation,Other,3524 N MARSHFIELD AVE,60657,1164695.01279654,1923461.96238811,47,19,6,41.94559256826793,-87.67004185374533,"(41.94559256826793, -87.67004185374533)"
01/17/2017,Completed,01/20/2017,17-00294845,Sanitation Code Violation,Overflowing carts,735 W RANDOLPH ST,60661,1171235.95019868,1901217.78128688,27,12,28,41.8844119791341,-87.64665451542287,"(41.8844119791341, -87.64665451542287)"
01/17/2017,Completed,01/20/2017,17-00294848,Sanitation Code Violation,Garbage in yard,1458 N KARLOV AVE,60651,1148782.13858182,1909456.0705165,26,25,23,41.90748214309385,-87.72889502960227,"(41.90748214309385, -87.72889502960227)"
01/17/2017,Completed,01/20/2017,17-00294939,Sanitation Code Violation,Garbage in yard,6929 S GREEN ST,60621,1171830.93880447,1858904.24971189,6,7,68,41.76828661897089,-87.64571327045824,"(41.76828661897089, -87.64571327045824)"
01/17/2017,Completed,01/20/2017,17-00295960,Sanitation Code Violation,Other,1100 N LA SALLE DR,60610,1174941.29760085,1907593.18637227,27,18,8,41.901824269955235,-87.63285700817292,"(41.901824269955235, -87.63285700817292)"
01/17/2017,Completed,01/20/2017,17-00296681,Sanitation Code Violation,Garbage in yard,2180 W 118TH ST,60643,1163911.7944791,1826382.8993659,19,22,75,41.67921291802833,-87.67565151248401,"(41.67921291802833, -87.67565151248401)"
01/17/2017,Completed,01/20/2017,17-00299282,Sanitation Code Violation,Garbage in yard,7706 S ESSEX AVE,60649,1194198.86770487,1854354.43200882,7,4,43,41.75528161481607,-87.56387452798567,"(41.75528161481607, -87.56387452798567)"
01/17/2017,Completed,01/20/2017,17-00300328,Sanitation Code Violation,Other,6500 S STATE ST,60637,1177396.31410732,1861916.34012891,20,3,69,41.77642821335983,-87.6252227132104,"(41.77642821335983, -87.6252227132104)"
01/17/2017,Completed,01/20/2017,17-00301303,Sanitation Code Violation,Standing water,1726 W FULTON ST,60612,1164842.95913162,1902066.25890708,27,12,28,41.886878243411516,-87.67010622379163,"(41.886878243411516, -87.67010622379163)"
01/17/2017,Completed,01/20/2017,17-00302209,Sanitation Code Violation,Garbage in alley,6505 S PEORIA ST,60621,1171425.02851967,1861705.55397385,6,7,68,41.775982630451196,-87.64711919469107,"(41.775982630451196, -87.64711919469107)"
01/17/2017,Completed,01/20/2017,17-00302519,Sanitation Code Violation,,935 W FULTON MARKET,60607,1170029.8049004,1902061.84421204,27,12,28,41.88675454390595,-87.65105896228793,"(41.88675454390595, -87.65105896228793)"
01/17/2017,Completed,01/25/2017,17-00298636,Sanitation Code Violation,Garbage in alley,10539 S AVENUE L,60617,1201843.34287923,1835680.38030914,10,4,52,41.7038476415272,-87.53649376459664,"(41.7038476415272, -87.53649376459664)"
01/17/2017,Completed,01/25/2017,17-00304482,Sanitation Code Violation,Other,3116 W 41ST PL,60632,1156261.45226863,1876947.4386849,15,9,58,41.81812706424953,-87.70229776637093,"(41.81812706424953, -87.70229776637093)"
01/17/2017,Completed,01/26/2017,17-00300202,Sanitation Code Violation,Garbage in yard,1235 W WINONA ST,60640,1167131.77502501,1934348.90988015,47,20,3,41.97541467187099,-87.66077115382951,"(41.97541467187099, -87.66077115382951)"
01/17/2017,Completed,01/27/2017,17-00295182,Sanitation Code Violation,Construction Site Cleanliness/Fence,7631 S LAFLIN ST,60620,1167440.21010095,1854124.9057341,17,6,71,41.755266657989765,-87.66194412612502,"(41.755266657989765, -87.66194412612502)"
01/17/2017,Completed,01/30/2017,17-00298392,Sanitation Code Violation,Dumpster not being emptied,530 E 45TH ST,60653,1180663.38996564,1875297.78129472,3,2,38,41.81307363955646,-87.61283476053144,"(41.81307363955646, -87.61283476053144)"
01/17/2017,Completed,01/30/2017,17-00299468,Sanitation Code Violation,Dumpster not being emptied,4526 S CALUMET AVE,60653,1179191.19452011,1875080.30782257,3,2,38,41.81251061818372,-87.61824141080568,"(41.81251061818372, -87.61824141080568)"
01/17/2017,Completed,01/30/2017,17-00302995,Sanitation Code Violation,Construction Site Cleanliness/Fence,4033 S INDIANA AVE,60653,1178265.05210072,1878312.36222525,3,2,38,41.82140074427305,-87.62154027138327,"(41.82140074427305, -87.62154027138327)"
01/17/2017,Completed,02/02/2017,17-00302597,Sanitation Code Violation,Dog feces in yard,5921 S ARTESIAN AVE,60629,1161051.79241659,1865332.89921758,16,8,66,41.786157410319205,-87.68504649927328,"(41.786157410319205, -87.68504649927328)"
01/17/2017,Completed,02/10/2017,17-00295406,Sanitation Code Violation,Overflowing carts,7922 S RIDGELAND AVE,60617,1189356.52992892,1852799.21479645,8,4,46,41.75113143404039,-87.5816699132016,"(41.75113143404039, -87.5816699132016)"
01/17/2017,Completed,02/10/2017,17-00295408,Sanitation Code Violation,Construction Site Cleanliness/Fence,7930 S RIDGELAND AVE,60617,1189357.92992892,1852745.71479645,8,4,46,41.750984591606255,-87.58166649573836,"(41.750984591606255, -87.58166649573836)"
01/17/2017,Completed,02/10/2017,17-00307524,Sanitation Code Violation,Garbage in alley,7839 S WOODLAWN AVE,60619,1185578.50998824,1853258.13002946,8,4,45,41.75248048131909,-87.59549985993475,"(41.75248048131909, -87.59549985993475)"
01/18/2017,Completed - Dup,01/18/2017,17-00317942,Sanitation Code Violation,Garbage in yard,5505 W GLADYS AVE,60644,1139900.04173353,1897801.94643436,29,15,25,41.87566890116497,-87.76180854870955,"(41.87566890116497, -87.76180854870955)"
01/18/2017,Completed,01/18/2017,17-00308171,Sanitation Code Violation,Garbage in yard,6047 W 63RD ST,60638,1137083.28010105,1862131.36836703,13,8,64,41.77783414149412,-87.77300501063417,"(41.77783414149412, -87.77300501063417)"
01/18/2017,Completed,01/18/2017,17-00311857,Sanitation Code Violation,Garbage in alley,3299 N MILWAUKEE AVE,60618,1149255.97031404,1921644.27969487,30,17,21,41.94091851924718,-87.72683774488706,"(41.94091851924718, -87.72683774488706)"
01/18/2017,Completed,01/18/2017,17-00312167,Sanitation Code Violation,Other,2410 N KILDARE AVE,60639,1147315.28279313,1915676.80771203,31,25,20,41.92458069451535,-87.73412384188428,"(41.92458069451535, -87.73412384188428)"
01/18/2017,Completed,01/18/2017,17-00319324,Sanitation Code Violation,Other,2015 N SHEFFIELD AVE,60614,1169307.35861184,1913581.26302393,43,18,7,41.918380269112966,-87.65337666074878,"(41.918380269112966, -87.65337666074878)"
01/18/2017,Completed,01/18/2017,17-00319335,Sanitation Code Violation,Other,2023 N SHEFFIELD AVE,60614,1169305.55861184,1913634.86302393,43,18,7,41.91852738955886,-87.65338171266008,"(41.91852738955886, -87.65338171266008)"
01/18/2017,Completed,01/18/2017,17-00319388,Sanitation Code Violation,Other,2005 N SHEFFIELD AVE,60614,1169309.55861184,1913514.36302393,43,18,7,41.91819664404348,-87.65337052667505,"(41.91819664404348, -87.65337052667505)"
01/18/2017,Completed,01/19/2017,17-00309204,Sanitation Code Violation,Garbage in alley,4530 W MAYPOLE AVE,60624,1146022.01992589,1901070.56449876,28,11,26,41.88452431271351,-87.73924758603427,"(41.88452431271351, -87.73924758603427)"
01/18/2017,Completed,01/19/2017,17-00310430,Sanitation Code Violation,Dog feces in yard,5814 W LAKE ST,60644,1137584.17120336,1902235.87900351,29,15,25,41.887878200004195,-87.77020487253154,"(41.887878200004195, -87.77020487253154)"
01/18/2017,Completed,01/19/2017,17-00312223,Sanitation Code Violation,Other,2408 N KEELER AVE,60639,1147982.7136696,1915678.70169085,31,25,20,41.924573067276846,-87.73167134174405,"(41.924573067276846, -87.73167134174405)"
01/18/2017,Completed,01/19/2017,17-00313969,Sanitation Code Violation,Dumpster not being emptied,2649 S KEDZIE AVE,60623,1155453.48836559,1886230.12807571,12,10,30,41.843616160612385,-87.70501260379375,"(41.843616160612385, -87.70501260379375)"
01/18/2017,Completed,01/19/2017,17-00316032,Sanitation Code Violation,Dog feces in yard,5600 W WASHINGTON BLVD,60644,1139035.18531175,1900192.31807514,29,15,25,41.882244153300825,-87.76492590089602,"(41.882244153300825, -87.76492590089602)"
01/18/2017,Completed,01/19/2017,17-00317693,Sanitation Code Violation,Other,2332 W 28TH ST,60608,1161265.21101231,1885404.18859371,25,10,31,41.84123103999744,-87.68370767537071,"(41.84123103999744, -87.68370767537071)"
01/18/2017,Completed,01/19/2017,17-00318301,Sanitation Code Violation,Garbage in yard,2304 N LISTER AVE,60614,1163153.6520243,1915108.72243247,32,14,22,41.92270337685737,-87.67594275633435,"(41.92270337685737, -87.67594275633435)"
01/18/2017,Completed,01/19/2017,17-00318520,Sanitation Code Violation,Garbage in yard,2327 N WOLCOTT AVE,60614,1163230.4520243,1915135.32243247,32,14,22,41.92277475301546,-87.67565981918152,"(41.92277475301546, -87.67565981918152)"
01/18/2017,Completed,01/19/2017,17-00318593,Sanitation Code Violation,Garbage in yard,2311 N LISTER AVE,60614,1163098.6520243,1915154.12243247,32,14,22,41.92282911421495,-87.67614356535657,"(41.92282911421495, -87.67614356535657)"
01/18/2017,Completed,01/19/2017,17-00321758,Sanitation Code Violation,Overflowing carts,133 S SANGAMON ST,60607,1170117.40152755,1899603.33402618,25,12,28,41.880006310389085,-87.65080909020557,"(41.880006310389085, -87.65080909020557)"
01/18/2017,Completed,01/19/2017,17-00321814,Sanitation Code Violation,Other,3900 W 56TH PL,60629,1151335.46127905,1866853.35378201,13,8,62,41.79052528292243,-87.72063204512288,"(41.79052528292243, -87.72063204512288)"
01/18/2017,Completed,01/19/2017,17-00325963,Sanitation Code Violation,Other,4840 W DEMING PL,60639,1143694.50508611,1916530.30241364,31,25,19,41.92699142885087,-87.74740686013355,"(41.92699142885087, -87.74740686013355)"
01/18/2017,Completed,01/19/2017,17-00326458,Sanitation Code Violation,Dog feces in yard,5929 W WARWICK AVE,60634,1136166.23069508,1924326.18186901,36,16,15,41.94852199342876,-87.77488384118271,"(41.94852199342876, -87.77488384118271)"
01/18/2017,Completed - Dup,01/20/2017,17-00311740,Sanitation Code Violation,Garbage in yard,1439 S LAWNDALE AVE,60623,1151942.15418733,1892810.62518656,24,10,29,41.861743605791936,-87.71772542701335,"(41.861743605791936, -87.71772542701335)"
01/18/2017,Completed - Dup,01/20/2017,17-00317685,Sanitation Code Violation,Garbage in yard,2180 W 118TH ST,60643,1163911.7944791,1826382.8993659,19,22,75,41.67921291802833,-87.67565151248401,"(41.67921291802833, -87.67565151248401)"
01/18/2017,Completed,01/20/2017,17-00309459,Sanitation Code Violation,Overflowing carts,3537 W JACKSON BLVD,60624,1152823.25538864,1898460.53460939,28,11,27,41.87723019909776,-87.714341479765,"(41.87723019909776, -87.714341479765)"
01/18/2017,Completed,01/20/2017,17-00309821,Sanitation Code Violation,Overflowing carts,6922 S GREEN ST,60621,1171829.73880447,1858951.14971189,6,7,68,41.76841534458917,-87.64571629466289,"(41.76841534458917, -87.64571629466289)"
01/18/2017,Completed,01/20/2017,17-00311172,Sanitation Code Violation,Garbage in yard,5124 S NEWLAND AVE,60638,1130919.98010553,1869806.60593158,23,8,56,41.799004422291816,-87.79542431916113,"(41.799004422291816, -87.79542431916113)"
01/18/2017,Completed,01/20/2017,17-00312468,Sanitation Code Violation,Other,5143 S KEDZIE AVE,60632,1155915.75941657,1870348.98219362,14,9,63,41.80002697620885,-87.70374321272556,"(41.80002697620885, -87.70374321272556)"
01/18/2017,Completed,01/20/2017,17-00314534,Sanitation Code Violation,Other,3605 W 60TH PL,60629,1153324.8799801,1864254.91000229,23,8,65,41.78335562693787,-87.71340596721716,"(41.78335562693787, -87.71340596721716)"
01/18/2017,Completed,01/20/2017,17-00314902,Sanitation Code Violation,Garbage in yard,309 N CENTRAL PARK AVE,60624,1152330.12617339,1901854.10141563,28,11,27,41.88655224910956,-87.71606250029761,"(41.88655224910956, -87.71606250029761)"
01/18/2017,Completed,01/20/2017,17-00315022,Sanitation Code Violation,Garbage in alley,3532 W FULTON BLVD,60624,1152784.48972628,1901768.3627004,28,11,27,41.886307992511796,-87.71439622421055,"(41.886307992511796, -87.71439622421055)"
01/18/2017,Completed,01/20/2017,17-00316737,Sanitation Code Violation,Dog feces in yard,10540 S SPRINGFIELD AVE,60655,1152207.32177758,1834427.04008091,19,22,74,41.701524823492505,-87.71828498125618,"(41.701524823492505, -87.71828498125618)"
01/18/2017,Completed,01/20/2017,17-00317748,Sanitation Code Violation,Other,6541 S MINERVA AVE,60637,1185004.69551789,1861865.67499896,20,3,42,41.77611388288086,-87.5973327256921,"(41.77611388288086, -87.5973327256921)"
01/18/2017,Completed,01/20/2017,17-00319331,Sanitation Code Violation,Dumpster not being emptied,2305 W MONROE ST,60612,1161067.36421812,1899489.84719493,27,12,28,41.87988758209483,-87.68404279975414,"(41.87988758209483, -87.68404279975414)"
01/18/2017,Completed,01/20/2017,17-00320762,Sanitation Code Violation,Other,5759 N KIMBALL AVE,60659,1152672.34646787,1938063.56280954,39,17,13,41.985907089328215,-87.71384491885206,"(41.985907089328215, -87.71384491885206)"
01/18/2017,Completed,01/20/2017,17-00322254,Sanitation Code Violation,Garbage in alley,3536 N RETA AVE,60657,1169965.16008784,1923698.17573246,44,19,6,41.946127203085155,-87.65066389882806,"(41.946127203085155, -87.65066389882806)"
01/18/2017,Completed,01/20/2017,17-00326370,Sanitation Code Violation,Garbage in yard,3757 N OCTAVIA AVE,60634,1126745.83740544,1924053.93400553,38,16,17,41.94793812234583,-87.80951821541777,"(41.94793812234583, -87.80951821541777)"
01/18/2017,Completed,01/23/2017,17-00314538,Sanitation Code Violation,Garbage in yard,11827 S WATKINS AVE,60643,1165536.74342353,1826260.45858436,34,22,75,41.67884272717479,-87.6697069516111,"(41.67884272717479, -87.6697069516111)"
01/18/2017,Completed,01/23/2017,17-00319936,Sanitation Code Violation,Garbage in alley,2407 N SPAULDING AVE,60647,1153672.61991475,1915804.02463186,35,14,22,41.924805507279636,-87.7107607015661,"(41.924805507279636, -87.7107607015661)"
01/18/2017,Completed,01/24/2017,17-00310431,Sanitation Code Violation,Dog feces in yard,9234 S PRAIRIE AVE,60619,1179544.86802499,1843806.72737426,9,6,49,41.72668457328016,-87.61789834188626,"(41.72668457328016, -87.61789834188626)"
01/18/2017,Completed,01/24/2017,17-00317584,Sanitation Code Violation,Garbage in yard,1617 S HARDING AVE,60623,1150320.69681637,1891641.31978352,24,10,29,41.85856664194443,-87.7237080448533,"(41.85856664194443, -87.7237080448533)"
01/18/2017,Completed,01/25/2017,17-00318819,Sanitation Code Violation,Other,171 W OAK ST,60610,1174733.42371512,1907123.66882775,2,18,8,41.90054054514193,-87.63363461320843,"(41.90054054514193, -87.63363461320843)"
01/18/2017,Completed,01/25/2017,17-00319383,Sanitation Code Violation,Other,1729 N SHEFFIELD AVE,60614,1169378.79471546,1911510.4942753,2,18,7,41.912696411116926,-87.65317453780133,"(41.912696411116926, -87.65317453780133)"
01/18/2017,Completed,01/26/2017,17-00313073,Sanitation Code Violation,Garbage in alley,608 E 89TH ST,60619,1181849.67376625,1846101.66168235,6,6,44,41.732929268317335,-87.60938495416995,"(41.732929268317335, -87.60938495416995)"
01/18/2017,Completed,01/27/2017,17-00312709,Sanitation Code Violation,Overflowing carts,8500 S RHODES AVE,60619,1181279.65786619,1848748.27270218,6,6,44,41.74020501473607,-87.61139183612914,"(41.74020501473607, -87.61139183612914)"
01/18/2017,Completed,01/27/2017,17-00314920,Sanitation Code Violation,Garbage in alley,6717 S ASHLAND AVE,60636,1166828.90237473,1860174.04943034,16,7,67,41.77187938887791,-87.66401191460348,"(41.77187938887791, -87.66401191460348)"
01/18/2017,Completed,01/27/2017,17-00315458,Sanitation Code Violation,Construction Site Cleanliness/Fence,1520 W 73RD PL,60636,1167301.28832079,1855987.04537902,17,7,67,41.76037959618077,-87.6624000160184,"(41.76037959618077, -87.6624000160184)"
01/18/2017,Completed,01/30/2017,17-00311102,Sanitation Code Violation,Dog feces in yard,4325 S VERNON AVE,60653,1179992.68012512,1876513.41637219,3,2,38,41.81642484569877,-87.61525766231108,"(41.81642484569877, -87.61525766231108)"
01/18/2017,Completed,02/02/2017,17-00326787,Sanitation Code Violation,Dog feces in yard,6239 S LAFLIN ST,60636,1167404.25201241,1863360.49279955,16,7,67,41.78061108695412,-87.66181165345243,"(41.78061108695412, -87.66181165345243)"
01/18/2017,Completed,02/10/2017,17-00314382,Sanitation Code Violation,Garbage in alley,7947 S MARYLAND AVE,60619,1183280.61357401,1852492.49597898,8,6,44,41.75043326927498,-87.60394436889945,"(41.75043326927498, -87.60394436889945)"
01/18/2017,Completed,02/12/2017,17-00314193,Sanitation Code Violation,Garbage in yard,1925 S SPAULDING AVE,60623,1154669.03100138,1890349.43843089,24,10,29,41.85493574155559,-87.70778129466673,"(41.85493574155559, -87.70778129466673)"
01/18/2017,Completed,02/12/2017,17-00326411,Sanitation Code Violation,Garbage in yard,1928 S SAWYER AVE,60623,1155001.34558733,1890335.8607721,24,10,29,41.854891832953705,-87.70656191158767,"(41.854891832953705, -87.70656191158767)"
