,Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,What is the Nature of this Code Violation?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location,FIPS
0,1/2/17,Completed,1/3/17,17-00012728,Sanitation Code Violation,Garbage in alley,6156 S KARLOV AVE,60629,1150093.172,1863460.083,23,8,65,41.78123782,-87.72527525,"(41.78123782345127, -87.72527525417806)",170316502002004
1,1/2/17,Completed,1/3/17,17-00015443,Sanitation Code Violation,Overflowing carts,2433 N ASHLAND AVE,60614,1165256.823,1916370.18,32,19,7,41.92612039,-87.66817909,"(41.926120388059594, -87.66817909285737)",170310706002016
2,1/2/17,Completed,1/3/17,17-00017008,Sanitation Code Violation,Dumpster not being emptied,4400 S DREXEL BLVD,60653,1182932.252,1876025.25,4,2,39,41.81501737,-87.60448996,"(41.81501736681795, -87.60448996218275)",170313903002003
3,1/2/17,Completed,1/3/17,17-00019975,Sanitation Code Violation,Other,445 N RIDGEWAY AVE,60624,1151308.79,1902733.03,27,11,23,41.88898422,-87.71979005,"(41.88898421978483, -87.71979005105871)",170312315005024
4,1/2/17,Completed,1/3/17,17-00023515,Sanitation Code Violation,Garbage in yard,4240 N KEELER AVE,60641,1147643.184,1927851.437,39,17,16,41.95798262,-87.73260548,"(41.95798262337295, -87.73260547955365)",170311603003004
5,1/2/17,Completed,1/3/17,17-00025284,Sanitation Code Violation,Garbage in alley,1310 N LA SALLE DR,60610,1174892.277,1909097.196,2,18,8,41.90595244,-87.63299196,"(41.905952444333785, -87.63299196329922)",170310802022003
6,1/2/17,Completed,1/3/17,17-00025623,Sanitation Code Violation,Garbage in alley,1043 E 43RD ST,60653,1184032.955,1876715.57,4,2,39,41.81688596,-87.60043088,"(41.81688596394339, -87.6004308765625)",170318364002016
7,1/2/17,Completed,1/3/17,17-00026533,Sanitation Code Violation,Garbage in yard,4140 N PITTSBURGH AVE,60634,1120338.389,1926482.214,38,16,17,41.95470667,-87.83301902,"(41.95470667137491, -87.83301902198677)",170311705002006
8,1/2/17,Completed,1/3/17,17-00028451,Sanitation Code Violation,Garbage in yard,1501 W SCHOOL ST,60657,1165719.71,1922000.435,44,19,6,41.94156024,-87.66631725,"(41.9415602438082, -87.6663172543744)",170310624001009
9,1/2/17,Completed,1/3/17,17-00028728,Sanitation Code Violation,Other,2000 W CONGRESS PKWY,60612,1163138.528,1897732.288,27,12,28,41.87502144,-87.67648715,"(41.87502143860257, -87.67648715344943)",170318380002026
10,1/2/17,Completed,1/3/17,17-00028729,Sanitation Code Violation,Other,2000 W VAN BUREN ST,60612,1163124.159,1898164.27,27,12,28,41.87620714,-87.67652777,"(41.87620713546217, -87.67652777241643)",170318381002034
11,1/2/17,Completed,1/3/17,17-00028734,Sanitation Code Violation,Other,2000 W JACKSON BLVD,60612,1163115.73,1898627.532,27,12,28,41.87747854,-87.67654571,"(41.877478543567285, -87.67654570674573)",170318381002034
12,1/2/17,Completed,1/3/17,17-00029779,Sanitation Code Violation,Dumpster not being emptied,1910 W MORSE AVE,60626,1162261.894,1946075.23,49,24,1,42.0076956,-87.67834957,"(42.007695596571, -87.67834957051888)",170310107011002
13,1/2/17,Completed,1/3/17,17-00029864,Sanitation Code Violation,Dumpster not being emptied,1912 W MORSE AVE,60626,1162243.894,1946074.63,49,24,1,42.00769433,-87.67841581,"(42.00769432802497, -87.67841581311149)",170310107011012
14,1/2/17,Completed,1/3/17,17-00031280,Sanitation Code Violation,Overflowing carts,6255 W 63RD ST,60638,1135712.11,1862087.288,13,8,64,41.77773758,-87.77803291,"(41.77773758318669, -87.77803290722633)",170316403006029
15,1/2/17,Completed,1/3/17,17-00031634,Sanitation Code Violation,Construction Site Cleanliness/Fence,1838 W 17TH ST,60608,1164389.588,1891767.218,25,12,31,41.85862639,-87.67206249,"(41.858626391419904, -87.67206249075724)",170313109001005
16,1/2/17,Completed,1/3/17,17-00032133,Sanitation Code Violation,Other,910 S WABASH AVE,60605,1176927.761,1896189.945,4,1,32,41.87048843,-87.62590586,"(41.870488427726414, -87.62590585857481)",170313206002016
17,1/2/17,Completed,1/3/17,17-00033254,Sanitation Code Violation,Garbage in alley,3407 N KARLOV AVE,60641,1148623.497,1922527.573,30,17,16,41.9433546,-87.72913945,"(41.94335460473659, -87.72913945342785)",170311613002003
18,1/2/17,Completed,1/3/17,17-00034129,Sanitation Code Violation,Dog feces in yard,7437 N ROGERS AVE,60626,1163494.52,1949389.461,49,24,1,42.01676395,-87.67372053,"(42.01676394687118, -87.67372053068941)",170310102021001
19,1/2/17,Completed,1/3/17,17-00037699,Sanitation Code Violation,Overflowing carts,6600 N NEWGARD AVE,60626,1165402.696,1943943.835,49,24,1,42.00178049,-87.66685498,"(42.001780487238975, -87.66685497799794)",170310106003001
20,1/2/17,Completed - Dup,1/4/17,17-00015728,Sanitation Code Violation,Overflowing carts,7728 S YATES BLVD,60649,1193540.348,1854190.32,7,4,43,41.75484742,-87.56629314,"(41.754847415100095, -87.56629314351576)",170314312001000
21,1/2/17,Completed - Dup,1/4/17,17-00015731,Sanitation Code Violation,Overflowing carts,7740 S YATES BLVD,60649,1193542.148,1854110.22,7,4,43,41.75462757,-87.56628916,"(41.75462757029349, -87.56628916429095)",170314312001000
22,1/2/17,Completed - Dup,1/4/17,17-00015733,Sanitation Code Violation,Overflowing carts,7748 S YATES BLVD,60649,1193543.448,1854056.72,7,4,43,41.75448073,-87.56628615,"(41.75448073022997, -87.56628614828854)",170314312001000
23,1/2/17,Completed,1/4/17,17-00015660,Sanitation Code Violation,Dumpster not being emptied,7740 S YATES BLVD,60649,1193542.148,1854110.22,7,4,43,41.75462757,-87.56628916,"(41.75462757029349, -87.56628916429095)",170314312001000
24,1/2/17,Completed,1/4/17,17-00015666,Sanitation Code Violation,Dumpster not being emptied,7748 S YATES BLVD,60649,1193543.448,1854056.72,7,4,43,41.75448073,-87.56628615,"(41.75448073022997, -87.56628614828854)",170314312001000
25,1/2/17,Completed,1/4/17,17-00015668,Sanitation Code Violation,Overflowing carts,7728 S YATES BLVD,60649,1193540.348,1854190.32,7,4,43,41.75484742,-87.56629314,"(41.754847415100095, -87.56629314351576)",170314312001000
26,1/2/17,Completed,1/4/17,17-00015729,Sanitation Code Violation,Overflowing carts,7742 S YATES BLVD,60649,1193542.448,1854096.82,7,4,43,41.75459079,-87.5662885,"(41.754590792287615, -87.56628850272202)",170314312001000
27,1/2/17,Completed,1/4/17,17-00015734,Sanitation Code Violation,Overflowing carts,7746 S YATES BLVD,60649,1193543.148,1854070.12,7,4,43,41.75451751,-87.56628681,"(41.754517508236546, -87.56628680985594)",170314312001000
28,1/2/17,Completed,1/4/17,17-00015736,Sanitation Code Violation,Overflowing carts,7750 S YATES BLVD,60649,1193536.048,1854377.32,7,4,43,41.75536066,-87.56630279,"(41.7553606631378, -87.56630279163524)",170314313012009
29,1/2/17,Completed,1/4/17,17-00022681,Sanitation Code Violation,Garbage in alley,5110 S MAJOR AVE,60638,1139227.06,1870167.364,14,8,56,41.79984771,-87.76495094,"(41.79984771455198, -87.76495094023683)",170315608001004
30,1/2/17,Completed,1/4/17,17-00025895,Sanitation Code Violation,Dumpster not being emptied,1318 N KEDZIE AVE,60651,1154785.314,1908652.76,26,14,23,41.90515959,-87.70686409,"(41.905159590571806, -87.70686408988122)",170312309002009
31,1/2/17,Completed,1/4/17,17-00026542,Sanitation Code Violation,Overflowing carts,11257 S PARNELL AVE,60628,1174645.718,1830239.613,34,22,49,41.68956478,-87.6362467,"(41.68956478404949, -87.63624669837645)",170314912003017
32,1/2/17,Completed,1/4/17,17-00027655,Sanitation Code Violation,Garbage in alley,3509 W FULLERTON AVE,60647,1152664.91,1915734.473,35,14,22,41.92463467,-87.71446534,"(41.92463466780618, -87.71446534091491)",170312206012014
33,1/2/17,Completed,1/4/17,17-00038723,Sanitation Code Violation,Garbage in alley,3120 W WALTON ST,60622,1155356.428,1906165.395,26,12,23,41.89832257,-87.70483314,"(41.89832257355335, -87.70483313832914)",170318366001006
34,1/2/17,Completed,1/5/17,17-00015579,Sanitation Code Violation,Dumpster not being emptied,6244 S DR MARTIN LUTHER KING JR DR,60637,1179992.76,1863698,20,3,40,41.7812582,-87.61564986,"(41.781258201458954, -87.61564985811191)",170314206002013
35,1/2/17,Completed,1/5/17,17-00019186,Sanitation Code Violation,Other,2503 W 54TH ST,60632,1160591.92,1868622.745,14,9,63,41.79519469,-87.6866419,"(41.795194689712, -87.68664189658585)",170316305002004
36,1/2/17,Completed,1/5/17,17-00020669,Sanitation Code Violation,Dumpster not being emptied,4720 S DREXEL BLVD,60615,1182983.974,1873901.294,4,2,39,41.80918787,-87.60436633,"(41.80918786594334, -87.60436632844508)",170313904002001
37,1/2/17,Completed,1/5/17,17-00023511,Sanitation Code Violation,Other,1211 E 55TH ST,60615,1185209.709,1868774.831,5,2,41,41.79506837,-87.59636407,"(41.79506836848156, -87.59636407440699)",170314107001012
38,1/2/17,Completed,1/5/17,17-00037742,Sanitation Code Violation,Dumpster not being emptied,826 E 47TH PL,60615,1182682.532,1873697.85,4,2,39,41.80863661,-87.60547827,"(41.808636611877986, -87.60547826809501)",170313904002003
39,1/2/17,Completed,1/5/17,17-00037792,Sanitation Code Violation,Dumpster not being emptied,822 E 47TH PL,60615,1182637.832,1873696.85,4,2,39,41.80863491,-87.60564225,"(41.80863490651228, -87.60564224701959)",170313904002003
40,1/2/17,Completed,1/6/17,17-00013211,Sanitation Code Violation,Other,17 W 35TH ST,60616,1176681.48,1881798.813,3,2,35,41.83100371,-87.62724446,"(41.831003706605465, -87.62724446061792)",170318420002008
41,1/2/17,Completed,1/6/17,17-00015339,Sanitation Code Violation,Dumpster not being emptied,250 W 47TH ST,60609,1175277.195,1873805.268,3,9,37,41.80910027,-87.632636,"(41.80910026736879, -87.63263600450566)",170318356001007
42,1/2/17,Completed,1/6/17,17-00017839,Sanitation Code Violation,Overflowing carts,5760 N MILWAUKEE AVE,60646,1135448.751,1937989.551,45,16,11,41.98602837,-87.7771952,"(41.9860283681292, -87.77719519682914)",170311101003007
43,1/2/17,Completed - Dup,1/9/17,17-00027686,Sanitation Code Violation,Garbage in yard,6914 S JUSTINE ST,60636,1167197.487,1858876.521,16,7,67,41.76831092,-87.66269789,"(41.76831092277542, -87.66269788735013)",170316716002003
44,1/2/17,Completed,1/9/17,17-00023104,Sanitation Code Violation,Dog feces in yard,6223 S CAMPBELL AVE,60629,1160772.187,1863315.102,16,8,66,41.78062608,-87.68612736,"(41.78062607979888, -87.68612736308135)",170318350002007
45,1/2/17,Completed,1/9/17,17-00026699,Sanitation Code Violation,Garbage in yard,6928 S JUSTINE ST,60636,1167200.187,1858782.721,16,7,67,41.76805347,-87.66269067,"(41.76805346550649, -87.66269067140219)",170316716002017
46,1/2/17,Completed,1/9/17,17-00027007,Sanitation Code Violation,Garbage in yard,6914 S JUSTINE ST,60636,1167197.487,1858876.521,16,7,67,41.76831092,-87.66269789,"(41.76831092277542, -87.66269788735013)",170316716002003
47,1/2/17,Completed,1/9/17,17-00027008,Sanitation Code Violation,Garbage in alley,6920 S JUSTINE ST,60636,1167198.587,1858836.321,16,7,67,41.76820059,-87.662695,"(41.76820058516994, -87.6626950042515)",170316716002003
48,1/2/17,Completed,1/9/17,17-00027687,Sanitation Code Violation,Garbage in yard,6926 S JUSTINE ST,60636,1167199.787,1858796.121,16,7,67,41.76809025,-87.66269175,"(41.76809024542269, -87.66269175461306)",170316716002017
49,1/2/17,Completed,1/10/17,17-00022025,Sanitation Code Violation,Overflowing carts,9592 S COLFAX AVE,60617,1195147.053,1841830.69,10,4,51,41.72089209,-87.56081173,"(41.72089209316941, -87.56081173318486)",170315102001012
50,1/2/17,Completed,1/11/17,17-00027417,Sanitation Code Violation,Garbage in yard,9012 S UNION AVE,60620,1173219.873,1845118.115,21,22,71,41.73042512,-87.64102877,"(41.73042512064282, -87.64102876823983)",170317115002029
51,1/3/17,Completed - Dup,1/3/17,17-00044149,Sanitation Code Violation,Garbage in alley,1310 N LA SALLE DR,60610,1174892.277,1909097.196,2,18,8,41.90595244,-87.63299196,"(41.905952444333785, -87.63299196329922)",170310802022003
52,1/3/17,Completed - Dup,1/3/17,17-00044193,Sanitation Code Violation,Garbage in yard,1310 N LA SALLE DR,60610,1174892.277,1909097.196,2,18,8,41.90595244,-87.63299196,"(41.905952444333785, -87.63299196329922)",170310802022003
53,1/3/17,Completed - Dup,1/3/17,17-00050708,Sanitation Code Violation,Dumpster not being emptied,4400 S DREXEL BLVD,60653,1182932.252,1876025.25,4,2,39,41.81501737,-87.60448996,"(41.81501736681795, -87.60448996218275)",170313903002003
54,1/3/17,Completed,1/3/17,17-00039892,Sanitation Code Violation,Dumpster not being emptied,74 W HARRISON ST,60605,1175787.95,1897653.208,4,1,32,41.87452941,-87.63004642,"(41.87452941248663, -87.63004641846015)",170318391002044
55,1/3/17,Completed,1/3/17,17-00050710,Sanitation Code Violation,,4733 W FOSTER AVE,60630,1143663.44,1934153.376,39,17,14,41.97535128,-87.74707804,"(41.97535127582286, -87.74707804426303)",170311302001039
56,1/3/17,Completed,1/3/17,17-00051370,Sanitation Code Violation,Garbage in alley,1735 W DIVISION ST,60622,1164475.36,1908042.051,1,12,24,41.90328406,-87.67128681,"(41.903284055444104, -87.67128681093564)",170312414003018
57,1/3/17,Completed,1/3/17,17-00051528,Sanitation Code Violation,Garbage in alley,3129 W AUGUSTA BLVD,60622,1155289.234,1906488.384,26,12,23,41.89921024,-87.70507125,"(41.8992102351372, -87.70507125059116)",170318366001003
58,1/3/17,Completed,1/3/17,17-00052442,Sanitation Code Violation,Standing water,3000 N HOYNE AVE,60618,1161829.151,1919910.321,32,19,5,41.93590703,-87.6806751,"(41.9359070302739, -87.68067510138977)",170310514001010
59,1/3/17,Completed - Dup,1/4/17,17-00041341,Sanitation Code Violation,Garbage in alley,7748 S YATES BLVD,60649,1193543.448,1854056.72,7,4,43,41.75448073,-87.56628615,"(41.75448073022997, -87.56628614828854)",170314312001000
60,1/3/17,Completed - Dup,1/4/17,17-00049247,Sanitation Code Violation,Garbage in alley,11257 S PARNELL AVE,60628,1174645.718,1830239.613,34,22,49,41.68956478,-87.6362467,"(41.68956478404949, -87.63624669837645)",170314912003017
61,1/3/17,Completed,1/4/17,17-00040438,Sanitation Code Violation,Dumpster not being emptied,6814 S PARNELL AVE,60621,1173745.534,1859724.042,6,7,68,41.77049401,-87.63867112,"(41.770494008398664, -87.63867111738581)",170316812003010
62,1/3/17,Completed,1/4/17,17-00040440,Sanitation Code Violation,Garbage in yard,6818 S PARNELL AVE,60621,1173746.234,1859697.242,6,7,68,41.77042045,-87.63866934,"(41.77042045056751, -87.63866934492887)",170316812003010
63,1/3/17,Completed,1/4/17,17-00040441,Sanitation Code Violation,Garbage in yard,6818 S PARNELL AVE,60621,1173746.234,1859697.242,6,7,68,41.77042045,-87.63866934,"(41.77042045056751, -87.63866934492887)",170316812003010
64,1/3/17,Completed,1/4/17,17-00041655,Sanitation Code Violation,Overflowing carts,5130 N WESTERN AVE,60625,1159425.029,1934123.166,40,20,4,41.97495775,-87.68911779,"(41.97495775462445, -87.68911779381733)",170310402011001
65,1/3/17,Completed,1/4/17,17-00042627,Sanitation Code Violation,Garbage in alley,4230 N KIMBALL AVE,60618,1152959.252,1928048.88,35,17,16,41.95842049,-87.71305637,"(41.95842049480588, -87.7130563734635)",170311605012006
66,1/3/17,Completed,1/4/17,17-00043315,Sanitation Code Violation,Dog feces in yard,10620 S PEORIA ST,60643,1172198.654,1834410.704,34,22,73,41.7010649,-87.64508337,"(41.70106490130995, -87.64508337021455)",170317307001022
67,1/3/17,Completed,1/4/17,17-00043469,Sanitation Code Violation,Garbage in alley,8509 S KINGSTON AVE,60617,1194644.317,1849048.678,7,4,46,41.74071126,-87.56241632,"(41.74071125611969, -87.56241631672391)",170314604004002
68,1/3/17,Completed,1/4/17,17-00044107,Sanitation Code Violation,Dumpster not being emptied,2414 W LELAND AVE,60625,1159520.766,1931135.781,40,19,4,41.96675825,-87.68884838,"(41.96675825090638, -87.68884838177556)",170310407001000
69,1/3/17,Completed,1/4/17,17-00046001,Sanitation Code Violation,Other,5307 W NELSON ST,60641,1140463.326,1919766.331,31,25,19,41.9359314,-87.75920059,"(41.93593140105718, -87.75920058515868)",170311903002013
70,1/3/17,Completed,1/4/17,17-00046217,Sanitation Code Violation,Dog feces in yard,3318 W 65TH PL,60629,1155398.145,1860996.347,23,8,66,41.77437237,-87.70589177,"(41.77437237284868, -87.70589177403399)",170316605002002
71,1/3/17,Completed,1/4/17,17-00048956,Sanitation Code Violation,Garbage in alley,1219 W 107TH PL,60643,1170072.326,1833488.634,34,22,75,41.69858096,-87.65289592,"(41.698580960025055, -87.65289592042396)",170317501004004
72,1/3/17,Completed,1/4/17,17-00048964,Sanitation Code Violation,Other,11460 S HOMEWOOD AVE,60643,1165286.292,1828515.394,34,22,75,41.68503596,-87.67056021,"(41.68503595938191, -87.67056020985949)",170317505003019
73,1/3/17,Completed,1/4/17,17-00049608,Sanitation Code Violation,Garbage in yard,5847 W IOWA ST,60651,1137268.686,1905407.675,29,15,25,41.89658769,-87.77128716,"(41.89658768905771, -87.77128715767724)",170312513003005
74,1/3/17,Completed,1/4/17,17-00049804,Sanitation Code Violation,Other,2318 W 35TH PL,60609,1161514.94,1881061.72,12,9,59,41.82930964,-87.68291192,"(41.82930964105762, -87.68291191809391)",170315905001013
75,1/3/17,Completed,1/4/17,17-00050076,Sanitation Code Violation,Garbage in yard,3522 W BELDEN AVE,60647,1152630.933,1915066.354,35,14,22,41.92280197,-87.7146079,"(41.92280196663911, -87.71460790234441)",170312210001007
76,1/3/17,Completed,1/4/17,17-00051522,Sanitation Code Violation,Garbage in alley,7022 N WESTERN AVE,60645,1159042.809,1946644.252,50,24,2,42.00932398,-87.69017754,"(42.00932398081264, -87.6901775393621)",170310203023008
77,1/3/17,Completed,1/4/17,17-00051679,Sanitation Code Violation,Garbage in alley,2119 N WHIPPLE ST,60647,1155561.532,1913895.24,32,14,22,41.91952981,-87.70387146,"(41.919529807775845, -87.7038714550715)",170312212001008
78,1/3/17,Completed,1/4/17,17-00052314,Sanitation Code Violation,Other,807 W DICKENS AVE,60614,1170534.903,1914177.578,43,18,7,41.91998979,-87.64884911,"(41.91998979066432, -87.64884911454195)",170310711001016
79,1/3/17,Completed,1/4/17,17-00053964,Sanitation Code Violation,Other,1047 W WEBSTER AVE,60614,1168862.77,1914792.98,43,18,7,41.92171495,-87.65497489,"(41.92171494652754, -87.6549748880382)",170310710001015
80,1/3/17,Completed,1/4/17,17-00054336,Sanitation Code Violation,Dumpster not being emptied,3321 N LECLAIRE AVE,60641,1141778.403,1921701.739,31,16,15,41.94121808,-87.75431946,"(41.941218079393344, -87.75431945957374)",170311510012001
81,1/3/17,Completed,1/4/17,17-00054660,Sanitation Code Violation,Garbage in alley,2652 N LAMON AVE,60639,1143265.603,1917285.637,31,25,19,41.92907217,-87.748964,"(41.92907217408566, -87.74896399500291)",170311908001013
82,1/3/17,Completed,1/4/17,17-00055034,Sanitation Code Violation,Dumpster not being emptied,1739 W NORTH SHORE AVE,60626,1163463.08,1944551.479,49,24,1,42.00348909,-87.67397334,"(42.00348908738933, -87.6739733392227)",170318306004011
83,1/3/17,Completed,1/4/17,17-00055119,Sanitation Code Violation,Dumpster not being emptied,6114 N HERMITAGE AVE,60660,1163657.069,1940749.29,40,24,77,41.99305168,-87.67336747,"(41.99305167684819, -87.67336747352546)",170310303002007
84,1/3/17,Completed,1/4/17,17-00058374,Sanitation Code Violation,Overflowing carts,2645 N WASHTENAW AVE,60647,1157913.234,1917525.158,32,14,22,41.92944288,-87.69513168,"(41.92944287925654, -87.69513168463378)",170312203001012
85,1/3/17,Completed,1/4/17,17-00058409,Sanitation Code Violation,Dumpster not being emptied,6800 W RAVEN ST,60631,1129842.822,1940522.571,41,16,10,41.99307725,-87.79775573,"(41.99307724625449, -87.79775573208967)",170311002007016
86,1/3/17,Completed,1/4/17,17-00060365,Sanitation Code Violation,Other,5209 S KEELER AVE,60632,1149249.83,1869665.727,23,8,62,41.7982834,-87.72820704,"(41.798283400153004, -87.72820703886012)",170316202001000
87,1/3/17,Completed,1/4/17,17-00060523,Sanitation Code Violation,Dog feces in yard,6023 S BISHOP ST,60636,1167696.194,1864800.883,16,7,67,41.78455743,-87.66070003,"(41.784557433399414, -87.66070003061073)",170316708001004
88,1/3/17,Completed,1/4/17,17-00061539,Sanitation Code Violation,Other,2916 W ARTHUR AVE,60645,1155819.507,1942983.01,50,24,2,41.99934323,-87.70213639,"(41.999343227382035, -87.70213639443439)",170310206012002
89,1/3/17,Completed - Dup,1/5/17,17-00051115,Sanitation Code Violation,Other,2228 W 21ST ST,60608,1161835.356,1890031.581,25,12,31,41.85391723,-87.68148654,"(41.85391723052285, -87.68148654449845)",170318412001004
90,1/3/17,Completed,1/5/17,17-00041218,Sanitation Code Violation,Dumpster not being emptied,6427 S MARYLAND AVE,60637,1183006.102,1862469.22,20,3,42,41.77781677,-87.60464058,"(41.777816770691594, -87.60464058363891)",170314208001014
91,1/3/17,Completed,1/5/17,17-00042703,Sanitation Code Violation,Overflowing carts,8419 S PAULINA ST,60620,1166476.357,1848870.996,21,6,71,41.74086977,-87.66562582,"(41.7408697698182, -87.6656258150546)",170317112002003
92,1/3/17,Completed,1/5/17,17-00042704,Sanitation Code Violation,Other,2322 W RICE ST,60622,1160769.984,1905612.44,1,12,24,41.89669467,-87.68496487,"(41.89669467077491, -87.68496487356536)",170312424002011
93,1/3/17,Completed,1/5/17,17-00043389,Sanitation Code Violation,Garbage in yard,4319 W 47TH ST,60632,1148261.99,1873115.088,14,8,57,41.80776799,-87.73174115,"(41.80776799276906, -87.73174114822618)",170315702001015
94,1/3/17,Completed,1/5/17,17-00044242,Sanitation Code Violation,Other,9800 S WENTWORTH AVE,60628,1176668.34,1839977.608,21,5,49,41.71624208,-87.62855015,"(41.716242081024426, -87.62855015066917)",170314906001046
95,1/3/17,Completed,1/5/17,17-00045532,Sanitation Code Violation,Other,7400 S ASHLAND AVE,60636,1166965.547,1855647.075,17,7,67,41.75945385,-87.66364022,"(41.759453849972935, -87.66364021990806)",170316720004011
96,1/3/17,Completed,1/5/17,17-00046477,Sanitation Code Violation,Construction Site Cleanliness/Fence,1619 W SUPERIOR ST,60622,1165466.012,1905085.086,1,12,24,41.8951489,-87.66773222,"(41.89514889581719, -87.66773221609199)",170312432001003
97,1/3/17,Completed,1/5/17,17-00046521,Sanitation Code Violation,Other,2434 N CLARK ST,60614,1172637.919,1916578.83,43,19,7,41.92653261,-87.64105112,"(41.9265326122559, -87.64105111814688)",170310701012002
98,1/3/17,Completed,1/5/17,17-00047033,Sanitation Code Violation,Other,100 S GREEN ST,60607,1170747.138,1899778.221,27,12,28,41.88047245,-87.64849167,"(41.88047244657005, -87.6484916665574)",170318331001001
99,1/3/17,Completed,1/5/17,17-00048959,Sanitation Code Violation,Other,4041 W 49TH ST,60632,1150145.829,1871825.225,14,8,57,41.80419203,-87.72486514,"(41.80419202688043, -87.72486513613926)",170315703001016
100,1/3/17,Completed,1/5/17,17-00048998,Sanitation Code Violation,Other,1616 N WESTERN AVE,60647,1160115.529,1910680.896,1,14,24,41.91061646,-87.68722837,"(41.910616463645, -87.68722837015747)",170312405001016
101,1/3/17,Completed,1/5/17,17-00049656,Sanitation Code Violation,Other,2108 S PRINCETON AVE,60616,1174246.839,1890209.03,25,9,34,41.85413658,-87.63592668,"(41.85413658062718, -87.63592667900575)",170318411001020
102,1/3/17,Completed,1/5/17,17-00051077,Sanitation Code Violation,Other,2228 W 21ST ST,60608,1161835.356,1890031.581,25,12,31,41.85391723,-87.68148654,"(41.85391723052285, -87.68148654449845)",170318412001004
103,1/3/17,Completed,1/5/17,17-00052300,Sanitation Code Violation,Other,5135 S BLACKSTONE AVE,60615,1186788.343,1871287.627,4,2,41,41.80192638,-87.59049567,"(41.80192638413129, -87.59049567116465)",170314101001003
104,1/3/17,Completed,1/5/17,17-00052543,Sanitation Code Violation,Dumpster not being emptied,2525 N CLARK ST,60614,1172310.678,1917305.099,43,19,7,41.92853277,-87.64223206,"(41.92853277067207, -87.64223206013277)",170310701032000
105,1/3/17,Completed,1/5/17,17-00054326,Sanitation Code Violation,Other,605 E 42ND ST,60653,1180999.587,1877286.284,4,2,38,41.81852251,-87.61154032,"(41.81852250551238, -87.6115403237006)",170313801001028
106,1/3/17,Completed,1/5/17,17-00055904,Sanitation Code Violation,Standing water,4352 W 47TH ST,60632,1148015.77,1873109.085,14,8,57,41.80775625,-87.73264438,"(41.80775624733463, -87.73264438271458)",170315702001014
107,1/3/17,Completed,1/5/17,17-00055909,Sanitation Code Violation,Standing water,4400 W 47TH ST,60632,1147817.87,1873104.404,14,8,57,41.80774719,-87.73337036,"(41.80774719359453, -87.73337035816313)",170315702001014
108,1/3/17,Completed,1/5/17,17-00055911,Sanitation Code Violation,Standing water,4428 W 47TH ST,60632,1147525.33,1873096.852,14,8,57,41.80773207,-87.73444352,"(41.807732070447514, -87.73444352464061)",170315702001014
109,1/3/17,Completed,1/5/17,17-00058494,Sanitation Code Violation,Other,4832 S TRIPP AVE,60632,1148842.549,1872247.414,14,8,57,41.8053758,-87.72963414,"(41.80537579574411, -87.72963413929897)",170315703003007
110,1/3/17,Completed,1/5/17,17-00058636,Sanitation Code Violation,Garbage in alley,4700 W NORTH AVE,60639,1144773.609,1910218.719,37,25,25,41.9096515,-87.74360106,"(41.90965149782776, -87.74360105669206)",170318313001016
111,1/3/17,Completed,1/5/17,17-00058842,Sanitation Code Violation,Other,2001 W CONGRESS PKWY,60612,1163121.528,1897731.888,27,12,28,41.8750207,-87.67654958,"(41.87502069794674, -87.67654958164121)",170318380002026
112,1/3/17,Completed - Dup,1/6/17,17-00040929,Sanitation Code Violation,Dumpster not being emptied,17 W 35TH ST,60616,1176681.48,1881798.813,3,2,35,41.83100371,-87.62724446,"(41.831003706605465, -87.62724446061792)",170318420002008
113,1/3/17,Completed,1/6/17,17-00042067,Sanitation Code Violation,Overflowing carts,4238 S INDIANA AVE,60653,1178304.066,1876954.743,3,2,38,41.81767444,-87.62143841,"(41.81767443803841, -87.62143841146647)",170318359001012
114,1/3/17,Completed,1/6/17,17-00043446,Sanitation Code Violation,Garbage in alley,3643 N GREENVIEW AVE,60613,1165663.37,1924281.512,44,19,6,41.94782083,-87.6664591,"(41.94782083353026, -87.66645909700311)",170310604002013
115,1/3/17,Completed,1/6/17,17-00043807,Sanitation Code Violation,Other,8837 S COMMERCIAL AVE,60617,1197677.434,1846949.24,10,4,46,41.73487514,-87.55137339,"(41.73487513683498, -87.55137339025053)",170314607002004
116,1/3/17,Completed,1/6/17,17-00044098,Sanitation Code Violation,Other,4013 N MONTICELLO AVE,60618,1151330.629,1926416.8,45,17,16,41.95397414,-87.71908685,"(41.95397414232689, -87.71908684681729)",170311604002026
117,1/3/17,Completed,1/6/17,17-00044685,Sanitation Code Violation,Garbage in yard,4516 S DR MARTIN LUTHER KING JR DR,60653,1179612.563,1875265.829,3,2,38,41.81301007,-87.61669017,"(41.813010070343466, -87.61669017000806)",170318358001013
118,1/3/17,Completed,1/6/17,17-00045597,Sanitation Code Violation,Other,910 W ROSCOE ST,60657,1169531.527,1922765.128,44,19,6,41.94357635,-87.65228503,"(41.94357634977002, -87.65228503024223)",170310621001001
119,1/3/17,Completed,1/6/17,17-00046004,Sanitation Code Violation,Dog feces in yard,4325 S VERNON AVE,60653,1179992.68,1876513.416,3,2,38,41.81642485,-87.61525766,"(41.81642484569877, -87.61525766231108)",170318360001001
