,Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,What is the Nature of this Code Violation?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location,FIPS
621,1/18/17,Completed,1/23/17,17-00314538,Sanitation Code Violation,Garbage in yard,11827 S WATKINS AVE,60643,1165536.743,1826260.459,34,22,75,41.67884273,-87.66970695,"(41.67884272717479, -87.6697069516111)",170317505004030
622,1/18/17,Completed,1/23/17,17-00319936,Sanitation Code Violation,Garbage in alley,2407 N SPAULDING AVE,60647,1153672.62,1915804.025,35,14,22,41.92480551,-87.7107607,"(41.924805507279636, -87.7107607015661)",170312206011007
623,1/18/17,Completed,1/24/17,17-00310431,Sanitation Code Violation,Dog feces in yard,9234 S PRAIRIE AVE,60619,1179544.868,1843806.727,9,6,49,41.72668457,-87.61789834,"(41.72668457328016, -87.61789834188626)",170314903001004
624,1/18/17,Completed,1/24/17,17-00317584,Sanitation Code Violation,Garbage in yard,1617 S HARDING AVE,60623,1150320.697,1891641.32,24,10,29,41.85856664,-87.72370804,"(41.85856664194443, -87.7237080448533)",170312924002001
625,1/18/17,Completed,1/25/17,17-00318819,Sanitation Code Violation,Other,171 W OAK ST,60610,1174733.424,1907123.669,2,18,8,41.90054055,-87.63363461,"(41.90054054514193, -87.63363461320843)",170310810005003
626,1/18/17,Completed,1/25/17,17-00319383,Sanitation Code Violation,Other,1729 N SHEFFIELD AVE,60614,1169378.795,1911510.494,2,18,7,41.91269641,-87.65317454,"(41.912696411116926, -87.65317453780133)",170318326001010
627,1/18/17,Completed,1/26/17,17-00313073,Sanitation Code Violation,Garbage in alley,608 E 89TH ST,60619,1181849.674,1846101.662,6,6,44,41.73292927,-87.60938495,"(41.732929268317335, -87.60938495416995)",170314407001017
628,1/18/17,Completed,1/27/17,17-00312709,Sanitation Code Violation,Overflowing carts,8500 S RHODES AVE,60619,1181279.658,1848748.273,6,6,44,41.74020501,-87.61139184,"(41.74020501473607, -87.61139183612914)",170314402023001
629,1/18/17,Completed,1/27/17,17-00314920,Sanitation Code Violation,Garbage in alley,6717 S ASHLAND AVE,60636,1166828.902,1860174.049,16,7,67,41.77187939,-87.66401191,"(41.77187938887791, -87.66401191460348)",170316715001012
630,1/18/17,Completed,1/27/17,17-00315458,Sanitation Code Violation,Construction Site Cleanliness/Fence,1520 W 73RD PL,60636,1167301.288,1855987.045,17,7,67,41.7603796,-87.66240002,"(41.76037959618077, -87.6624000160184)",170316719001035
631,1/18/17,Completed,1/30/17,17-00311102,Sanitation Code Violation,Dog feces in yard,4325 S VERNON AVE,60653,1179992.68,1876513.416,3,2,38,41.81642485,-87.61525766,"(41.81642484569877, -87.61525766231108)",170318360001001
632,1/18/17,Completed,2/2/17,17-00326787,Sanitation Code Violation,Dog feces in yard,6239 S LAFLIN ST,60636,1167404.252,1863360.493,16,7,67,41.78061109,-87.66181165,"(41.78061108695412, -87.66181165345243)",170316708002018
633,1/18/17,Completed,2/10/17,17-00314382,Sanitation Code Violation,Garbage in alley,7947 S MARYLAND AVE,60619,1183280.614,1852492.496,8,6,44,41.75043327,-87.60394437,"(41.75043326927498, -87.60394436889945)",170314401014004
634,1/18/17,Completed,2/12/17,17-00314193,Sanitation Code Violation,Garbage in yard,1925 S SPAULDING AVE,60623,1154669.031,1890349.438,24,10,29,41.85493574,-87.70778129,"(41.85493574155559, -87.70778129466673)",170318416001017
635,1/18/17,Completed,2/12/17,17-00326411,Sanitation Code Violation,Garbage in yard,1928 S SAWYER AVE,60623,1155001.346,1890335.861,24,10,29,41.85489183,-87.70656191,"(41.854891832953705, -87.70656191158767)",170318416001016
636,1/18/17,Completed,2/14/17,17-00321956,Sanitation Code Violation,Other,3643 N SOUTHPORT AVE,60613,1166321.915,1924300.535,44,19,6,41.94785895,-87.6640379,"(41.94785894786466, -87.66403790488489)",170310604002006
637,1/18/17,Open - Dup,,17-00311993,Sanitation Code Violation,Garbage in yard,1439 S LAWNDALE AVE,60623,1151942.154,1892810.625,24,10,29,41.86174361,-87.71772543,"(41.861743605791936, -87.71772542701335)",170318387004008
638,1/19/17,Completed,1/19/17,17-00329853,Sanitation Code Violation,Dumpster not being emptied,3321 N LECLAIRE AVE,60641,1141778.403,1921701.739,31,16,15,41.94121808,-87.75431946,"(41.941218079393344, -87.75431945957374)",170311510012001
639,1/19/17,Completed - Dup,1/20/17,17-00331745,Sanitation Code Violation,Garbage in yard,2180 W 118TH ST,60643,1163911.794,1826382.899,19,22,75,41.67921292,-87.67565151,"(41.67921291802833, -87.67565151248401)",170317505002011
640,1/19/17,Completed - Dup,1/20/17,17-00333652,Sanitation Code Violation,Garbage in alley,2809 W WAVELAND AVE,60618,1156954.994,1924463.49,33,17,16,41.94850166,-87.69846413,"(41.94850165784789, -87.69846412611004)",170311607003000
641,1/19/17,Completed,1/20/17,17-00328478,Sanitation Code Violation,Standing water,4352 W 47TH ST,60632,1148015.77,1873109.085,14,8,57,41.80775625,-87.73264438,"(41.80775624733463, -87.73264438271458)",170315702001014
642,1/19/17,Completed,1/20/17,17-00328772,Sanitation Code Violation,Garbage in yard,4920 S KILPATRICK AVE,60632,1145856.604,1871592.711,14,8,56,41.80363622,-87.7406021,"(41.80363622201916, -87.74060209631654)",170315604001019
643,1/19/17,Completed,1/20/17,17-00328774,Sanitation Code Violation,Construction Site Cleanliness/Fence,5419 S ST LOUIS AVE,60632,1153969.605,1868383.13,14,8,63,41.79467129,-87.71093259,"(41.794671290517584, -87.71093259122988)",170316303002008
644,1/19/17,Completed,1/20/17,17-00328947,Sanitation Code Violation,Garbage in alley,3022 W MONTROSE AVE,60618,1155336.487,1929084.161,33,17,14,41.96121382,-87.70428879,"(41.96121382047234, -87.70428879179025)",170311408003023
645,1/19/17,Completed,1/20/17,17-00330986,Sanitation Code Violation,Garbage in yard,6300 S NARRAGANSETT AVE,60638,1134830.546,1862059.111,23,8,64,41.77767584,-87.78126547,"(41.777675836397435, -87.78126547400394)",170316405001000
646,1/19/17,Completed,1/20/17,17-00331727,Sanitation Code Violation,Dog feces in yard,2222 S SAWYER AVE,60623,1155038.657,1889044.809,12,10,30,41.85134829,-87.70645956,"(41.85134829129609, -87.70645955787687)",170313008001000
647,1/19/17,Completed,1/20/17,17-00333644,Sanitation Code Violation,Dumpster not being emptied,2809 W WAVELAND AVE,60618,1156954.994,1924463.49,33,17,16,41.94850166,-87.69846413,"(41.94850165784789, -87.69846412611004)",170311607003000
648,1/19/17,Completed,1/20/17,17-00333648,Sanitation Code Violation,Garbage in yard,6040 N LANDERS AVE,60646,1142116.962,1940065.198,39,16,12,41.99160266,-87.75261766,"(41.99160265863543, -87.75261765655821)",170311202004005
649,1/19/17,Completed,1/20/17,17-00334233,Sanitation Code Violation,Dumpster not being emptied,2954 N LINDER AVE,60641,1139192.089,1919100.847,31,25,19,41.93412851,-87.7638888,"(41.93412851048671, -87.76388879783975)",170311903003007
650,1/19/17,Completed,1/20/17,17-00337716,Sanitation Code Violation,Dog feces in yard,2031 N HARLEM AVE,60707,1127766.401,1912695.002,29,25,25,41.91675063,-87.80602357,"(41.91675062611723, -87.80602357020054)",170312505007004
651,1/19/17,Completed,1/20/17,17-00337729,Sanitation Code Violation,Dog feces in yard,2037 N HARLEM AVE,60707,1127765.201,1912735.902,29,25,25,41.91686288,-87.80602706,"(41.91686288135333, -87.80602705516034)",170312505007004
652,1/19/17,Completed,1/20/17,17-00339118,Sanitation Code Violation,Garbage in alley,5220 W DIVERSEY AVE,60639,1141096.125,1918116.767,31,25,19,41.93139318,-87.75691572,"(41.93139317832992, -87.75691572185566)",170311903004022
653,1/19/17,Completed,1/20/17,17-00339661,Sanitation Code Violation,Construction Site Cleanliness/Fence,2338 S OAKLEY AVE,60608,1161403.95,1888331.809,25,10,31,41.84926186,-87.68311721,"(41.84926185800056, -87.68311721317613)",170318413002029
654,1/19/17,Completed,1/20/17,17-00339788,Sanitation Code Violation,Garbage in yard,2342 S OAKLEY AVE,60608,1161404.55,1888312.009,25,10,31,41.84920751,-87.68311556,"(41.8492075122836, -87.6831155613285)",170318413002029
655,1/19/17,Completed,1/20/17,17-00341669,Sanitation Code Violation,Dumpster not being emptied,4950 N CHRISTIANA AVE,60625,1153162.657,1932355.573,33,17,14,41.97023429,-87.7121938,"(41.970234292632774, -87.71219380078114)",170311402001012
656,1/19/17,Completed,1/20/17,17-00342066,Sanitation Code Violation,Other,3128 W 103RD ST,60655,1157247.024,1836168.806,19,22,74,41.7062043,-87.69978408,"(41.7062042984367, -87.69978408485134)",170317401001002
657,1/19/17,Completed,1/20/17,17-00345962,Sanitation Code Violation,Other,5102 W DEMING PL,60639,1141945.192,1916487.098,31,25,19,41.92690549,-87.75383599,"(41.926905494748155, -87.75383598765971)",170311908004008
658,1/19/17,Completed,1/20/17,17-00347826,Sanitation Code Violation,Garbage in yard,6019 S SPAULDING AVE,60629,1155424.801,1864437.68,23,8,66,41.78381537,-87.70570198,"(41.783815371023444, -87.70570197961082)",170316604001015
659,1/19/17,Completed - Dup,1/23/17,17-00334570,Sanitation Code Violation,Garbage in alley,2407 N SPAULDING AVE,60647,1153672.62,1915804.025,35,14,22,41.92480551,-87.7107607,"(41.924805507279636, -87.7107607015661)",170312206011007
660,1/19/17,Completed - Dup,1/23/17,17-00335860,Sanitation Code Violation,Garbage in alley,2407 N SPAULDING AVE,60647,1153672.62,1915804.025,35,14,22,41.92480551,-87.7107607,"(41.924805507279636, -87.7107607015661)",170312206011007
661,1/19/17,Completed,1/23/17,17-00329564,Sanitation Code Violation,Other,3199 N SPAULDING AVE,60618,1153827.36,1921089.373,35,14,21,41.93930583,-87.71005093,"(41.939305833041615, -87.71005093137107)",170312106011002
662,1/19/17,Completed,1/23/17,17-00334456,Sanitation Code Violation,Overflowing carts,1057 W MADISON ST,60607,1169185.486,1900202.702,25,12,28,41.8816713,-87.65421353,"(41.881671304893985, -87.65421353185027)",170318331001008
663,1/19/17,Completed,1/23/17,17-00344552,Sanitation Code Violation,Construction Site Cleanliness/Fence,310 W 118TH ST,60628,1176290.15,1826679.181,34,5,53,41.67975774,-87.63033282,"(41.67975774206477, -87.63033281802038)",170315302005049
664,1/19/17,Completed - Dup,1/24/17,17-00342658,Sanitation Code Violation,Garbage in yard,725 E 105TH PL,60628,1183007.887,1835157.069,9,5,50,41.70286916,-87.60548089,"(41.7028691632372, -87.60548088861785)",170315002001024
665,1/19/17,Completed,1/24/17,17-00328587,Sanitation Code Violation,Overflowing carts,719 N ELIZABETH ST,60642,1167724.823,1905006.4,27,12,24,41.89488459,-87.65943849,"(41.89488459086696, -87.6594384901649)",170312434001008
666,1/19/17,Completed,1/24/17,17-00329333,Sanitation Code Violation,Garbage in alley,1457 S KOSTNER AVE,60623,1147287.912,1892627.194,24,10,29,41.86133056,-87.73481521,"(41.86133055515046, -87.73481521004562)",170312909003005
667,1/19/17,Completed,1/24/17,17-00330246,Sanitation Code Violation,Construction Site Cleanliness/Fence,2832 W FULTON ST,60612,1157458.435,1901882.755,27,12,27,41.8865281,-87.69722921,"(41.88652810449699, -87.69722921356555)",170318371002009
668,1/19/17,Completed,1/24/17,17-00330684,Sanitation Code Violation,Garbage in yard,10147 S EMERALD AVE,60628,1173098.913,1837569.812,34,22,73,41.70971417,-87.64169403,"(41.709714174504654, -87.64169403236845)",170317305003011
669,1/19/17,Completed,1/24/17,17-00331374,Sanitation Code Violation,Garbage in yard,725 E 105TH PL,60628,1183007.887,1835157.069,9,5,50,41.70286916,-87.60548089,"(41.7028691632372, -87.60548088861785)",170315002001024
670,1/19/17,Completed,1/24/17,17-00336310,Sanitation Code Violation,Overflowing carts,5007 W LAWRENCE AVE,60630,1142091.317,1931450.495,45,16,15,41.96796373,-87.7529267,"(41.96796372815088, -87.75292669920334)",170311105021021
671,1/19/17,Completed,1/25/17,17-00335700,Sanitation Code Violation,Garbage in yard,3305 W CRYSTAL ST,60651,1154102.808,1908126.86,26,14,23,41.90373012,-87.70938521,"(41.9037301241813, -87.70938521377411)",170312309002015
672,1/19/17,Completed,1/25/17,17-00336831,Sanitation Code Violation,Overflowing carts,3319 W DIVISION ST,60651,1153902.95,1907785.336,26,11,23,41.90279694,-87.71012846,"(41.90279693551766, -87.71012845708984)",170312309002019
673,1/19/17,Completed,1/26/17,17-00334436,Sanitation Code Violation,Dumpster not being emptied,7800 S PRAIRIE AVE,60619,1179384.169,1853353.109,6,6,69,41.75288464,-87.6181964,"(41.75288464393446, -87.61819640305521)",170316913002019
674,1/19/17,Completed,1/26/17,17-00342241,Sanitation Code Violation,Garbage in yard,131 E 69TH ST,60637,1178489.136,1859300.729,6,3,69,41.76922594,-87.62129591,"(41.76922594038943, -87.62129590930628)",170316904003001
675,1/19/17,Completed - Dup,1/30/17,17-00330849,Sanitation Code Violation,Garbage in yard,4250 W VAN BUREN ST,60624,1148458.91,1897691.578,28,11,26,41.87520535,-87.73038608,"(41.87520534745557, -87.73038608428541)",170312606002010
676,1/19/17,Completed,1/30/17,17-00329160,Sanitation Code Violation,Overflowing carts,4250 W VAN BUREN ST,60624,1148458.91,1897691.578,28,11,26,41.87520535,-87.73038608,"(41.87520534745557, -87.73038608428541)",170312606002010
677,1/19/17,Completed,2/10/17,17-00330885,Sanitation Code Violation,Garbage in alley,8264 S ANTHONY AVE,60617,1189940.156,1850541.14,8,4,45,41.74492106,-87.57960373,"(41.74492105949718, -87.57960373403384)",170314503001025
678,1/19/17,Completed,2/14/17,17-00337058,Sanitation Code Violation,Overflowing carts,7622 S CONSTANCE AVE,60649,1189859.268,1854801.006,8,4,43,41.75661246,-87.57976341,"(41.75661245787157, -87.57976340728463)",170318342002011
679,1/20/17,Completed,1/20/17,17-00350479,Sanitation Code Violation,Standing water,4400 W 47TH ST,60632,1147817.87,1873104.404,14,8,57,41.80774719,-87.73337036,"(41.80774719359453, -87.73337035816313)",170315702001014
680,1/20/17,Completed,1/20/17,17-00350484,Sanitation Code Violation,Standing water,4428 W 47TH ST,60632,1147525.33,1873096.852,14,8,57,41.80773207,-87.73444352,"(41.807732070447514, -87.73444352464061)",170315702001014
681,1/20/17,Completed,1/20/17,17-00351482,Sanitation Code Violation,Other,647 W DIVERSEY PKWY,60614,1171489.419,1918851.602,43,19,7,41.93279457,-87.64520427,"(41.93279456566448, -87.64520427166785)",170310634001006
682,1/20/17,Completed,1/20/17,17-00351484,Sanitation Code Violation,Other,525 W DEMING PL,60614,1172174.578,1917259.599,43,19,7,41.92841093,-87.64273352,"(41.928410925848226, -87.64273352347575)",170310702003000
683,1/20/17,Completed,1/20/17,17-00351938,Sanitation Code Violation,Dumpster not being emptied,3038 N ASHLAND AVE,60657,1165120.469,1920348.272,32,19,6,41.9370394,-87.66856679,"(41.937039396341895, -87.66856678945939)",170310626001010
684,1/20/17,Completed,1/23/17,17-00352430,Sanitation Code Violation,Garbage in yard,10033 S VAN VLISSINGEN RD,60617,1192171.551,1838860.881,7,4,51,41.71281539,-87.57180635,"(41.71281538961224, -87.57180635426089)",170315103003013
685,1/20/17,Completed,1/23/17,17-00354219,Sanitation Code Violation,Other,4434 W DIVERSEY AVE,60639,1146216.76,1918243.225,31,25,20,41.93164418,-87.73809486,"(41.93164417963035, -87.73809486265608)",170312001003032
686,1/20/17,Completed,1/23/17,17-00354316,Sanitation Code Violation,Other,3125 N KOSTNER AVE,60641,1146502.186,1920417.422,31,25,20,41.93760493,-87.73699038,"(41.937604929966405, -87.73699038399253)",170312001002002
687,1/20/17,Completed,1/23/17,17-00354830,Sanitation Code Violation,Other,4858 W WRIGHTWOOD AVE,60639,1143559.691,1916857.611,31,25,19,41.92789212,-87.74789404,"(41.92789212398805, -87.74789403725467)",170311908002004
688,1/20/17,Completed,1/23/17,17-00356182,Sanitation Code Violation,Construction Site Cleanliness/Fence,1627 W HOWARD ST,60626,1163983.08,1950345.866,49,24,1,42.01937799,-87.67189557,"(42.019377994413134, -87.67189556843432)",170310101002012
689,1/20/17,Completed,1/23/17,17-00358565,Sanitation Code Violation,Garbage in yard,999 S FINANCIAL PL,60605,1175127.07,1895950.07,25,1,32,41.86987073,-87.63252391,"(41.869870727228985, -87.63252390884914)",170318390002001
690,1/20/17,Completed,1/23/17,17-00359744,Sanitation Code Violation,Construction Site Cleanliness/Fence,3525 W 57TH PL,60629,1153882.09,1866262.15,23,8,63,41.78885275,-87.71130979,"(41.788852750116355, -87.71130978505678)",170316309002012
691,1/20/17,Completed,1/23/17,17-00362059,Sanitation Code Violation,Dog feces in yard,5148 S KENNETH AVE,60632,1147568.23,1870080.608,23,8,57,41.79945422,-87.73436327,"(41.79945421670574, -87.73436326863013)",170315705001014
692,1/20/17,Completed,1/23/17,17-00364412,Sanitation Code Violation,Other,6019 S SPAULDING AVE,60629,1155424.801,1864437.68,23,8,66,41.78381537,-87.70570198,"(41.783815371023444, -87.70570197961082)",170316604001015
693,1/20/17,Completed,1/23/17,17-00364652,Sanitation Code Violation,Other,6436 W 63RD PL,60638,1134598.859,1861724.645,23,8,64,41.77676208,-87.78212272,"(41.776762077306984, -87.78212272136405)",170316405001013
694,1/20/17,Completed,1/23/17,17-00365771,Sanitation Code Violation,Other,4622 S LAWLER AVE,60638,1143469.525,1873516.438,22,8,56,41.80896007,-87.7493089,"(41.808960071987, -87.74930890363262)",170315602003021
695,1/20/17,Completed,1/23/17,17-00365827,Sanitation Code Violation,Other,4641 S LAWLER AVE,60638,1143472.825,1873389.038,22,8,56,41.8086104,-87.74929998,"(41.808610404825735, -87.7492999751616)",170315602003021
696,1/20/17,Completed,1/24/17,17-00357232,Sanitation Code Violation,Garbage in alley,3400 W FULTON BLVD,60624,1153663.686,1901791.516,28,11,27,41.88635408,-87.71116697,"(41.88635408196011, -87.71116697235101)",170318368002004
697,1/20/17,Completed,1/24/17,17-00358851,Sanitation Code Violation,Dumpster not being emptied,2858 W ROOSEVELT RD,60612,1157414.21,1894580.281,28,11,29,41.8664903,-87.69759025,"(41.86649029997101, -87.69759025238294)",170318386002013
698,1/20/17,Completed,1/24/17,17-00359164,Sanitation Code Violation,Other,734 N CENTRAL PARK AVE,60624,1152250.854,1904660.983,27,11,23,41.89425618,-87.71627948,"(41.89425618235024, -87.71627948463944)",170312315004002
699,1/20/17,Completed,1/24/17,17-00361861,Sanitation Code Violation,Other,5856 W DIVISION ST,60651,1137018.299,1907395.203,29,25,25,41.90204621,-87.77215905,"(41.90204620976199, -87.77215905068807)",170312513004004
700,1/20/17,Completed,1/24/17,17-00362373,Sanitation Code Violation,Other,2521 W HARRISON ST,60612,1159579.91,1897280.556,28,11,28,41.87385583,-87.68956539,"(41.87385583064465, -87.68956538808258)",170312827002016
701,1/20/17,Completed,1/24/17,17-00362400,Sanitation Code Violation,Other,2523 W HARRISON ST,60612,1159556.51,1897280.056,28,11,28,41.87385494,-87.68965132,"(41.873854940165195, -87.68965131561272)",170312827002014
702,1/20/17,Completed,1/24/17,17-00362429,Sanitation Code Violation,Other,2527 W HARRISON ST,60612,1159523.81,1897279.256,28,11,28,41.87385342,-87.6897714,"(41.87385341774189, -87.68977139661341)",170312827002015
703,1/20/17,Completed,1/25/17,17-00353288,Sanitation Code Violation,Garbage in yard,2337 N BOSWORTH AVE,60614,1165535.493,1915686.713,2,18,7,41.92423898,-87.66717463,"(41.92423897775973, -87.66717463027385)",170318325001003
704,1/20/17,Completed,1/25/17,17-00353507,Sanitation Code Violation,Overflowing carts,1807 N HARDING AVE,60647,1149760.52,1911803.818,26,25,20,41.91390561,-87.72523982,"(41.91390561496192, -87.7252398214168)",170318312001006
705,1/20/17,Completed,1/25/17,17-00355681,Sanitation Code Violation,Dumpster not being emptied,3900 W NORTH AVE,60647,1150085.406,1910350.88,26,25,23,41.90991229,-87.72408416,"(41.90991228671646, -87.72408415605484)",170312307004005
706,1/20/17,Completed,1/25/17,17-00357886,Sanitation Code Violation,Other,1425 N LUNA AVE,60651,1139077.11,1908933.253,37,25,25,41.9062296,-87.76455918,"(41.90622959828963, -87.76455917763164)",170312507004007
707,1/20/17,Completed,1/25/17,17-00358846,Sanitation Code Violation,Other,9522 S INDIANA AVE,60628,1179263.85,1841880.238,9,5,49,41.72140445,-87.61898629,"(41.721404447910764, -87.61898629375304)",170314905002001
708,1/20/17,Completed,1/25/17,17-00361722,Sanitation Code Violation,Dumpster not being emptied,5519 W CHICAGO AVE,60651,1139278.922,1904793.019,37,15,25,41.89486462,-87.76391878,"(41.894864622414126, -87.76391878143454)",170312512001023
709,1/20/17,Completed,1/26/17,17-00359990,Sanitation Code Violation,Other,6722 S RHODES AVE,60637,1181063.436,1860563.193,20,3,42,41.7726314,-87.61182099,"(41.77263139633647, -87.6118209905565)",170314212001008
710,1/20/17,Completed,1/26/17,17-00360171,Sanitation Code Violation,Other,6700 S RHODES AVE,60637,1181058.136,1860710.093,20,3,42,41.77303463,-87.6118359,"(41.77303462652566, -87.61183590115932)",170314212001007
711,1/20/17,Completed,1/26/17,17-00363269,Sanitation Code Violation,Garbage in yard,12030 S WENTWORTH AVE,60628,1177098.98,1825371.255,9,5,53,41.67615044,-87.62741138,"(41.676150442411796, -87.62741137661091)",170315305011027
712,1/20/17,Completed,1/26/17,17-00364325,Sanitation Code Violation,Other,7151 S PARNELL AVE,60621,1173863.54,1857489.214,6,7,68,41.76435876,-87.63830475,"(41.764358760552476, -87.63830475160482)",170316813002006
713,1/20/17,Completed,1/30/17,17-00353916,Sanitation Code Violation,Dumpster not being emptied,2626 N MILWAUKEE AVE,60647,1154385.008,1917516.578,35,14,22,41.92949067,-87.70809717,"(41.92949066607183, -87.70809717337615)",170312206023006
714,1/20/17,Completed,1/31/17,17-00354961,Sanitation Code Violation,Garbage in yard,7219 S HONORE ST,60636,1165268.21,1856808.177,17,7,67,41.76267617,-87.66982811,"(41.762676166740334, -87.66982810876792)",170316720002010
715,1/20/17,Completed,1/31/17,17-00360180,Sanitation Code Violation,Dumpster not being emptied,6845 S ADA ST,60636,1168507.777,1859386.192,17,7,67,41.76968139,-87.65788037,"(41.76968138940586, -87.65788037023331)",170318349002029
716,1/20/17,Completed - Dup,2/1/17,17-00364154,Sanitation Code Violation,Other,2313 W 51ST ST,60609,1161786.33,1870797.268,15,9,63,41.80113712,-87.68220156,"(41.80113711870863, -87.68220155611044)",170316301001013
717,1/20/17,Completed,2/1/17,17-00355371,Sanitation Code Violation,Garbage in yard,5020 S MICHIGAN AVE,60615,1178007.127,1871769.474,3,2,38,41.80345235,-87.62268495,"(41.80345234985115, -87.6226849524673)",170313818002009
718,1/20/17,Completed,2/1/17,17-00358708,Sanitation Code Violation,Dog feces in yard,4258 S VINCENNES AVE,60653,1180334.176,1876813.886,3,2,38,41.81724152,-87.61399576,"(41.81724152014933, -87.61399576411522)",170313801001035
719,1/20/17,Completed,2/1/17,17-00363702,Sanitation Code Violation,Other,2313 W 51ST ST,60609,1161786.33,1870797.268,15,9,63,41.80113712,-87.68220156,"(41.80113711870863, -87.68220155611044)",170316301001013
720,1/20/17,Completed,2/3/17,17-00367704,Sanitation Code Violation,Garbage in alley,1248 W 87TH ST,60620,1169432.512,1847087.359,21,6,71,41.73591177,-87.65484622,"(41.73591176594508, -87.65484622234659)",170317111002019
721,1/20/17,Completed,2/6/17,17-00361235,Sanitation Code Violation,Garbage in alley,8219 S MORGAN ST,60620,1171076.57,1850324.188,21,6,71,41.74475834,-87.64872866,"(41.74475834108137, -87.64872865891896)",170317108003005
722,1/20/17,Completed,2/6/17,17-00361517,Sanitation Code Violation,Dog feces in yard,8614 S MORGAN ST,60620,1171152.767,1847703.776,21,6,71,41.73756591,-87.64852587,"(41.73756590986669, -87.64852586778174)",170317110003015
723,1/21/17,Completed,1/23/17,17-00370242,Sanitation Code Violation,Other,1461 W ERIE ST,60642,1166362.25,1904449.508,1,12,24,41.8933857,-87.66445877,"(41.89338569765111, -87.66445877384344)",170312433002004
724,1/21/17,Completed,1/23/17,17-00372151,Sanitation Code Violation,Other,1635 S DAMEN AVE,60608,1163305.115,1891951.776,25,12,28,41.85915569,-87.67603802,"(41.859155686760054, -87.67603801970759)",170313109003000
725,1/21/17,Completed,1/23/17,17-00373781,Sanitation Code Violation,Overflowing carts,112 S SANGAMON ST,60607,1170114.202,1899701.534,25,12,28,41.88027585,-87.65081797,"(41.880275847965365, -87.65081797260802)",170318331001019
726,1/21/17,Completed,1/23/17,17-00374777,Sanitation Code Violation,Other,3232 S LEAVITT ST,60608,1162164.048,1883172.814,25,9,59,41.83508921,-87.68047149,"(41.835089205639854, -87.6804714896627)",170318403002009
727,1/21/17,Completed,1/23/17,17-00376334,Sanitation Code Violation,Garbage in alley,2006 N OAKLEY AVE,60647,1160711.976,1913302.594,32,14,22,41.91779825,-87.68496444,"(41.91779824752861, -87.68496443626604)",170312216002034
728,1/21/17,Completed,1/23/17,17-00376438,Sanitation Code Violation,Dumpster not being emptied,3355 W BELMONT AVE,60618,1153374.7,1921081.695,35,14,21,41.93929378,-87.7117148,"(41.939293781331884, -87.71171479569918)",170312106011005
729,1/21/17,Completed,1/23/17,17-00377063,Sanitation Code Violation,Dumpster not being emptied,7409 W IRVING PARK RD,60634,1125911.344,1925763.815,38,16,17,41.95264419,-87.8125475,"(41.952644191748306, -87.81254750036898)",170318105024019
730,1/21/17,Completed,1/23/17,17-00378266,Sanitation Code Violation,Overflowing carts,945 W MONROE ST,60607,1170043.302,1899755.634,25,12,28,41.88042585,-87.65107673,"(41.88042584912132, -87.65107672880735)",170318331001006
731,1/21/17,Completed,1/23/17,17-00378675,Sanitation Code Violation,Garbage in alley,2002 W 21ST PL,60608,1163354.266,1889743.507,25,12,31,41.85309495,-87.67591967,"(41.853094951778786, -87.6759196666188)",170313109002006
732,1/21/17,Completed,1/23/17,17-00382244,Sanitation Code Violation,Garbage in yard,2636 S CENTRAL PARK AVE,60623,1152794.563,1886248.019,22,10,30,41.84371822,-87.7147699,"(41.84371822053213, -87.71476989609415)",170313017011000
733,1/21/17,Completed - Dup,1/24/17,17-00378472,Sanitation Code Violation,Construction Site Cleanliness/Fence,2832 W FULTON ST,60612,1157458.435,1901882.755,27,12,27,41.8865281,-87.69722921,"(41.88652810449699, -87.69722921356555)",170318371002009
734,1/21/17,Completed,1/24/17,17-00370279,Sanitation Code Violation,Overflowing carts,11616 S HARVARD AVE,60628,1176037.593,1827896.266,34,5,53,41.68310326,-87.63122098,"(41.683103263374846, -87.63122097927324)",170315302005004
735,1/21/17,Completed,1/24/17,17-00370436,Sanitation Code Violation,Overflowing carts,4542 W 87TH ST,60652,1147576.64,1846448.787,18,8,70,41.73460433,-87.73493536,"(41.734604325083694, -87.73493536075134)",170318220002001
736,1/21/17,Completed,1/24/17,17-00370692,Sanitation Code Violation,Garbage in yard,35 N AUSTIN BLVD,60644,1136382.775,1899643.592,29,15,25,41.88078617,-87.77467884,"(41.88078616915204, -87.77467883884037)",170318126002007
737,1/21/17,Completed,1/24/17,17-00372330,Sanitation Code Violation,Overflowing carts,139 N MASON AVE,60644,1136749.505,1900411.949,29,15,25,41.88288808,-87.7733138,"(41.882888084395674, -87.77331379990703)",170312520003003
738,1/21/17,Completed,1/24/17,17-00372886,Sanitation Code Violation,Other,1462 W ERIE ST,60642,1166354.25,1904449.208,27,12,24,41.89338505,-87.66448816,"(41.89338504556084, -87.66448816345694)",170312433002004
739,1/21/17,Completed,1/24/17,17-00377766,Sanitation Code Violation,Overflowing carts,3750 W SUNNYSIDE AVE,60625,1150912.588,1929651.243,35,17,14,41.9628579,-87.7205386,"(41.962857896142225, -87.72053859908436)",170311406022011
